Id,CreatedDate,Status,ContractID,OpportunityId,Opportunity_StageName,Opportunity_TenancyId,Opportunity_Tenancy_status
a0sNz000000bJGbIAM,2024-02-28T09:43:49.000+0000,Signed,800Nz000009AJ97IAG,006Nz000008G7LtIAK,Closed Won,,
a0sNz000000bJJpIAM,2024-02-28T09:46:24.000+0000,Signed,800Nz000009AOS7IAO,006Nz0000084Ti0IAE,Closed Won,,
a0sNz000000bJmrIAE,2024-02-28T09:58:24.000+0000,Signed,800Nz000009AVADIA4,006Nz000008TI0AIAW,Closed Won,,
a0sNz000000bKfhIAE,2024-02-28T10:26:40.000+0000,Signed,800Nz000009ADLUIA4,006Nz000007uOzjIAE,Closed Won,,
a0sNz000000bKhJIAU,2024-02-28T10:27:48.000+0000,Signed,800Nz000009AMBzIAO,006Nz0000084tR9IAI,Closed Won,,
a0sNz000000bKnlIAE,2024-02-28T10:28:49.000+0000,Draft,800Nz000009ANFFIA4,006Nz0000082157IAA,Closed Won,,
a0sNz000000bKpNIAU,2024-02-28T10:29:46.000+0000,Pre-Send,800Nz000009ANFFIA4,006Nz0000082157IAA,Closed Won,,
a0sNz000000bL77IAE,2024-02-28T10:39:49.000+0000,Draft,800Nz000009ANFFIA4,006Nz0000082157IAA,Closed Won,,
a0sNz000000bLGnIAM,2024-02-28T10:51:09.000+0000,Signed,800Nz000009AXXGIA4,006Nz000008MfkkIAC,Closed Won,,
a0sNz000000bLtVIAU,2024-02-28T11:09:28.000+0000,Cancelled / Declined,800Nz0000098GnMIAU,006Nz000008Sp1QIAS,Closed Won,,
a0sNz000000bMEUIA2,2024-02-28T11:22:13.000+0000,Pre-Send,800Nz000009AYmcIAG,006Nz000008DBfNIAW,Closed Won,,
a0sNz000000bMUbIAM,2024-02-28T11:24:15.000+0000,Signed,800Nz000009Al26IAC,006Nz000007t2V2IAI,Closed Won,,
a0sNz000000bMXpIAM,2024-02-28T11:24:32.000+0000,Signed,800Nz000009AYmcIAG,006Nz000008DBfNIAW,Closed Won,,
a0sNz000000bMj7IAE,2024-02-28T11:32:45.000+0000,Signed,800Nz000009AmW3IAK,006Nz000008KacFIAS,Closed Won,,
a0sNz000000bMrBIAU,2024-02-28T11:37:16.000+0000,Signed,800Nz000009AhjQIAS,006Nz000008AAMVIA4,Closed Won,,
a0sNz000000bMzFIAU,2024-02-28T11:52:29.000+0000,Cancelled / Declined,800Nz000009Aq09IAC,006Nz000007t1HEIAY,Closed Won,,
a0sNz000000bNX7IAM,2024-02-28T12:03:20.000+0000,Signed,800Nz000009AjJhIAK,006Nz0000089wmXIAQ,Closed Won,,
a0sNz000000bNYjIAM,2024-02-28T12:03:24.000+0000,Signed,800Nz000009AedRIAS,006Nz000007VrTxIAK,Closed Won,,
a0sNz000000bO09IAE,2024-02-28T12:27:30.000+0000,Signed,800Nz000009AwiHIAS,006Nz000008FT0HIAW,Closed Won,,
a0sNz000000bO9pIAE,2024-02-28T12:35:12.000+0000,Signed,800Nz000009AnnBIAS,006Nz000007n5ddIAA,Closed Won,,
a0sNz000000bOEfIAM,2024-02-28T12:39:33.000+0000,Signed,800Nz000009AnAWIA0,006Nz000008FCfPIAW,Closed Won,,
a0sNz000000bObFIAU,2024-02-28T12:55:02.000+0000,Signed,800Nz000009ApCLIA0,006Nz0000084BLIIA2,Closed Won,,
a0sNz000000bPvVIAU,2024-02-28T13:37:54.000+0000,Signed,800Nz0000098IUCIA2,006Nz000008CWdtIAG,Closed Won,,
a0sNz000000bRCXIA2,2024-02-28T14:41:01.000+0000,Signed,800Nz000009ANFFIA4,006Nz0000082157IAA,Closed Won,,
a0sNz000000bZq1IAE,2024-02-29T09:29:53.000+0000,Signed,800Nz000009DJVuIAO,006Nz000008Co1IIAS,Closed Won,,
a0sNz000000baCbIAI,2024-02-29T09:50:58.000+0000,Signed,800Nz000009DEcqIAG,006Nz0000089LLZIA2,Closed Won,,
a0sNz000000bbyHIAQ,2024-02-29T10:35:00.000+0000,Signed,800Nz000009DVydIAG,006Nz000008Hm8TIAS,Closed Won,,
a0sNz000000bcG2IAI,2024-02-29T12:22:36.000+0000,Signed,800Nz000009Dl4AIAS,006Nz000008IsjiIAC,Closed Won,,
a0sNz000000bcRJIAY,2024-02-29T10:58:03.000+0000,Cancelled / Declined,800Nz000009DONiIAO,006Nz000008Mk66IAC,Closed Won,,
a0sNz000000beT7IAI,2024-02-29T13:14:13.000+0000,Signed,800Nz000009DuqXIAS,006Nz000007uQwgIAE,Closed Won,,
a0sNz000000bfNZIAY,2024-02-29T14:39:18.000+0000,Signed,800Nz000009EJbuIAG,006Nz000008ABX6IAO,Closed Won,,
a0sNz000000bfPBIAY,2024-02-29T14:41:00.000+0000,Expired,800Nz000009E9eHIAS,006Nz000008HlijIAC,Closed Won,,
a0sNz000000bh2nIAA,2024-02-29T15:14:43.000+0000,Expired,800Nz000009ELYwIAO,006Nz000008L6NdIAK,Closed Won,,
a0sNz000000bhCTIAY,2024-02-29T15:26:17.000+0000,Signed,800Nz000009EN1JIAW,006Nz0000085Re8IAE,Closed Won,,
a0sNz000000bhM9IAI,2024-02-29T15:44:59.000+0000,Signed,800Nz0000098Zt5IAE,006Nz000007tIRnIAM,Closed Won,,
a0sNz000000bhSbIAI,2024-02-29T15:55:57.000+0000,Signed,800Nz000009ETOXIA4,006Nz000008KZbOIAW,Closed Won,,
a0sNz000000bmk1IAA,2024-03-01T09:25:38.000+0000,Signed,800Nz000009GM10IAG,006Nz000008T0pdIAC,Closed Won,,
a0sNz000000bnGHIAY,2024-03-01T10:09:56.000+0000,Cancelled / Declined,800Nz000009EBjLIAW,006Nz000007zYn9IAE,Closed Won,,
a0sNz000000bng5IAA,2024-03-01T10:36:44.000+0000,Signed,800Nz000009GLedIAG,006Nz000008L6NdIAK,Closed Won,,
a0sNz000000bpGTIAY,2024-03-01T11:44:55.000+0000,Expired,800Nz000009GmWYIA0,006Nz000008Sp1QIAS,Closed Won,,
a0sNz000000bqNpIAI,2024-03-01T13:08:16.000+0000,Signed,800Nz000009GtHvIAK,006Nz000007zYn9IAE,Closed Won,,
a0sNz000000br8bIAA,2024-03-01T14:24:06.000+0000,Signed,800Nz000009HCNsIAO,006Nz000008Hj5oIAC,Closed Won,,
a0sNz000000brDRIAY,2024-03-01T14:35:07.000+0000,Signed,800Nz000009HLalIAG,006Nz000008T7EQIA0,Closed Won,,
a0sNz000000brtNIAQ,2024-03-01T15:06:22.000+0000,Cancelled / Declined,800Nz000009HIwHIAW,006Nz000007heUPIAY,Closed Won,,
a0sNz000000bsCjIAI,2024-03-01T15:13:14.000+0000,Cancelled / Declined,800Nz000009HS7dIAG,006Nz000008AdBgIAK,Closed Won,,
a0sNz000000bsELIAY,2024-03-01T15:13:27.000+0000,Expired,800Nz000008nHxcIAE,006Nz000007nKZUIA2,Closed Won,,
a0sNz000000btbpIAA,2024-03-01T16:06:17.000+0000,Signed,800Nz000009HeqPIAS,006Nz000008IGsyIAG,Closed Won,,
a0sNz000000btojIAA,2024-03-01T16:45:38.000+0000,Signed,800Nz000009HSitIAG,006Nz000008Mk66IAC,Closed Won,,
a0sNz000000c8kXIAQ,2024-03-04T09:40:08.000+0000,Signed,800Nz000009M9aqIAC,006Nz000008VM4gIAG,Closed Won,,
a0sNz000000cAb3IAE,2024-03-04T11:35:27.000+0000,Signed,800Nz000008vT5cIAE,006Nz000008CHbcIAG,Closed Won,,
a0sNz000000cAcfIAE,2024-03-04T11:37:42.000+0000,Signed,800Nz000009Mo2pIAC,006Nz000008TDYNIA4,Closed Won,,
a0sNz000000cBdZIAU,2024-03-04T12:07:27.000+0000,Signed,800Nz000009N7IEIA0,006Nz000008HZ4qIAG,Closed Won,,
a0sNz000000cBthIAE,2024-03-04T12:09:46.000+0000,Signed,800Nz000009MmM4IAK,006Nz000008KDxWIAW,Closed Won,,
a0sNz000000cCGHIA2,2024-03-04T12:19:03.000+0000,Signed,800Nz000008vtZSIAY,006Nz0000082dVNIAY,Closed Won,,
a0sNz000000cCubIAE,2024-03-04T12:40:56.000+0000,Expired,800Nz000009NKnHIAW,006Nz000008gHKnIAM,Closed Won,,
a0sNz000000cCxpIAE,2024-03-04T12:42:27.000+0000,Signed,800Nz000009NDttIAG,006Nz000008CPCXIA4,Closed Won,,
a0sNz000000cDlpIAE,2024-03-04T13:42:45.000+0000,Signed,800Nz000009NJjIIAW,006Nz000008VhldIAC,Closed Won,,
a0sNz000000cEErIAM,2024-03-04T13:56:35.000+0000,Signed,800Nz000009NSjGIAW,006Nz0000081yqLIAQ,Closed Won,,
a0sNz000000cEJhIAM,2024-03-04T14:02:52.000+0000,Signed,800Nz000009NFcSIAW,006Nz000008CuTLIA0,Closed Won,,
a0sNz000000cELJIA2,2024-03-04T14:05:47.000+0000,Signed,800Nz000009NWuuIAG,006Nz000008SMsFIAW,Closed Won,,
a0sNz000000cEOXIA2,2024-03-04T14:07:59.000+0000,Signed,800Nz000009GmWYIA0,006Nz000008Sp1QIAS,Closed Won,,
a0sNz000000cEy1IAE,2024-03-04T14:31:51.000+0000,Signed,800Nz000009NMndIAG,006Nz0000084DwgIAE,Closed Won,,
a0sNz000000cFAvIAM,2024-03-04T14:52:11.000+0000,Signed,800Nz000009NkoHIAS,006Nz000008V55HIAS,Closed Won,,
a0sNz000000cH1RIAU,2024-03-04T16:10:26.000+0000,Pre-Send,800Nz000009O9HvIAK,006Nz000008gHKnIAM,Closed Won,,
a0sNz000000cHB7IAM,2024-03-04T16:14:08.000+0000,Signed,800Nz000009O9HvIAK,006Nz000008gHKnIAM,Closed Won,,
a0sNz000000cNmoIAE,2024-03-05T09:18:41.000+0000,Signed,800Nz000009Q9FdIAK,006Nz000008C80UIAS,Closed Won,,
a0sNz000000cOm5IAE,2024-03-05T09:17:03.000+0000,Pre-Send,800Nz000009Q9FdIAK,006Nz000008C80UIAS,Closed Won,,
a0sNz000000cOxSIAU,2024-03-05T10:05:48.000+0000,Signed,800Nz000009Qky7IAC,006Nz000008SfJoIAK,Closed Won,,
a0sNz000000cP3pIAE,2024-03-05T09:24:47.000+0000,Signed,800Nz000009N1BHIA0,006Nz000008ExgQIAS,Closed Won,,
a0sNz000000cU1tIAE,2024-03-05T11:21:42.000+0000,Signed,800Nz000009Qvf5IAC,006Nz000008T9HuIAK,Closed Won,,
a0sNz000000cUUvIAM,2024-03-05T11:38:48.000+0000,Signed,800Nz000009R9F1IAK,006Nz000008Y3oVIAS,Closed Won,,
a0sNz000000cUl3IAE,2024-03-05T11:42:32.000+0000,Cancelled / Declined,800Nz000009QiRvIAK,006Nz000008DCWcIAO,Closed Won,,
a0sNz000000cV2nIAE,2024-03-05T11:56:11.000+0000,Signed,800Nz000009REeRIAW,006Nz000008L0LUIA0,Closed Won,,
a0sNz000000cVQzIAM,2024-03-05T12:02:55.000+0000,Signed,800Nz000009R445IAC,006Nz000008FVoYIAW,Closed Won,,
a0sNz000000cVpBIAU,2024-03-05T12:31:02.000+0000,Cancelled / Declined,800Nz000009RQXWIA4,006Nz000008DCWcIAO,Closed Won,,
a0sNz000000cVqoIAE,2024-03-05T12:42:50.000+0000,Expired,800Nz000009R11TIAS,006Nz000008TarWIAS,Closed Won,,
a0sNz000000cWEzIAM,2024-03-05T12:51:11.000+0000,Signed,800Nz000009R9gYIAS,006Nz000008h0pnIAA,Closed Won,,
a0sNz000000cWoTIAU,2024-03-05T13:18:54.000+0000,Signed,800Nz000009RR5XIAW,006Nz000008AdBgIAK,Closed Won,,
a0sNz000000cXivIAE,2024-03-05T14:07:30.000+0000,Signed,800Nz000009Rt87IAC,006Nz000008Hwz4IAC,Closed Won,,
a0sNz000000cXz3IAE,2024-03-05T14:32:34.000+0000,Signed,800Nz000009RpW0IAK,006Nz000008QemoIAC,Closed Won,,
a0sNz000000cYGnIAM,2024-03-05T14:46:08.000+0000,Signed,800Nz000009RxQFIA0,006Nz00000829p0IAA,Closed Won,,
a0sNz000000cYLdIAM,2024-03-05T14:53:00.000+0000,Signed,800Nz000009RrntIAC,006Nz000008Z2AVIA0,Closed Won,,
a0sNz000000cZhVIAU,2024-03-05T15:43:53.000+0000,Signed,800Nz000009SCtyIAG,006Nz000008QwqAIAS,Closed Won,,
a0sNz000000ca45IAA,2024-03-05T15:58:29.000+0000,Signed,800Nz000009SR07IAG,006Nz000008QpgbIAC,Closed Won,,
a0sNz000000ca5hIAA,2024-03-05T15:59:26.000+0000,Cancelled / Declined,800Nz000009SGhSIAW,006Nz000008AEoJIAW,Closed Won,,
a0sNz000000cathIAA,2024-03-05T16:35:43.000+0000,Signed,800Nz000009STl9IAG,006Nz000008YqvgIAC,Closed Won,,
a0sNz000000cbD3IAI,2024-03-05T16:52:24.000+0000,Signed,800Nz000009SRBSIA4,006Nz000008QifBIAS,Closed Won,,
a0sNz000000cbEfIAI,2024-03-05T16:53:24.000+0000,Cancelled / Declined,800Nz000009SWr4IAG,006Nz000007t1HEIAY,Closed Won,,
a0sNz000000cbRZIAY,2024-03-05T17:02:57.000+0000,Signed,800Nz000009SheOIAS,006Nz000008TNSvIAO,Closed Won,,
a0sNz000000cbY1IAI,2024-03-05T17:06:39.000+0000,Signed,800Nz000009ScyAIAS,006Nz000008AEoJIAW,Closed Won,,
a0sNz000000cgz7IAA,2024-03-06T09:45:00.000+0000,Signed,800Nz000009UdZqIAK,006Nz000007heUPIAY,Closed Won,,
a0sNz000000ci01IAA,2024-03-06T10:12:16.000+0000,Signed,800Nz000009UUq6IAG,006Nz000008V6j0IAC,Closed Won,,
a0sNz000000ci9hIAA,2024-03-06T10:21:52.000+0000,Signed,800Nz000009UKttIAG,006Nz000007zDcEIAU,Closed Won,,
a0sNz000000cicjIAA,2024-03-06T10:40:00.000+0000,Signed,800Nz000009UiHqIAK,006Nz000007t1HEIAY,Closed Won,,
a0sNz000000cifxIAA,2024-03-06T10:44:59.000+0000,Signed,800Nz000009UoocIAC,006Nz000007zVECIA2,Closed Won,,
a0sNz000000cjQjIAI,2024-03-06T11:19:00.000+0000,Signed,800Nz000009Uy3FIAS,006Nz000008gWq6IAE,Closed Won,,
a0sNz000000cjfFIAQ,2024-03-06T11:36:23.000+0000,Signed,800Nz000009UtEtIAK,006Nz000007wnKWIAY,Closed Won,,
a0sNz000000ckY5IAI,2024-03-06T12:04:14.000+0000,Signed,800Nz000009VDwgIAG,006Nz000008hItAIAU,Closed Won,,
a0sNz000000ckmbIAA,2024-03-06T12:13:00.000+0000,Signed,800Nz000009Uu4cIAC,006Nz000008PoxtIAC,Closed Won,,
a0sNz000000clfRIAQ,2024-03-06T12:44:47.000+0000,Signed,800Nz000009VLpNIAW,006Nz000008gO9QIAU,Closed Won,,
a0sNz000000cmmnIAA,2024-03-06T13:38:02.000+0000,Signed,800Nz000009VZItIAO,006Nz000008IqDFIA0,Closed Won,,
a0sNz000000cn7lIAA,2024-03-06T14:22:45.000+0000,Signed,800Nz000009ViqoIAC,006Nz000007ywulIAA,Closed Won,,
a0sNz000000coS1IAI,2024-03-06T14:49:23.000+0000,Signed,800Nz000009VdCvIAK,006Nz000008nx8nIAA,Closed Won,,
a0sNz000000coYTIAY,2024-03-06T14:53:27.000+0000,Signed,800Nz000009VsuzIAC,006Nz000008nxLhIAI,Closed Won,,
a0sNz000000cppVIAQ,2024-03-06T15:42:28.000+0000,Signed,800Nz000009W1rvIAC,006Nz0000084DwgIAE,Closed Won,,
a0sNz000000cpuLIAQ,2024-03-06T15:46:44.000+0000,Cancelled / Declined,800Nz000009VjS1IAK,006Nz000008kJEMIA2,Closed Won,,
a0sNz000000cqonIAA,2024-03-06T16:26:43.000+0000,Signed,800Nz000009RIbjIAG,006Nz000008TT22IAG,Closed Won,,
a0sNz000000cwNxIAI,2024-03-07T09:19:23.000+0000,Signed,800Nz000009YFXJIA4,006Nz000008FVQMIA4,Closed Won,,
a0sNz000000cwcTIAQ,2024-03-07T09:29:35.000+0000,Signed,800Nz000009YKK5IAO,006Nz000008L5MiIAK,Closed Won,,
a0sNz000000cwhKIAQ,2024-03-07T09:41:01.000+0000,Signed,800Nz000009Y9ByIAK,006Nz000008kJEMIA2,Closed Won,,
a0sNz000000cwivIAA,2024-03-07T09:38:40.000+0000,Signed,800Nz000009YDTyIAO,006Nz000008gfIHIAY,Closed Won,,
a0sNz000000cwr0IAA,2024-03-07T10:28:23.000+0000,Signed,800Nz000009Y28wIAC,006Nz0000082MPhIAM,Closed Won,,
a0sNz000000cx8jIAA,2024-03-07T10:08:39.000+0000,Expired,800Nz000009YKnCIAW,006Nz000008TFWyIAO,Closed Won,,
a0sNz000000cxDaIAI,2024-03-07T11:54:50.000+0000,Signed,800Nz000009UfoeIAC,006Nz000008Pk9VIAS,Closed Won,,
a0sNz000000cxOrIAI,2024-03-07T10:19:49.000+0000,Expired,800Nz000009XBapIAG,006Nz000007koU1IAI,Closed Won,,
a0sNz000000cyUbIAI,2024-03-07T10:49:55.000+0000,Expired,800Nz000009YaNFIA0,006Nz000008PszwIAC,Closed Won,,
a0sNz000000cykjIAA,2024-03-07T10:58:51.000+0000,Signed,800Nz000009YWzbIAG,006Nz000008DCWcIAO,Closed Won,,
a0sNz000000czfBIAQ,2024-03-07T11:31:14.000+0000,Signed,800Nz000009YgMIIA0,006Nz000008bLfIIAU,Closed Won,,
a0sNz000000d1XJIAY,2024-03-07T14:13:00.000+0000,Signed,800Nz000009Z6vBIAS,006Nz000008CStaIAG,Closed Won,,
a0sNz000000d4ADIAY,2024-03-07T16:08:43.000+0000,Signed,800Nz000009ZPpgIAG,006Nz000008r9VDIAY,Closed Won,,
a0sNz000000d4oXIAQ,2024-03-07T16:25:40.000+0000,Signed,800Nz000009ZOiXIAW,006Nz000008VWVGIA4,Closed Won,,
a0sNz000000d4uzIAA,2024-03-07T16:27:55.000+0000,Signed,800Nz000009ZbnbIAC,006Nz000008qNjvIAE,Closed Won,,
a0sNz000000d9GLIAY,2024-03-08T09:44:55.000+0000,Signed,800Nz000009ay2IIAQ,006Nz000008VJubIAG,Closed Won,,
a0sNz000000d9UrIAI,2024-03-08T10:04:11.000+0000,Expired,800Nz000009bJ1sIAE,006Nz000008TC1DIAW,Closed Won,,
a0sNz000000dAE1IAM,2024-03-08T10:42:13.000+0000,Cancelled / Declined,800Nz000009bTSZIA2,006Nz000008gONvIAM,Closed Won,,
a0sNz000000dASXIA2,2024-03-08T11:21:14.000+0000,Signed,800Nz000009bn9RIAQ,006Nz000007bNstIAE,Closed Won,,
a0sNz000000dBTRIA2,2024-03-08T11:55:11.000+0000,Signed,800Nz000009botYIAQ,006Nz000008KOHpIAO,Closed Won,,
a0sNz000000dBZtIAM,2024-03-08T12:09:50.000+0000,Signed,800Nz000009bbInIAI,006Nz000008nUd3IAE,Closed Won,,
a0sNz000000dBejIAE,2024-03-08T12:22:06.000+0000,Signed,800Nz000009bghdIAA,006Nz000008QsplIAC,Closed Won,,
a0sNz000000dBhxIAE,2024-03-08T12:26:54.000+0000,Signed,800Nz000009bqaOIAQ,006Nz000008YDFzIAO,Closed Won,,
a0sNz000000dBy5IAE,2024-03-08T12:41:24.000+0000,Signed,800Nz000009bwkcIAA,006Nz000008b91OIAQ,Closed Won,,
a0sNz000000dCEDIA2,2024-03-08T12:50:13.000+0000,Signed,800Nz000009bsCQIAY,006Nz000008b9SpIAI,Closed Won,,
a0sNz000000dCULIA2,2024-03-08T13:17:59.000+0000,Signed,800Nz000009bucRIAQ,006Nz000008gONvIAM,Closed Won,,
a0sNz000000dCe1IAE,2024-03-08T13:31:12.000+0000,Signed,800Nz000009c2rhIAA,006Nz000007nXi2IAE,Closed Won,,
a0sNz000000dD3pIAE,2024-03-08T14:28:24.000+0000,Signed,800Nz000009c8ieIAA,006Nz000008QabMIAS,Closed Won,,
a0sNz000000dDVFIA2,2024-03-08T15:04:12.000+0000,Signed,800Nz000009cKevIAE,006Nz000007tRgLIAU,Closed Won,,
a0sNz000000dDWrIAM,2024-03-08T15:05:41.000+0000,Signed,800Nz000009btwWIAQ,006Nz000008npRNIAY,Closed Won,,
a0sNz000000dDi9IAE,2024-03-08T15:13:12.000+0000,Expired,800Nz000009cGWSIA2,006Nz000008taHaIAI,Closed Won,,
a0sNz000000dOvJIAU,2024-03-11T09:55:15.000+0000,Signed,800Nz000009hUYjIAM,006Nz000008yGF0IAM,Closed Won,,
a0sNz000000dPRZIA2,2024-03-11T10:08:40.000+0000,Signed,800Nz000009hJ0lIAE,006Nz000007wWEnIAM,Closed Won,,
a0sNz000000dYmbIAE,2024-03-11T15:33:44.000+0000,Signed,800Nz000009iPdaIAE,006Nz000008XqHlIAK,Closed Won,,
a0sNz000000dZqjIAE,2024-03-11T16:06:30.000+0000,Signed,800Nz000009iYvYIAU,006Nz000008gM5xIAE,Closed Won,,
a0sNz000000dZsLIAU,2024-03-11T16:08:33.000+0000,Signed,800Nz000009iaHIIAY,006Nz000007tzWiIAI,Closed Won,,
a0sNz000000dmXpIAI,2024-03-12T09:55:30.000+0000,Signed,800Nz000009klGUIAY,006Nz000008Tog0IAC,Closed Won,,
a0sNz000000dmuQIAQ,2024-03-12T10:10:41.000+0000,Signed,800Nz000009kkFfIAI,006Nz000008QapeIAC,Closed Won,,
a0sNz000000doEfIAI,2024-03-12T10:51:51.000+0000,Signed,800Nz000008nHxcIAE,006Nz000007nKZUIA2,Closed Won,,
a0sNz000000doMjIAI,2024-03-12T10:58:19.000+0000,Signed,800Nz000009krNXIAY,006Nz000008DiOSIA0,Closed Won,,
a0sNz000000docrIAA,2024-03-12T11:01:59.000+0000,Signed,800Nz000009krSQIAY,006Nz000008YptCIAS,Closed Won,,
a0sNz000000domXIAQ,2024-03-12T11:16:45.000+0000,Expired,800Nz000009kxCsIAI,006Nz000008zQDuIAM,Closed Won,,
a0sNz000000doxpIAA,2024-03-12T11:22:26.000+0000,Signed,800Nz000009kivYIAQ,006Nz000008l8NKIAY,Closed Won,,
a0sNz000000dp5tIAA,2024-03-12T11:27:10.000+0000,Signed,800Nz000009kgFKIAY,006Nz000008tYKfIAM,Closed Won,,
a0sNz000000dpnRIAQ,2024-03-12T11:45:37.000+0000,Signed,800Nz000009lBJ0IAM,006Nz000008ptvYIAQ,Closed Won,,
a0sNz000000drkPIAQ,2024-03-12T13:56:14.000+0000,Signed,800Nz000009lFQFIA2,006Nz000008SVVhIAO,Closed Won,,
a0sNz000000drsTIAQ,2024-03-12T14:04:14.000+0000,Signed,800Nz000009lYU9IAM,006Nz000008kIevIAE,Closed Won,,
a0sNz000000drvhIAA,2024-03-12T14:10:18.000+0000,Signed,800Nz000009lbqAIAQ,006Nz000008F26XIAS,Closed Won,,
a0sNz000000dsDRIAY,2024-03-12T14:34:07.000+0000,Signed,800Nz000009E9eHIAS,006Nz000008HlijIAC,Closed Won,,
a0sNz000000dsa1IAA,2024-03-12T14:41:57.000+0000,Expired,800Nz000009llxZIAQ,006Nz000007afyIIAQ,Closed Won,,
a0sNz000000dtZJIAY,2024-03-12T16:08:13.000+0000,Signed,800Nz000009lnLCIAY,006Nz000008yKSKIA2,Closed Won,,
a0sNz000000dthNIAQ,2024-03-12T16:11:56.000+0000,Signed,800Nz000009lsUbIAI,006Nz000008tb2LIAQ,Closed Won,,
a0sNz000000du2LIAQ,2024-03-12T16:39:41.000+0000,Signed,800Nz000009lvh0IAA,006Nz000008sfWEIAY,Closed Won,,
a0sNz000000e3YfIAI,2024-03-13T09:48:09.000+0000,Signed,800Nz000009nZCUIA2,006Nz000008pQ40IAE,Closed Won,,
a0sNz000000e4CzIAI,2024-03-13T10:07:20.000+0000,Signed,800Nz000009nt4eIAA,006Nz000008nmGfIAI,Closed Won,,
a0sNz000000e4PtIAI,2024-03-13T10:16:44.000+0000,Signed,800Nz000009nv4pIAA,006Nz000008gZBFIA2,Closed Won,,
a0sNz000000e4ePIAQ,2024-03-13T10:22:05.000+0000,Signed,800Nz000009nuQVIAY,006Nz00000841ibIAA,Closed Won,,
a0sNz000000e5SPIAY,2024-03-13T10:54:51.000+0000,Signed,800Nz000009nsnHIAQ,006Nz000008YtvAIAS,Closed Won,,
a0sNz000000e5x3IAA,2024-03-13T11:21:03.000+0000,Signed,800Nz000009ndHkIAI,006Nz000008CZALIA4,Closed Won,,
a0sNz000000e69xIAA,2024-03-13T11:35:33.000+0000,Signed,800Nz000009nN3LIAU,006Nz000007eciTIAQ,Closed Won,,
a0sNz000000e6BaIAI,2024-03-13T11:43:18.000+0000,Signed,800Nz000009noq4IAA,006Nz00000911eQIAQ,Closed Won,,
a0sNz000000e6LFIAY,2024-03-13T11:57:24.000+0000,Signed,800Nz000009oJFBIA2,006Nz000008tHRqIAM,Closed Won,,
a0sNz000000e7nZIAQ,2024-03-13T13:15:53.000+0000,Expired,800Nz000009oMOTIA2,006Nz000007t8FVIAY,Closed Won,,
a0sNz000000e9KjIAI,2024-03-13T15:01:55.000+0000,Signed,800Nz000009oj1gIAA,006Nz000008qSDLIA2,Closed Won,,
a0sNz000000e9W1IAI,2024-03-13T15:04:35.000+0000,Cancelled / Declined,800Nz000009opBuIAI,006Nz000008DQwEIAW,Closed Won,,
a0sNz000000e9vpIAA,2024-03-13T15:30:33.000+0000,Signed,800Nz000009otVyIAI,006Nz000008Y0VkIAK,Closed Won,,
a0sNz000000eA2HIAU,2024-03-13T15:35:49.000+0000,Signed,800Nz000009oseTIAQ,006Nz000008avCrIAI,Closed Won,,
a0sNz000000eA8jIAE,2024-03-13T15:38:44.000+0000,Signed,800Nz000009oo7oIAA,006Nz000008n5bRIAQ,Closed Won,,
a0sNz000000eAQTIA2,2024-03-13T15:41:33.000+0000,Signed,800Nz000009ordVIAQ,006Nz000008LRyIIAW,Closed Won,,
a0sNz000000eBj8IAE,2024-03-13T16:23:56.000+0000,Signed,800Nz000009p7n3IAA,006Nz000008kAJCIA2,Closed Won,,
a0sNz000000eD3NIAU,2024-03-13T17:02:43.000+0000,Signed,800Nz000009p0SJIAY,006Nz000008DQwEIAW,Closed Won,,
a0sNz000000eLTxIAM,2024-03-14T11:09:45.000+0000,Signed,800Nz000009qxjgIAA,006Nz000007bLuIIAU,Closed Won,,
a0sNz000000eNSXIA2,2024-03-14T11:54:42.000+0000,Draft,800Nz000009rIwAIAU,006Nz000008HyPmIAK,Closed Won,,
a0sNz000000eOLNIA2,2024-03-14T12:11:57.000+0000,Signed,800Nz000009rLXVIA2,006Nz000008aZ5wIAE,Closed Won,,
a0sNz000000ePCbIAM,2024-03-14T12:46:18.000+0000,Signed,800Nz000009rR3QIAU,006Nz00000979hJIAQ,Closed Won,,
a0sNz000000eRZOIA2,2024-03-14T15:18:56.000+0000,Signed,800Nz000009rvPZIAY,006Nz000008yMlrIAE,Closed Won,,
a0sNz000000eT1hIAE,2024-03-14T15:31:52.000+0000,Signed,800Nz000009rgH9IAI,006Nz000008r7lCIAQ,Closed Won,,
a0sNz000000eTEbIAM,2024-03-14T15:39:35.000+0000,Signed,800Nz000009rn5YIAQ,006Nz000008jNv8IAE,Closed Won,,
a0sNz000000eTXxIAM,2024-03-14T16:07:34.000+0000,Signed,800Nz000009rxw7IAA,006Nz000008kc8xIAA,Closed Won,,
a0sNz000000eTuXIAU,2024-03-14T16:38:11.000+0000,Signed,800Nz000009s1ZsIAI,006Nz000008kiPeIAI,Closed Won,,
a0sNz000000eY4bIAE,2024-03-15T11:03:23.000+0000,Signed,800Nz000009tuSdIAI,006Nz0000090urRIAQ,Closed Won,,
a0sNz000000eYSnIAM,2024-03-15T11:34:50.000+0000,Signed,800Nz000009tt0OIAQ,006Nz000008rIyIIAU,Closed Won,,
a0sNz000000eZ5VIAU,2024-03-15T12:04:11.000+0000,Signed,800Nz000009tmYUIAY,006Nz000008lDziIAE,Closed Won,,
