contact__c,Tenancy__r:Contract:PMS_Reference__c,role__c,start_date__c,end_date__c,external_id__c
0034J00000a4dcNQAQ,122102001001,2 Tenant,1971-12-01,,122102001001_0034J00000a4dcNQAQ
0034J00000a4dmHQAQ,122103001001,2 Tenant,1983-03-25,,122103001001_0034J00000a4dmHQAQ
0034J00000a4dNfQAI,122104001001,2 Tenant,1975-09-29,,122104001001_0034J00000a4dNfQAI
0034J00000a4dmCQAQ,122105001001,2 Tenant,1977-01-01,,122105001001_0034J00000a4dmCQAQ
0034J00000a4a3fQAA,122106001001,2 Tenant,1978-06-24,,122106001001_0034J00000a4a3fQAA
0034J00000a4czOQAQ,122107001001,2 Tenant,1977-01-01,,122107001001_0034J00000a4czOQAQ
0034J00000a4dRgQAI,122108001001,2 Tenant,1973-03-25,,122108001001_0034J00000a4dRgQAI
0034J00000a4djJQAQ,122108001001,6 Successor (Regulated),1973-03-25,,122108001001_0034J00000a4djJQAQ
0034J00000a4dmNQAQ,122130001001,2 Tenant,1979-06-04,,122130001001_0034J00000a4dmNQAQ
0034J00000a4dmMQAQ,122136001001,2 Tenant,1989-01-01,,122136001001_0034J00000a4dmMQAQ
0034J00000a4dlUQAQ,122137001002,5 Relevant Person,2017-09-10,,122137001002_0034J00000a4dlUQAQ
0034J00000a4cpSQAQ,122138001001,5 Relevant Person,1989-01-01,,122138001001_0034J00000a4cpSQAQ
0034J00000a4cpRQAQ,122139001001,5 Relevant Person,1989-01-01,,122139001001_0034J00000a4cpRQAQ
0034J00000a4cO3QAI,122152001001,7 Successor (Assured Periodic),1981-05-01,,122152001001_0034J00000a4cO3QAI
0034J00000a4dmvQAA,122152001001,1 Lead Tenant,1981-05-01,,122152001001_0034J00000a4dmvQAA
0034J00000a4dUEQAY,122153001001,2 Tenant,1982-11-25,,122153001001_0034J00000a4dUEQAY
0034J00000a4dEwQAI,122166001001,2 Tenant,1968-01-01,,122166001001_0034J00000a4dEwQAI
0034J00000gMYtaQAG,122168001003,5 Relevant Person,2021-07-02,,122168001003_0034J00000gMYtaQAG
0034J00000a4dR1QAI,122168002003,5 Relevant Person,2019-03-04,,122168002003_0034J00000a4dR1QAI
003Nz000004kW2bIAE,122168003003,2 Tenant,2023-12-06,,122168003003_003Nz000004kW2bIAE
0034J00000a4dg5QAA,122169001003,5 Relevant Person,2020-09-02,,122169001003_0034J00000a4dg5QAA
0034J00000a4dUFQAY,122169001003,5 Relevant Person,2020-09-02,,122169001003_0034J00000a4dUFQAY
0034J00000a4eHIQAY,122170001002,2 Tenant,2023-02-15,,122170001002_0034J00000a4eHIQAY
0038d00000QdlWgAAJ,122170001002,2 Tenant,2023-02-15,,122170001002_0038d00000QdlWgAAJ
0034J00000a4dneQAA,122171001002,5 Relevant Person,2017-08-11,,122171001002_0034J00000a4dneQAA
0034J00000a4dPFQAY,122171001002,5 Relevant Person,2017-08-11,,122171001002_0034J00000a4dPFQAY
0034J00000a4dnFQAQ,122172001001,5 Relevant Person,2015-01-21,,122172001001_0034J00000a4dnFQAQ
0034J00000a4czsQAA,122190001001,6 Successor (Regulated),1984-01-01,,122190001001_0034J00000a4czsQAA
0034J00000a4dd2QAA,122190001001,2 Tenant,1984-01-01,,122190001001_0034J00000a4dd2QAA
0034J00000a4dnjQAA,122190002001,5 Relevant Person,2011-03-31,,122190002001_0034J00000a4dnjQAA
0034J00000a4cxeQAA,122191001001,2 Tenant,1977-05-16,,122191001001_0034J00000a4cxeQAA
0034J00000a4dTTQAY,122191001001,2 Tenant,1977-05-16,,122191001001_0034J00000a4dTTQAY
0034J00000a4dnGQAQ,122192001001,2 Tenant,1978-01-01,,122192001001_0034J00000a4dnGQAQ
0034J00000a4cpTQAQ,122192001001,2 Tenant,1978-01-01,,122192001001_0034J00000a4cpTQAQ
0034J00000a4dj1QAA,122196001002,5 Relevant Person,2014-12-01,,122196001002_0034J00000a4dj1QAA
0034J00000a4dQ8QAI,122287001001,5 Relevant Person,2016-11-01,,122287001001_0034J00000a4dQ8QAI
0034J00000a4dNaQAI,122461003001,5 Relevant Person,1964-10-16,,122461003001_0034J00000a4dNaQAI
0034J00000a4cQTQAY,122461003001,5 Relevant Person,1964-10-16,,122461003001_0034J00000a4cQTQAY
0034J00000a4dlyQAA,122465001001,2 Tenant,1988-10-28,,122465001001_0034J00000a4dlyQAA
003Nz000002ATR0IAO,122468001002,5 Relevant Person,2018-03-02,,122468001002_003Nz000002ATR0IAO
0034J00000a4dbgQAA,122469001001,5 Relevant Person,2001-06-12,,122469001001_0034J00000a4dbgQAA
003Nz0000078a0nIAA,122470001002,5 Relevant Person,2023-12-08,,122470001002_003Nz0000078a0nIAA
003Nz0000066lwuIAA,122470001002,5 Relevant Person,2023-12-08,,122470001002_003Nz0000066lwuIAA
0034J00000a4dmSQAQ,122483001001,2 Tenant,1987-06-06,,122483001001_0034J00000a4dmSQAQ
0034J00000a4durQAA,122484001001,2 Tenant,1989-01-01,,122484001001_0034J00000a4durQAA
0034J00000a4dvBQAQ,122484001001,4 Permitted Occupier,1989-01-01,,122484001001_0034J00000a4dvBQAQ
0034J00000a4dv6QAA,122484001001,4 Permitted Occupier,1989-01-01,,122484001001_0034J00000a4dv6QAA
0034J00000a4dnzQAA,122484001001,7 Successor (Assured Periodic),1989-01-01,,122484001001_0034J00000a4dnzQAA
0034J00000a4dz9QAA,122486003005,1 Lead Tenant,2018-11-05,,122486003005_0034J00000a4dz9QAA
0034J00000a4e2qQAA,122486003005,5 Relevant Person,2018-11-05,,122486003005_0034J00000a4e2qQAA
003Nz000001i2TmIAI,122486004005,2 Tenant,2023-10-11,,122486004005_003Nz000001i2TmIAI
003Nz000001cZ7UIAU,122486004005,2 Tenant,2023-10-11,,122486004005_003Nz000001cZ7UIAU
003Nz000001i02AIAQ,122486004005,2 Tenant,2023-10-11,,122486004005_003Nz000001i02AIAQ
0038d00000EdkHlAAJ,122486005007,2 Tenant,2022-09-30,,122486005007_0038d00000EdkHlAAJ
0034J00000a4dXuQAI,122486006002,5 Relevant Person,2015-08-28,,122486006002_0034J00000a4dXuQAI
0038d00000UUKfxAAH,122486007005,2 Tenant,2023-05-15,,122486007005_0038d00000UUKfxAAH
0038d00000UUOkEAAX,122486007005,2 Tenant,2023-05-15,,122486007005_0038d00000UUOkEAAX
003Nz00000E6b3IIAR,122486008009,3 Guarantor,2024-06-03,,122486008009_003Nz00000E6b3IIAR
003Nz00000E745FIAR,122486008009,2 Tenant,2024-06-03,,122486008009_003Nz00000E745FIAR
003Nz00000E6qC1IAJ,122486008009,1 Lead Tenant,2024-06-03,,122486008009_003Nz00000E6qC1IAJ
003Nz00000EQNk5IAH,122486009005,1 Lead Tenant,2024-06-28,,122486009005_003Nz00000EQNk5IAH
0034J00000a4doFQAQ,122486010002,5 Relevant Person,2018-12-21,,122486010002_0034J00000a4doFQAQ
0034J00000a4dC6QAI,122486010002,5 Relevant Person,2018-12-21,,122486010002_0034J00000a4dC6QAI
003Nz000000nxmvIAA,122486011005,2 Tenant,2023-09-04,,122486011005_003Nz000000nxmvIAA
003Nz000000ogNSIAY,122486011005,2 Tenant,2023-09-04,,122486011005_003Nz000000ogNSIAY
0034J00000a4dUHQAY,122486012002,5 Relevant Person,2018-05-21,,122486012002_0034J00000a4dUHQAY
0034J00000a4dyCQAQ,122486012002,5 Relevant Person,2018-05-21,,122486012002_0034J00000a4dyCQAQ
0034J00000a4e2sQAA,122486013002,5 Relevant Person,2016-02-01,,122486013002_0034J00000a4e2sQAA
0034J00000a4doCQAQ,122486013002,5 Relevant Person,2016-02-01,,122486013002_0034J00000a4doCQAQ
0038d000004YH6zAAG,122486014005,2 Tenant,2022-03-08,,122486014005_0038d000004YH6zAAG
0038d000004YJ1kAAG,122486014005,2 Tenant,2022-03-08,,122486014005_0038d000004YJ1kAAG
003Nz000009o4mRIAQ,122486015005,2 Tenant,2024-03-07,,122486015005_003Nz000009o4mRIAQ
0038d00000aipJEAAY,122486015005,1 Lead Tenant,2023-07-07,,122486015005_0038d00000aipJEAAY
003Nz00000CpmriIAB,122486016007,1 Lead Tenant,2024-06-17,,122486016007_003Nz00000CpmriIAB
003Nz00000DISUbIAP,122486016007,2 Tenant,2024-06-17,,122486016007_003Nz00000DISUbIAP
0038d00000Cuz11AAB,122486017005,2 Tenant,2023-05-05,,122486017005_0038d00000Cuz11AAB
0038d00000DUhP1AAL,122486017005,2 Tenant,2023-05-05,,122486017005_0038d00000DUhP1AAL
003Nz00000AJHvRIAX,122486018003,2 Tenant,2024-03-22,,122486018003_003Nz00000AJHvRIAX
003Nz00000AJEO7IAP,122486018003,1 Lead Tenant,2024-03-22,,122486018003_003Nz00000AJEO7IAP
0034J00000a4e2MQAQ,122486019001,5 Relevant Person,2015-07-30,,122486019001_0034J00000a4e2MQAQ
0034J00000a4debQAA,122486019001,5 Relevant Person,2015-07-30,,122486019001_0034J00000a4debQAA
003Nz000004zyD6IAI,122486020007,2 Tenant,2024-01-19,,122486020007_003Nz000004zyD6IAI
003Nz000004ghRGIAY,122486020007,1 Lead Tenant,2024-01-19,,122486020007_003Nz000004ghRGIAY
003Nz000004zrEtIAI,122486020007,4 Permitted Occupier,2024-01-19,,122486020007_003Nz000004zrEtIAI
003Nz000004zt8aIAA,122486020007,2 Tenant,2024-01-19,,122486020007_003Nz000004zt8aIAA
003Nz000006xHNyIAM,122486020007,3 Guarantor,2024-01-19,,122486020007_003Nz000006xHNyIAM
0038d00000HJP9bAAH,122486021005,2 Tenant,2022-10-10,,122486021005_0038d00000HJP9bAAH
0038d00000HJP7LAAX,122486021005,2 Tenant,2022-10-10,,122486021005_0038d00000HJP7LAAX
0038d00000HIIhaAAH,122486021005,2 Tenant,2022-10-10,,122486021005_0038d00000HIIhaAAH
0038d00000PKhjQAAT,122486022006,2 Tenant,2023-03-20,,122486022006_0038d00000PKhjQAAT
0038d00000CuA45AAF,122486023007,2 Tenant,2022-09-15,,122486023007_0038d00000CuA45AAF
0038d00000DUoMuAAL,122486023007,2 Tenant,2022-09-15,,122486023007_0038d00000DUoMuAAL
0038d000004WKCMAA4,122486024005,2 Tenant,2022-01-22,,122486024005_0038d000004WKCMAA4
0034J00000a4eHWQAY,122486025005,2 Tenant,2022-10-27,,122486025005_0034J00000a4eHWQAY
0034J00000a4dukQAA,122486025005,2 Tenant,2022-10-27,,122486025005_0034J00000a4dukQAA
003Nz000008sGSzIAM,122486026004,4 Permitted Occupier,2024-04-03,,122486026004_003Nz000008sGSzIAM
003Nz000008r20mIAA,122486026004,2 Tenant,2024-04-03,,122486026004_003Nz000008r20mIAA
003Nz000008r7RlIAI,122486026004,1 Lead Tenant,2024-04-03,,122486026004_003Nz000008r7RlIAI
0034J00000a4ddhQAA,122486027004,5 Relevant Person,2018-07-10,,122486027004_0034J00000a4ddhQAA
0034J00000a4dnWQAQ,122486027004,5 Relevant Person,2018-07-10,,122486027004_0034J00000a4dnWQAQ
003Nz000001ASNRIA4,122486028005,2 Tenant,2023-09-06,,122486028005_003Nz000001ASNRIA4
003Nz000001C9dFIAS,122486028005,2 Tenant,2023-09-06,,122486028005_003Nz000001C9dFIAS
003Nz000000pUYlIAM,122486029007,2 Tenant,2023-09-01,,122486029007_003Nz000000pUYlIAM
003Nz000000pUFOIA2,122486029007,2 Tenant,2023-09-01,,122486029007_003Nz000000pUFOIA2
0038d0000075ewHAAQ,122486030003,2 Tenant,2022-04-14,,122486030003_0038d0000075ewHAAQ
0038d00000764YwAAI,122486030003,2 Tenant,2022-04-14,,122486030003_0038d00000764YwAAI
003Nz000004PSjZIAW,122486031007,1 Lead Tenant,2023-12-22,,122486031007_003Nz000004PSjZIAW
003Nz000004XmhxIAC,122486031007,2 Tenant,2023-12-22,,122486031007_003Nz000004XmhxIAC
003Nz000004XrPpIAK,122486031007,4 Permitted Occupier,2023-12-22,,122486031007_003Nz000004XrPpIAK
003Nz000009EJiLIAW,122486032007,2 Tenant,2024-03-07,,122486032007_003Nz000009EJiLIAW
003Nz0000096GXxIAM,122486032007,1 Lead Tenant,2024-03-07,,122486032007_003Nz0000096GXxIAM
003Nz0000095ykkIAA,122486033008,1 Lead Tenant,2024-03-20,,122486033008_003Nz0000095ykkIAA
0038d00000OWDc4AAH,122486034005,2 Tenant,2023-04-24,,122486034005_0038d00000OWDc4AAH
0038d00000OUEVgAAP,122486034005,2 Tenant,2023-04-24,,122486034005_0038d00000OUEVgAAP
003Nz000008fsMQIAY,122486035004,1 Lead Tenant,2024-03-15,,122486035004_003Nz000008fsMQIAY
003Nz000008khIMIAY,122486035004,2 Tenant,2024-03-15,,122486035004_003Nz000008khIMIAY
003Nz000001qmCtIAI,122486036005,2 Tenant,2022-12-12,,122486036005_003Nz000001qmCtIAI
0038d00000JNVdqAAH,122486036005,2 Tenant,2022-12-12,,122486036005_0038d00000JNVdqAAH
0038d00000JNY3HAAX,122486036005,2 Tenant,2022-12-12,,122486036005_0038d00000JNY3HAAX
0034J00000a4e83QAA,122486037005,2 Tenant,2023-11-16,,122486037005_0034J00000a4e83QAA
0034J00000a4eKaQAI,122486037005,2 Tenant,2023-11-16,,122486037005_0034J00000a4eKaQAI
003Nz000002kVpHIAU,122486038005,2 Tenant,2023-11-10,,122486038005_003Nz000002kVpHIAU
003Nz000002kEgNIAU,122486038005,2 Tenant,2023-11-10,,122486038005_003Nz000002kEgNIAU
003Nz000002kYYeIAM,122486038005,2 Tenant,2023-11-10,,122486038005_003Nz000002kYYeIAM
0038d00000LnNbVAAV,122486039008,2 Tenant,2022-12-07,,122486039008_0038d00000LnNbVAAV
0038d00000KVP6gAAH,122486039008,2 Tenant,2022-12-07,,122486039008_0038d00000KVP6gAAH
003Nz0000093iaWIAQ,122486040007,1 Lead Tenant,2024-03-19,,122486040007_003Nz0000093iaWIAQ
003Nz000007mVtcIAE,122486041007,1 Lead Tenant,2024-02-02,,122486041007_003Nz000007mVtcIAE
003Nz000007mYI2IAM,122486041007,2 Tenant,2024-02-02,,122486041007_003Nz000007mYI2IAM
003Nz000007mgwzIAA,122486041007,4 Permitted Occupier,2024-02-02,,122486041007_003Nz000007mgwzIAA
0038d0000077FgoAAE,122486042007,5 Relevant Person,2022-06-06,,122486042007_0038d0000077FgoAAE
0038d000008u7fzAAA,122486042007,5 Relevant Person,2022-06-06,,122486042007_0038d000008u7fzAAA
003Nz000000QC7BIAW,122486043003,2 Tenant,2023-09-04,,122486043003_003Nz000000QC7BIAW
0038d00000Ec4eIAAR,122486044008,2 Tenant,2022-08-17,,122486044008_0038d00000Ec4eIAAR
0038d00000Ebtn7AAB,122486044008,2 Tenant,2022-08-17,,122486044008_0038d00000Ebtn7AAB
0038d00000VcujhAAB,122486045004,2 Tenant,2023-06-26,,122486045004_0038d00000VcujhAAB
003Nz000008LmjRIAS,122486045004,2 Tenant,2024-02-26,,122486045004_003Nz000008LmjRIAS
0038d000006HUUbAAO,122486046004,2 Tenant,2022-03-19,,122486046004_0038d000006HUUbAAO
0038d000006HUUWAA4,122486046004,2 Tenant,2022-03-19,,122486046004_0038d000006HUUWAA4
003Nz000008sjQAIAY,122486047006,2 Tenant,2024-02-21,,122486047006_003Nz000008sjQAIAY
003Nz000008smzAIAQ,122486047006,2 Tenant,2024-02-21,,122486047006_003Nz000008smzAIAQ
0038d00000AO7Q6AAL,122486047006,1 Lead Tenant,2022-06-21,,122486047006_0038d00000AO7Q6AAL
0034J00000a4e80QAA,122486048005,2 Tenant,2020-12-03,,122486048005_0034J00000a4e80QAA
0034J00000a4crjQAA,122486048005,2 Tenant,2020-12-03,,122486048005_0034J00000a4crjQAA
0038d00000ak05OAAQ,122486049008,2 Tenant,2023-07-18,,122486049008_0038d00000ak05OAAQ
0038d00000ajktuAAA,122486049008,2 Tenant,2023-07-18,,122486049008_0038d00000ajktuAAA
0038d00000VbhToAAJ,122486050008,2 Tenant,2023-04-27,,122486050008_0038d00000VbhToAAJ
0038d00000WWxp7AAD,122486050008,2 Tenant,2023-04-27,,122486050008_0038d00000WWxp7AAD
0034J00000eIvemQAC,122486051004,2 Tenant,2021-06-19,,122486051004_0034J00000eIvemQAC
0034J00000eIvQLQA0,122486051004,2 Tenant,2021-06-19,,122486051004_0034J00000eIvQLQA0
0034J00000a4e73QAA,122486052005,5 Relevant Person,2020-09-10,,122486052005_0034J00000a4e73QAA
0034J00000a4e1fQAA,122486052005,5 Relevant Person,2020-09-10,,122486052005_0034J00000a4e1fQAA
003Nz0000011fADIAY,122486053008,2 Tenant,2023-08-07,,122486053008_003Nz0000011fADIAY
003Nz0000011djYIAQ,122486053008,2 Tenant,2023-08-07,,122486053008_003Nz0000011djYIAQ
003Nz0000010S5NIAU,122486053008,2 Tenant,2023-08-07,,122486053008_003Nz0000010S5NIAU
0034J00000dCFYqQAO,122486054004,5 Relevant Person,2021-06-12,,122486054004_0034J00000dCFYqQAO
0034J00000dCHPrQAO,122486054004,5 Relevant Person,2021-06-12,,122486054004_0034J00000dCHPrQAO
0034J00000a4e9jQAA,122486055004,2 Tenant,2020-07-02,,122486055004_0034J00000a4e9jQAA
003Nz0000011IjtIAE,122486055004,2 Tenant,2020-07-02,,122486055004_003Nz0000011IjtIAE
0034J00000a4dmkQAA,122486055004,1 Lead Tenant,2020-07-02,,122486055004_0034J00000a4dmkQAA
0038d00000JKe1OAAT,122486056007,2 Tenant,2022-10-28,,122486056007_0038d00000JKe1OAAT
0038d000006Gi2uAAC,122486057005,2 Tenant,2022-02-26,,122486057005_0038d000006Gi2uAAC
0034J00000a4e3DQAQ,122486058003,5 Relevant Person,2019-07-25,,122486058003_0034J00000a4e3DQAQ
003Nz000002aMk5IAE,122486059006,2 Tenant,2023-10-27,,122486059006_003Nz000002aMk5IAE
003Nz000002frgkIAA,122486059006,2 Tenant,2023-10-27,,122486059006_003Nz000002frgkIAA
0038d00000aia65AAA,122486060002,2 Tenant,2023-07-06,,122486060002_0038d00000aia65AAA
0038d00000aiRXTAA2,122486060002,2 Tenant,2023-07-06,,122486060002_0038d00000aiRXTAA2
003Nz000009PYyzIAG,122486061005,2 Tenant,2024-03-01,,122486061005_003Nz000009PYyzIAG
003Nz000009BLiMIAW,122486061005,1 Lead Tenant,2024-03-01,,122486061005_003Nz000009BLiMIAW
0038d00000BfB0uAAF,122486062006,2 Tenant,2022-07-27,,122486062006_0038d00000BfB0uAAF
0038d00000CtZ6WAAV,122486062006,2 Tenant,2022-07-27,,122486062006_0038d00000CtZ6WAAV
0034J00000a4dulQAA,122486063002,2 Tenant,2016-05-02,,122486063002_0034J00000a4dulQAA
0034J00000a4eAPQAY,122486063002,2 Tenant,2016-05-02,,122486063002_0034J00000a4eAPQAY
0034J00000a4e0wQAA,122486063002,2 Tenant,2016-05-02,,122486063002_0034J00000a4e0wQAA
0034J00000a4eFkQAI,122486064003,5 Relevant Person,2016-09-09,,122486064003_0034J00000a4eFkQAI
0034J00000a4eDaQAI,122486064003,5 Relevant Person,2016-09-09,,122486064003_0034J00000a4eDaQAI
0034J00000cNbnHQAS,122486065004,5 Relevant Person,2021-07-15,,122486065004_0034J00000cNbnHQAS
0034J00000cNas1QAC,122486065004,5 Relevant Person,2021-07-15,,122486065004_0034J00000cNas1QAC
0038d00000WXWllAAH,122486066002,2 Tenant,2023-06-19,,122486066002_0038d00000WXWllAAH
0034J00000a4eBQQAY,122486067006,2 Tenant,2020-11-25,,122486067006_0034J00000a4eBQQAY
0038d0000025oYzAAI,122486068004,5 Relevant Person,2021-09-23,,122486068004_0038d0000025oYzAAI
0038d0000025oYyAAI,122486068004,5 Relevant Person,2021-09-23,,122486068004_0038d0000025oYyAAI
0038d00000JL6oqAAD,122486069003,2 Tenant,2022-11-04,,122486069003_0038d00000JL6oqAAD
0038d00000JMcW9AAL,122486069003,2 Tenant,2022-11-04,,122486069003_0038d00000JMcW9AAL
003Nz00000BRlnjIAD,122486070006,2 Tenant,2024-04-26,,122486070006_003Nz00000BRlnjIAD
003Nz00000BRo2RIAT,122486070006,2 Tenant,2024-04-26,,122486070006_003Nz00000BRo2RIAT
003Nz00000CSO6vIAH,122486070006,3 Guarantor,2024-04-26,,122486070006_003Nz00000CSO6vIAH
003Nz00000BNqahIAD,122486070006,1 Lead Tenant,2024-04-26,,122486070006_003Nz00000BNqahIAD
0034J00000a4eJxQAI,122486071006,5 Relevant Person,2020-08-08,,122486071006_0034J00000a4eJxQAI
0034J00000a4e5hQAA,122486071006,2 Tenant,2020-08-08,,122486071006_0034J00000a4e5hQAA
003Nz000002kGLaIAM,122486072009,2 Tenant,2023-11-01,,122486072009_003Nz000002kGLaIAM
003Nz000002kArHIAU,122486072009,2 Tenant,2023-11-01,,122486072009_003Nz000002kArHIAU
003Nz000002jyRvIAI,122486072009,2 Tenant,2023-11-01,,122486072009_003Nz000002jyRvIAI
0038d00000OVMfzAAH,122486073006,2 Tenant,2023-03-09,,122486073006_0038d00000OVMfzAAH
003Nz000000OSG5IAO,122486073006,2 Tenant,2023-03-09,,122486073006_003Nz000000OSG5IAO
0038d00000OWOaLAAX,122486074008,2 Tenant,2023-03-07,,122486074008_0038d00000OWOaLAAX
0038d00000PHo5hAAD,122486074008,2 Tenant,2023-03-07,,122486074008_0038d00000PHo5hAAD
003Nz000008henCIAQ,122486075004,2 Tenant,2024-02-27,,122486075004_003Nz000008henCIAQ
003Nz000008S0QHIA0,122486075004,1 Lead Tenant,2024-02-27,,122486075004_003Nz000008S0QHIA0
003Nz000001S38rIAC,122486076009,2 Tenant,2023-08-28,,122486076009_003Nz000001S38rIAC
003Nz000001S3onIAC,122486076009,2 Tenant,2023-08-28,,122486076009_003Nz000001S3onIAC
003Nz0000066cQYIAY,122486077004,1 Lead Tenant,2023-12-22,,122486077004_003Nz0000066cQYIAY
003Nz0000066tj8IAA,122486077004,2 Tenant,2023-12-22,,122486077004_003Nz0000066tj8IAA
0038d00000EAzHIAA1,122486078006,2 Tenant,2022-07-29,,122486078006_0038d00000EAzHIAA1
0038d00000BfGfoAAF,122486078006,2 Tenant,2022-07-29,,122486078006_0038d00000BfGfoAAF
0034J00000a4dvoQAA,122486079001,5 Relevant Person,2015-07-13,,122486079001_0034J00000a4dvoQAA
0034J00000a4eFbQAI,122486079001,5 Relevant Person,2015-07-13,,122486079001_0034J00000a4eFbQAI
0038d000004Ww2BAAS,122486080005,2 Tenant,2022-02-10,,122486080005_0038d000004Ww2BAAS
0038d000004WvuOAAS,122486080005,2 Tenant,2022-02-10,,122486080005_0038d000004WvuOAAS
0034J00000a4e7YQAQ,122486081004,5 Relevant Person,2019-10-31,,122486081004_0034J00000a4e7YQAQ
0034J00000hHxcCQAS,122486082005,2 Tenant,2021-07-26,,122486082005_0034J00000hHxcCQAS
0034J00000hHxclQAC,122486082005,2 Tenant,2021-07-26,,122486082005_0034J00000hHxclQAC
0034J00000hHxcqQAC,122486082005,2 Tenant,2021-07-26,,122486082005_0034J00000hHxcqQAC
0034J00000hHxd5QAC,122486082005,2 Tenant,2021-07-26,,122486082005_0034J00000hHxd5QAC
0034J00000a4dcAQAQ,122486083002,5 Relevant Person,2018-02-02,,122486083002_0034J00000a4dcAQAQ
0038d00000ajuo6AAA,122486084004,2 Tenant,2023-07-31,,122486084004_0038d00000ajuo6AAA
003Nz000000UCuzIAG,122486084004,2 Tenant,2023-07-31,,122486084004_003Nz000000UCuzIAG
0038d0000026GHwAAM,122486085004,2 Tenant,2021-10-06,,122486085004_0038d0000026GHwAAM
0038d00000G7qjoAAB,122486085004,2 Tenant,2021-10-06,,122486085004_0038d00000G7qjoAAB
0038d00000HIHwmAAH,122486086003,2 Tenant,2022-09-23,,122486086003_0038d00000HIHwmAAH
0038d00000G7sv9AAB,122486086003,2 Tenant,2022-09-23,,122486086003_0038d00000G7sv9AAB
0038d00000JLyA7AAL,122486087006,2 Tenant,2022-12-16,,122486087006_0038d00000JLyA7AAL
0038d00000JLyOcAAL,122486087006,2 Tenant,2022-12-16,,122486087006_0038d00000JLyOcAAL
0038d00000WZLc2AAH,122486088006,2 Tenant,2023-06-01,,122486088006_0038d00000WZLc2AAH
0038d00000WYT55AAH,122486088006,2 Tenant,2023-06-01,,122486088006_0038d00000WYT55AAH
0038d00000WZLecAAH,122486088006,2 Tenant,2023-06-01,,122486088006_0038d00000WZLecAAH
0038d000004XYF9AAO,122486089007,2 Tenant,2022-02-14,,122486089007_0038d000004XYF9AAO
0038d000004YBL7AAO,122486089007,2 Tenant,2022-02-14,,122486089007_0038d000004YBL7AAO
0038d000008uiEmAAI,122486090005,2 Tenant,2022-05-14,,122486090005_0038d000008uiEmAAI
0034J00000a4eBLQAY,122486090005,2 Tenant,2022-05-14,,122486090005_0034J00000a4eBLQAY
0034J00000a4eILQAY,122486091005,5 Relevant Person,2019-01-12,,122486091005_0034J00000a4eILQAY
0038d00000II59FAAT,122486092006,2 Tenant,2022-10-20,,122486092006_0038d00000II59FAAT
0038d00000II50EAAT,122486092006,2 Tenant,2022-10-20,,122486092006_0038d00000II50EAAT
003Nz000001AISyIAO,122486093006,2 Tenant,2023-09-26,,122486093006_003Nz000001AISyIAO
003Nz000001CDFRIA4,122486093006,2 Tenant,2023-09-26,,122486093006_003Nz000001CDFRIA4
0038d000006HIUoAAO,122486094004,2 Tenant,2022-04-07,,122486094004_0038d000006HIUoAAO
0038d000006HIMVAA4,122486094004,2 Tenant,2022-04-07,,122486094004_0038d000006HIMVAA4
003Nz000000oVlNIAU,122486095006,2 Tenant,2023-08-25,,122486095006_003Nz000000oVlNIAU
003Nz000000zd4UIAQ,122486095006,2 Tenant,2023-08-25,,122486095006_003Nz000000zd4UIAQ
0038d0000025vJyAAI,122486096007,1 Lead Tenant,2022-05-16,,122486096007_0038d0000025vJyAAI
003Nz00000CQ3crIAD,122486096007,2 Tenant,2024-05-16,,122486096007_003Nz00000CQ3crIAD
0034J00000a4cQVQAY,122486097003,1 Lead Tenant,2024-02-16,,122486097003_0034J00000a4cQVQAY
0034J00000a4e7sQAA,122486097003,2 Tenant,2024-02-16,,122486097003_0034J00000a4e7sQAA
003Nz000006pO9kIAE,122486097003,4 Permitted Occupier,2024-02-16,,122486097003_003Nz000006pO9kIAE
0038d000008uSHLAA2,122486098005,2 Tenant,2022-06-21,,122486098005_0038d000008uSHLAA2
0038d000008uE8aAAE,122486098005,2 Tenant,2022-06-21,,122486098005_0038d000008uE8aAAE
003Nz00000BwNh5IAF,122486099005,2 Tenant,2024-06-14,,122486099005_003Nz00000BwNh5IAF
003Nz00000BwG6AIAV,122486099005,1 Lead Tenant,2024-06-14,,122486099005_003Nz00000BwG6AIAV
0034J00000a4eHlQAI,122486100005,5 Relevant Person,2019-12-27,,122486100005_0034J00000a4eHlQAI
0034J00000a4eBSQAY,122486100005,5 Relevant Person,2019-12-27,,122486100005_0034J00000a4eBSQAY
003Nz000001qZxCIAU,122486101005,2 Tenant,2023-10-18,,122486101005_003Nz000001qZxCIAU
003Nz000001ulmtIAA,122486101005,2 Tenant,2023-10-18,,122486101005_003Nz000001ulmtIAA
003Nz0000093tbPIAQ,122486102005,1 Lead Tenant,2024-03-01,,122486102005_003Nz0000093tbPIAQ
0038d00000OUEVgAAP,122486103005,2 Tenant,2023-10-01,,122486103005_0038d00000OUEVgAAP
0034J00000a4eFkQAI,122486104002,5 Relevant Person,2017-06-03,,122486104002_0034J00000a4eFkQAI
0034J00000a4eDaQAI,122486104002,5 Relevant Person,2017-06-03,,122486104002_0034J00000a4eDaQAI
0034J00000a4e83QAA,122486105008,2 Tenant,2023-03-31,,122486105008_0034J00000a4e83QAA
0034J00000a4eHlQAI,122486106005,1 Lead Tenant,2024-02-20,,122486106005_0034J00000a4eHlQAI
0034J00000a4eBSQAY,122486106005,2 Tenant,2024-02-20,,122486106005_0034J00000a4eBSQAY
