"pricebook2id","product2id","isactive","unitprice","rent_periodicity__c","pms_reference__c"
"01sNz000000JamAIAS","01t4J000004AsMDQA0",True,"0.41666666666666666667","Monthly","108779001"
"01sNz000000JamAIAS","01t4J000004AsMJQA0",True,"1201.5000000000000000","Monthly","103091002"
"01sNz000000JamAIAS","01t4J000004AsMLQA0",True,"12.5000000000000000","Monthly","103196002"
"01sNz000000JamAIAS","01t4J000004AsMQQA0",True,"12.5000000000000000","Monthly","103686002"
"01sNz000000JamAIAS","01t4J000004AsMRQA0",True,"12.5000000000000000","Monthly","103686001"
"01sNz000000JamAIAS","01t4J000004AsMVQA0",True,"0.08333333333333333333","Monthly","104209006"
"01sNz000000JamAIAS","01t4J000004AsMZQA0",True,"0.08333333333333333333","Monthly","103088002"
"01sNz000000JamAIAS","01t4J000004AsMeQAK",True,"5.0000000000000000","Monthly","103088001"
"01sNz000000JamAIAS","01t4J000004AsMgQAK",True,"4.1666666666666667","Monthly","103954001"
"01sNz000000JamAIAS","01t4J000004AsMnQAK",True,"0.33333333333333333333","Monthly","110498001"
"01sNz000000JamAIAS","01t4J000004AsMpQAK",True,"4290.0000000000000000","Monthly","103093001"
"01sNz000000JamAIAS","01t4J000004AsMqQAK",True,"20.8333333333333333","Monthly","103414001"
"01sNz000000JamAIAS","01t4J000004AsMuQAK",True,"1323.8333333333333333","Monthly","103066001"
"01sNz000000JamAIAS","01t4J000004AsMwQAK",True,"35.0000000000000000","Monthly","104122014"
"01sNz000000JamAIAS","01t4J000004AsMxQAK",True,"16.6666666666666667","Monthly","104189006"
"01sNz000000JamAIAS","01t4J000004AsMyQAK",True,"1538.3333333333333333","Monthly","104803001"
"01sNz000000JamAIAS","01t4J000004AsMzQAK",True,"1340.5000000000000000","Monthly","103070001"
"01sNz000000JamAIAS","01t4J000004AsN0QAK",True,"4.1666666666666667","Monthly","103166004"
"01sNz000000JamAIAS","01t4J000004AsN4QAK",True,"1833.0000000000000000","Monthly","103057001"
"01sNz000000JamAIAS","01t4J000004AsN7QAK",True,"942.5000000000000000","Monthly","103168001"
"01sNz000000JamAIAS","01t4J000004AsN8QAK",True,"1969.5000000000000000","Monthly","103448008"
"01sNz000000JamAIAS","01t4J000004AsN9QAK",True,"1566.0000000000000000","Monthly","103071001"
"01sNz000000JamAIAS","01t4J000004AsNBQA0",True,"1284.3333333333333333","Monthly","103082001"
"01sNz000000JamAIAS","01t4J000004AsNCQA0",True,"0.08333333333333333333","Monthly","103445003"
"01sNz000000JamAIAS","01t4J000004AsNFQA0",True,"3120.0000000000000000","Monthly","103094001"
