Unit_id,ERV ,ERV_DATE,Qube_Unit_ID
a1G4J0000025v6NUAQ,3,2024-09-30,110670001
a1G4J0000025uOTUAY,2,2024-09-30,110671001
a1G4J0000025uzfUAA,2,2024-09-30,110672001
a1G4J0000025v2ZUAQ,3,2024-09-30,110673001
a1G4J0000025uv5UAA,3,2024-09-30,110674001
a1G4J0000025v2UUAQ,2,2024-09-30,110675001
a1G4J0000025vIqUAI,2,2024-09-30,110676001
a1G4J0000025vMbUAI,2,2024-09-30,110677001
a1G4J0000025v9nUAA,5,2024-09-30,110678001
a1G4J0000025vCNUAY,5,2024-09-30,110679001
a1G4J0000025uc3UAA,5,2024-09-30,110680001
a1G4J0000025vDwUAI,5,2024-09-30,110681001
a1G4J0000025uvEUAQ,5,2024-09-30,110682001
a1G4J0000025vGaUAI,1,2024-09-30,110683001
a1G4J0000025uVGUAY,1,2024-09-30,110684001
a1G4J0000025vMgUAI,1,2024-09-30,110685001
a1G4J0000025vMqUAI,1,2024-09-30,110686001
a1G4J0000025tdlUAA,1,2024-09-30,110687001
a1G4J0000025v49UAA,1,2024-09-30,110688001
a1G4J0000025umjUAA,1,2024-09-30,110689001
a1G4J0000025v4AUAQ,1,2024-09-30,110690001
a1G4J0000025vIrUAI,1,2024-09-30,110691001
a1G4J0000025vMvUAI,1,2024-09-30,110692001
a1G4J0000025vMrUAI,1,2024-09-30,110693001
a1G4J0000025vMlUAI,1,2024-09-30,110694001
a1G4J0000025vN0UAI,2,2024-09-30,110695001
a1G4J0000025vNAUAY,1,2024-09-30,110696001
a1G4J0000025vGPUAY,1,2024-09-30,110697001
a1G4J0000025unZUAQ,1,2024-09-30,110698001
a1G4J0000025v9zUAA,1,2024-09-30,110699001
a1G4J0000025ttRUAQ,1,2024-09-30,110700001
a1G4J0000025vN1UAI,1,2024-09-30,110701001
a1G4J0000025vDGUAY,1,2024-09-30,110702001
a1G4J0000025vN5UAI,1,2024-09-30,110703001
a1G4J0000025v5SUAQ,1,2024-09-30,110704001
a1G4J0000025v0OUAQ,1,2024-09-30,110705001
a1G4J0000025v8XUAQ,2,2024-09-30,110706001
a1G4J0000025ukpUAA,1,2024-09-30,110707001
a1G4J0000025vC8UAI,1,2024-09-30,110708001
a1G4J0000025v8TUAQ,1,2024-09-30,110709001
a1G4J0000025vEGUAY,1,2024-09-30,110710001
a1G4J0000025uYJUAY,1,2024-09-30,110711001
a1G4J0000025vMcUAI,5,2024-09-30,110712001
a1G4J0000025uvjUAA,4,2024-09-30,110713001
a1G4J0000025vNPUAY,5,2024-09-30,110714001
a1G4J0000025vNZUAY,4,2024-09-30,110715001
a1G4J0000025vC4UAI,5,2024-09-30,110716001
a1G4J0000025v6BUAQ,2,2024-09-30,110718001
a1G4J0000025vNFUAY,2,2024-09-30,110719001
a1G4J0000025vNKUAY,1,2024-09-30,110720001
a1G4J0000025uqoUAA,1,2024-09-30,110721001
a1G4J0000025vNUUAY,1,2024-09-30,110722001
a1G4J0000025ul4UAA,1,2024-09-30,110723001
a1G4J0000025vNtUAI,1,2024-09-30,110724001
a1G4J0000025v9CUAQ,1,2024-09-30,110725001
a1G4J0000025vNeUAI,1,2024-09-30,110726001
a1G4J0000025vNjUAI,1,2024-09-30,110727001
a1G4J0000025uizUAA,1,2024-09-30,110728001
a1G4J0000025vNyUAI,1,2024-09-30,110729001
a1G4J0000025vNoUAI,1,2024-09-30,110730001
a1G4J0000025vB6UAI,1,2024-09-30,110731001
a1G4J0000025uebUAA,1,2024-09-30,110732001
a1G4J0000025vODUAY,1,2024-09-30,110733001
a1G4J0000025vFJUAY,1,2024-09-30,110734001
a1G4J0000025vLeUAI,1,2024-09-30,110735001
a1G4J0000025vO3UAI,1,2024-09-30,110736001
a1G4J0000025vGmUAI,1,2024-09-30,110737001
a1G4J0000025uvFUAQ,1,2024-09-30,110738001
a1G4J0000025vDNUAY,1,2024-09-30,110739001
a1G4J0000025vO8UAI,1,2024-09-30,110740001
a1G4J0000025uzgUAA,1,2024-09-30,110741001
a1G4J0000025vOIUAY,1,2024-09-30,110742001
a1G4J0000025ueWUAQ,1,2024-09-30,110743001
a1G4J0000025vOSUAY,1,2024-09-30,110744001
a1G4J0000025vB7UAI,4,2024-09-30,110745001
a1G4J0000025vONUAY,4,2024-09-30,110746001
a1G4J0000025vC5UAI,4,2024-09-30,110747001
a1G4J0000025uqhUAA,4,2024-09-30,110748001
a1G4J0000025urpUAA,4,2024-09-30,110749001
a1G4J0000025vOXUAY,5,2024-09-30,110750001
a1G4J0000025vGuUAI,5,2024-09-30,110751001
a1G4J0000025vNVUAY,5,2024-09-30,110752001
a1G4J0000025vC9UAI,5,2024-09-30,110753001
a1G4J0000025vJtUAI,5,2024-09-30,110754001
a1G4J0000025vAcUAI,5,2024-09-30,110755001
a1G4J0000025vOcUAI,5,2024-09-30,110756001
a1G4J0000025uodUAA,5,2024-09-30,110757001
a1G4J0000025uziUAA,5,2024-09-30,110758001
a1G4J0000025v8nUAA,8,2024-09-30,110759001
a1G4J0000025vOmUAI,8,2024-09-30,110760001
a1G4J0000025vLtUAI,8,2024-09-30,110761001
a1G4J0000025vJdUAI,8,2024-09-30,110762001
a1G4J0000025vP1UAI,8,2024-09-30,110763001
a1G4J0000025v0PUAQ,8,2024-09-30,110764001
a1G4J0000025v1MUAQ,8,2024-09-30,110765001
a1G4J0000025v3CUAQ,8,2024-09-30,110766001
a1G4J0000025vCAUAY,15,2024-09-30,110767001
a1G4J0000025vOrUAI,4,2024-09-30,110769001
a1G4J0000025vHTUAY,4,2024-09-30,110770001
a1G4J0000025vOhUAI,8,2024-09-30,110771001
a1G4J0000025vJnUAI,4,2024-09-30,110772001
a1G4J0000025vOwUAI,4,2024-09-30,110773001
a1G4J0000025v76UAA,4,2024-09-30,110774001
a1G4J0000025urLUAQ,4,2024-09-30,110775001
a1G4J0000025vEoUAI,4,2024-09-30,110776001
a1G4J0000025vP6UAI,4,2024-09-30,110777001
a1G4J0000025v7kUAA,4,2024-09-30,110778001
a1G4J0000025v2VUAQ,4,2024-09-30,110779001
a1G4J0000025up1UAA,4,2024-09-30,110780001
a1G4J0000025vDcUAI,4,2024-09-30,110781001
a1G4J0000025vKbUAI,4,2024-09-30,110782001
a1G4J0000025vGpUAI,4,2024-09-30,110783001
a1G4J0000025vPVUAY,4,2024-09-30,110784001
a1G4J0000025vPGUAY,4,2024-09-30,110785001
a1G4J0000025vPBUAY,4,2024-09-30,110786001
a1G4J0000025vPQUAY,6,2024-09-30,110787001
a1G4J0000025vEOUAY,4,2024-09-30,110788001
a1G4J0000025vPLUAY,4,2024-09-30,110789001
a1G4J0000025ux3UAA,4,2024-09-30,110790001
a1G4J0000025vM3UAI,4,2024-09-30,110791001
a1G4J0000025uhMUAQ,4,2024-09-30,110792001
a1G4J0000025v7KUAQ,4,2024-09-30,110793001
a1G4J0000025vIBUAY,1,2024-09-30,110794001
a1G4J0000025unQUAQ,1,2024-09-30,110795001
a1G4J0000025v5YUAQ,1,2024-09-30,110796001
a1G4J0000025v6CUAQ,1,2024-09-30,110797001
a1G4J0000025vFhUAI,1,2024-09-30,110798001
a1G4J0000025vN6UAI,1,2024-09-30,110799001
a1G4J0000025vJeUAI,1,2024-09-30,110800001
a1G4J0000025vPfUAI,1,2024-09-30,110801001
a1G4J0000025vPaUAI,1,2024-09-30,110802001
a1G4J0000025vG5UAI,1,2024-09-30,110803001
a1G4J0000025vDOUAY,1,2024-09-30,110804001
a1G4J0000025vMXUAY,1,2024-09-30,110805001
a1G4J0000025ujlUAA,1,2024-09-30,110806001
a1G4J0000025v4TUAQ,1,2024-09-30,110807001
a1G4J0000025uR9UAI,1,2024-09-30,110808001
a1G4J0000025uo6UAA,1,2024-09-30,110809001
a1G4J0000025vPpUAI,1,2024-09-30,110810001
a1G4J0000025vPkUAI,1,2024-09-30,110811001
a1G4J0000025vLoUAI,4,2024-09-30,110812001
a1G4J0000025vIMUAY,4,2024-09-30,110813001
a1G4J0000025uPNUAY,4,2024-09-30,110814001
a1G4J0000025utRUAQ,4,2024-09-30,110815001
a1G4J0000025v1NUAQ,4,2024-09-30,110816001
a1G4J0000025uxmUAA,4,2024-09-30,110817001
a1G4J0000025vMdUAI,4,2024-09-30,110818001
a1G4J0000025vPuUAI,4,2024-09-30,110819001
a1G4J0000025vPzUAI,4,2024-09-30,110820001
a1G4J0000025vQ4UAI,4,2024-09-30,110821001
a1G4J0000025vHQUAY,2,2024-09-30,110822001
a1G4J0000025vQ9UAI,2,2024-09-30,110823001
a1G4J0000025vQJUAY,2,2024-09-30,110824001
a1G4J0000025vR7UAI,2,2024-09-30,110825001
a1G4J0000025vQEUAY,2,2024-09-30,110826001
a1G4J0000025vMwUAI,2,2024-09-30,110827001
a1G4J0000025vQOUAY,2,2024-09-30,110828001
a1G4J0000025vQxUAI,2,2024-09-30,110829001
a1G4J0000025ueDUAQ,2,2024-09-30,110830001
a1G4J0000025vQdUAI,2,2024-09-30,110831001
a1G4J0000025vNLUAY,2,2024-09-30,110832001
a1G4J0000025vAKUAY,2,2024-09-30,110833001
a1G4J0000025vR2UAI,5,2024-09-30,110834001
a1G4J0000025vNGUAY,2,2024-09-30,110835001
a1G4J0000025vQiUAI,2,2024-09-30,110836001
a1G4J0000025vM8UAI,3,2024-09-30,110837001
a1G4J0000025vQYUAY,5,2024-09-30,110838001
a1G4J0000025v9lUAA,3,2024-09-30,110839001
a1G4J0000025vQTUAY,5,2024-09-30,110840001
a1G4J0000025upoUAA,3,2024-09-30,110841001
a1G4J0000025vQFUAY,3,2024-09-30,110842001
a1G4J0000025unuUAA,2,2024-09-30,110843001
a1G4J0000025vRHUAY,2,2024-09-30,110844001
a1G4J0000025vPbUAI,2,2024-09-30,110845001
a1G4J0000025vQsUAI,2,2024-09-30,110846001
a1G4J0000025v4kUAA,2,2024-09-30,110847001
a1G4J0000025vQnUAI,2,2024-09-30,110848001
a1G4J0000025vR8UAI,2,2024-09-30,110849001
a1G4J0000025vRMUAY,2,2024-09-30,110851001
a1G4J0000025vKgUAI,2,2024-09-30,110852001
a1G4J0000025vCBUAY,2,2024-09-30,110853001
a1G4J0000025vRRUAY,2,2024-09-30,110854001
a1G4J0000025vPWUAY,2,2024-09-30,110855001
a1G4J0000025vRbUAI,2,2024-09-30,110856001
a1G4J0000025v2sUAA,2,2024-09-30,110857001
a1G4J0000025vRWUAY,2,2024-09-30,110858001
a1G4J0000025vJJUAY,2,2024-09-30,110859001
a1G4J0000025uwMUAQ,2,2024-09-30,110860001
a1G4J0000025vLUUAY,3,2024-09-30,110861001
a1G4J0000025unaUAA,3,2024-09-30,110862001
a1G4J0000025v2tUAA,3,2024-09-30,110862002
a1G4J0000025vJuUAI,3,2024-09-30,110863001
a1G4J0000025vBHUAY,3,2024-09-30,110864001
a1G4J0000025vQAUAY,5,2024-09-30,110865001
a1G4J0000025v5KUAQ,3,2024-09-30,110866001
a1G4J0000025vP7UAI,3,2024-09-30,110867001
a1G4J0000025vAgUAI,3,2024-09-30,110868001
a1G4J0000025vNWUAY,5,2024-09-30,110869001
a1G4J0000025vRgUAI,3,2024-09-30,110870001
a1G4J0000025vQoUAI,5,2024-09-30,110871001
a1G4J0000025v2aUAA,5,2024-09-30,110872001
a1G4J0000025vAlUAI,3,2024-09-30,110873001
a1G4J0000025vS5UAI,5,2024-09-30,110874001
a1G4J0000025uPOUAY,5,2024-09-30,110875001
a1G4J0000025vN7UAI,5,2024-09-30,110876001
a1G4J0000025vDgUAI,10,2024-09-30,110877001
a1G4J0000025v3DUAQ,5,2024-09-30,110878001
a1G4J0000025vRqUAI,5,2024-09-30,110879001
a1G4J0000025uehUAA,5,2024-09-30,110880001
a1G4J0000025vRlUAI,3,2024-09-30,110881001
a1G4J0000025vPlUAI,3,2024-09-30,110882001
a1G4J0000025vKNUAY,5,2024-09-30,110883001
a1G4J0000025vKhUAI,5,2024-09-30,110884001
a1G4J0000025vG6UAI,5,2024-09-30,110885001
a1G4J0000025v6DUAQ,5,2024-09-30,110886001
a1G4J0000025vS0UAI,4,2024-09-30,110888001
a1G4J0000025vRvUAI,5,2024-09-30,110889001
a1G4J0000025vSKUAY,4,2024-09-30,110890001
a1G4J0000025vEbUAI,5,2024-09-30,110891001
a1G4J0000025vSAUAY,5,2024-09-30,110892001
a1G4J0000025vNkUAI,5,2024-09-30,110893001
a1G4J0000025vSFUAY,5,2024-09-30,110894001
a1G4J0000025vSPUAY,4,2024-09-30,110895001
a1G4J0000025vFTUAY,5,2024-09-30,110896001
a1G4J0000025vT8UAI,5,2024-09-30,110897001
a1G4J0000025vQ0UAI,10,2024-09-30,110898001
a1G4J0000025v5ZUAQ,5,2024-09-30,110899001
a1G4J0000025v8xUAA,5,2024-09-30,110900001
a1G4J0000025vPqUAI,5,2024-09-30,110901001
a1G4J0000025v7ZUAQ,4,2024-09-30,110902001
a1G4J0000025vSGUAY,3,2024-09-30,110903001
a1G4J0000025uqIUAQ,4,2024-09-30,110904001
a1G4J0000025vJ5UAI,3,2024-09-30,110905001
a1G4J0000025vN8UAI,4,2024-09-30,110906001
a1G4J0000025vSeUAI,3,2024-09-30,110907001
a1G4J0000025vQtUAI,4,2024-09-30,110908001
a1G4J0000025utGUAQ,4,2024-09-30,110909001
a1G4J0000025vSUUAY,3,2024-09-30,110910001
a1G4J0000025uxnUAA,3,2024-09-30,110911001
a1G4J0000025vSoUAI,3,2024-09-30,110912001
a1G4J0000025v2uUAA,4,2024-09-30,110913001
a1G4J0000025v1bUAA,4,2024-09-30,110914001
a1G4J0000025vSjUAI,4,2024-09-30,110915001
a1G4J0000025vSZUAY,4,2024-09-30,110916001
a1G4J0000025uZcUAI,4,2024-09-30,110917001
a1G4J0000025vSpUAI,4,2024-09-30,110918001
a1G4J0000025vM9UAI,3,2024-09-30,110919001
a1G4J0000025vSyUAI,4,2024-09-30,110920001
a1G4J0000025vT3UAI,5,2024-09-30,110921001
a1G4J0000025vOdUAI,5,2024-09-30,110922001
a1G4J0000025vStUAI,5,2024-09-30,110923001
a1G4J0000025udPUAQ,5,2024-09-30,110924001
a1G4J0000025vEpUAI,5,2024-09-30,110925001
a1G4J0000025uwtUAA,5,2024-09-30,110926001
a1G4J0000025vSVUAY,5,2024-09-30,110927001
a1G4J0000025vTNUAY,5,2024-09-30,110928001
a1G4J0000025vIzUAI,5,2024-09-30,110929001
a1G4J0000025vPrUAI,4,2024-09-30,110930001
a1G4J0000025vTDUAY,4,2024-09-30,110931001
a1G4J0000025vTXUAY,4,2024-09-30,110932001
a1G4J0000025vTIUAY,4,2024-09-30,110933001
a1G4J0000025v8fUAA,4,2024-09-30,110934001
a1G4J0000025vD1UAI,4,2024-09-30,110935001
a1G4J0000025v0iUAA,4,2024-09-30,110936001
a1G4J0000025vTSUAY,4,2024-09-30,110937001
a1G4J0000025v6eUAA,4,2024-09-30,110938001
a1G4J0000025udQUAQ,4,2024-09-30,110939001
a1G4J0000025uCOUAY,4,2024-09-30,110940001
a1G4J0000025vTEUAY,4,2024-09-30,110941001
a1G4J0000025vQpUAI,4,2024-09-30,110942001
a1G4J0000025vMAUAY,7,2024-09-30,110943001
a1G4J0000025uIQUAY,4,2024-09-30,110944001
a1G4J0000025uIPUAY,7,2024-09-30,110945001
a1G4J0000025vTcUAI,4,2024-09-30,110946001
a1G4J0000025vTrUAI,3,2024-09-30,110947001
a1G4J0000025vEHUAY,3,2024-09-30,110949001
a1G4J0000025vLuUAI,3,2024-09-30,110950001
a1G4J0000025vTmUAI,3,2024-09-30,110951001
a1G4J0000025vThUAI,3,2024-09-30,110952001
a1G4J0000025vRNUAY,3,2024-09-30,110953001
a1G4J0000025vMNUAY,3,2024-09-30,110954001
a1G4J0000025vU1UAI,4,2024-09-30,110955001
a1G4J0000025vU6UAI,4,2024-09-30,110956001
a1G4J0000025vTwUAI,3,2024-09-30,110957001
a1G4J0000025vAsUAI,3,2024-09-30,110958001
a1G4J0000025vV4UAI,3,2024-09-30,110959001
a1G4J0000025vQjUAI,10,2024-09-30,110960001
a1G4J0000025vUGUAY,3,2024-09-30,110961001
a1G4J0000025vMOUAY,5,2024-09-30,110962001
a1G4J0000025uCPUAY,7,2024-09-30,110963001
a1G4J0000025vUBUAY,7,2024-09-30,110964001
a1G4J0000025vG7UAI,1,2024-09-30,110965001
a1G4J0000025vULUAY,7,2024-09-30,110966001
a1G4J0000025vBBUAY,7,2024-09-30,110967001
a1G4J0000025vLVUAY,7,2024-09-30,110968001
a1G4J0000025v8dUAA,7,2024-09-30,110969001
a1G4J0000025uqiUAA,7,2024-09-30,110970001
a1G4J0000025vUVUAY,7,2024-09-30,110971001
a1G4J0000025v2zUAA,7,2024-09-30,110972001
a1G4J0000025vMsUAI,5,2024-09-30,110973001
a1G4J0000025vUQUAY,5,2024-09-30,110974001
a1G4J0000025vSLUAY,5,2024-09-30,110975001
a1G4J0000025vLpUAI,5,2024-09-30,110976001
a1G4J0000025vITUAY,6,2024-09-30,110977001
a1G4J0000025vUpUAI,3,2024-09-30,110978001
a1G4J0000025vV9UAI,3,2024-09-30,110979001
a1G4J0000025vUaUAI,5,2024-09-30,110980001
a1G4J0000025vUkUAI,4,2024-09-30,110981001
a1G4J0000025vN2UAI,3,2024-09-30,110982001
a1G4J0000025vKcUAI,4,2024-09-30,110983001
a1G4J0000025vURUAY,4,2024-09-30,110984001
a1G4J0000025vUfUAI,4,2024-09-30,110985001
a1G4J0000025vISUAY,5,2024-09-30,110986001
a1G4J0000025vCFUAY,5,2024-09-30,110987001
a1G4J0000025vDhUAI,5,2024-09-30,110988001
a1G4J0000025vUzUAI,5,2024-09-30,110989001
a1G4J0000025ui5UAA,5,2024-09-30,110990001
a1G4J0000025vE7UAI,5,2024-09-30,110991001
a1G4J0000025vVEUAY,5,2024-09-30,110992001
a1G4J0000025vQGUAY,5,2024-09-30,110993001
a1G4J0000025uxcUAA,5,2024-09-30,110994001
a1G4J0000025vUuUAI,5,2024-09-30,110995001
a1G4J0000025vQHUAY,5,2024-09-30,110996001
a1G4J0000025uu5UAA,5,2024-09-30,110997001
a1G4J0000025v1uUAA,5,2024-09-30,110998001
a1G4J0000025vRrUAI,5,2024-09-30,110999001
a1G4J0000025vV0UAI,5,2024-09-30,111000001
a1G4J0000025vAhUAI,5,2024-09-30,111001001
a1G4J0000025vVJUAY,5,2024-09-30,111002001
a1G4J0000025v2DUAQ,5,2024-09-30,111003001
a1G4J0000025vVOUAY,5,2024-09-30,111004001
a1G4J0000025v6ZUAQ,5,2024-09-30,111005001
a1G4J0000025vFiUAI,10,2024-09-30,111006001
a1G4J0000025v6aUAA,5,2024-09-30,111007001
a1G4J0000025vQkUAI,5,2024-09-30,111008001
a1G4J0000025vKdUAI,5,2024-09-30,111009001
a1G4J0000025uzjUAA,5,2024-09-30,111010001
a1G4J0000025vVYUAY,5,2024-09-30,111011001
a1G4J0000025vVTUAY,5,2024-09-30,111012001
a1G4J0000025vL5UAI,5,2024-09-30,111013001
a1G4J0000025utCUAQ,5,2024-09-30,111014001
a1G4J0000025vW2UAI,5,2024-09-30,111015001
a1G4J0000025vMYUAY,6,2024-09-30,111016001
a1G4J0000025vViUAI,5,2024-09-30,111017001
a1G4J0000025vVdUAI,6,2024-09-30,111018001
a1G4J0000025vMtUAI,6,2024-09-30,111019001
a1G4J0000025vVxUAI,4,2024-09-30,111020001
a1G4J0000025v9KUAQ,5,2024-09-30,111021001
a1G4J0000025vWRUAY,5,2024-09-30,111022001
a1G4J0000025vVnUAI,5,2024-09-30,111023001
a1G4J0000025vVsUAI,5,2024-09-30,111024001
a1G4J0000025vW7UAI,5,2024-09-30,111025001
a1G4J0000025vWCUAY,5,2024-09-30,111026001
a1G4J0000025vWMUAY,6,2024-09-30,111027001
a1G4J0000025vWWUAY,6,2024-09-30,111028001
a1G4J0000025vGBUAY,6,2024-09-30,111029001
a1G4J0000025vWbUAI,6,2024-09-30,111030001
a1G4J0000025ujmUAA,2,2024-09-30,111031001
a1G4J0000025v02UAA,5,2024-09-30,111032001
a1G4J0000025v9LUAQ,5,2024-09-30,111033001
a1G4J0000025vWHUAY,4,2024-09-30,111034001
a1G4J0000025uZYUAY,5,2024-09-30,111035001
a1G4J0000025vDHUAY,2,2024-09-30,111036001
a1G4J0000025uHRUAY,5,2024-09-30,111037001
a1G4J0000025uXSUAY,5,2024-09-30,111038001
a1G4J0000025vWgUAI,4,2024-09-30,111039001
a1G4J0000025vRXUAY,2,2024-09-30,111040001
a1G4J0000025vWlUAI,5,2024-09-30,111041001
a1G4J0000025vVAUAY,5,2024-09-30,111042001
a1G4J0000025v8gUAA,5,2024-09-30,111043001
a1G4J0000025utEUAQ,2,2024-09-30,111044001
a1G4J0000025ur1UAA,5,2024-09-30,111045001
a1G4J0000025vRSUAY,5,2024-09-30,111046001
a1G4J0000025vTJUAY,5,2024-09-30,111047001
a1G4J0000025utDUAQ,5,2024-09-30,111048001
a1G4J0000025vPvUAI,5,2024-09-30,111049001
a1G4J0000025uuAUAQ,5,2024-09-30,111050001
a1G4J0000025vWqUAI,5,2024-09-30,111051001
a1G4J0000025vGbUAI,5,2024-09-30,111052001
a1G4J0000025uqMUAQ,5,2024-09-30,111053001
a1G4J0000025vWvUAI,5,2024-09-30,111055001
a1G4J0000025vX5UAI,5,2024-09-30,111056001
a1G4J0000025v55UAA,5,2024-09-30,111057001
a1G4J0000025vX0UAI,5,2024-09-30,111058001
a1G4J0000025v4lUAA,5,2024-09-30,111059001
a1G4J0000025vXAUAY,5,2024-09-30,111060001
a1G4J0000025vSMUAY,5,2024-09-30,111061001
a1G4J0000025vUvUAI,5,2024-09-30,111062001
a1G4J0000025vXKUAY,5,2024-09-30,111063001
a1G4J0000025vXFUAY,4,2024-09-30,111065001
a1G4J0000025vX1UAI,5,2024-09-30,111066001
a1G4J0000025vXPUAY,5,2024-09-30,111067001
a1G4J0000025v3HUAQ,5,2024-09-30,111068001
a1G4J0000025vJTUAY,5,2024-09-30,111069001
a1G4J0000025vXeUAI,5,2024-09-30,111070001
a1G4J0000025ux4UAA,5,2024-09-30,111071001
a1G4J0000025v1FUAQ,5,2024-09-30,111072001
a1G4J0000025vR9UAI,5,2024-09-30,111073001
a1G4J0000025vXZUAY,4,2024-09-30,111074001
a1G4J0000025v3IUAQ,5,2024-09-30,111075001
a1G4J0000025vXUUAY,5,2024-09-30,111076001
a1G4J0000025uwNUAQ,5,2024-09-30,111077001
a1G4J0000025ur2UAA,5,2024-09-30,111078001
a1G4J0000025vXjUAI,5,2024-09-30,111079001
a1G4J0000025vRwUAI,5,2024-09-30,111080001
a1G4J0000025vJvUAI,5,2024-09-30,111081001
a1G4J0000025v6vUAA,5,2024-09-30,111082001
a1G4J0000025vQ5UAI,5,2024-09-30,111083001
a1G4J0000025uwoUAA,5,2024-09-30,111084001
a1G4J0000025v1cUAA,5,2024-09-30,111085001
a1G4J0000025vX2UAI,4,2024-09-30,111086001
a1G4J0000025vXoUAI,5,2024-09-30,111087001
a1G4J0000025vS6UAI,5,2024-09-30,111088001
a1G4J0000025vXyUAI,5,2024-09-30,111089001
a1G4J0000025vB8UAI,7,2024-09-30,111090001
a1G4J0000025vUCUAY,7,2024-09-30,111091001
a1G4J0000025vXBUAY,7,2024-09-30,111092001
a1G4J0000025v7aUAA,7,2024-09-30,111093001
a1G4J0000025vHEUAY,7,2024-09-30,111094001
a1G4J0000025vKeUAI,7,2024-09-30,111095001
a1G4J0000025vY3UAI,7,2024-09-30,111096001
a1G4J0000025vOxUAI,7,2024-09-30,111097001
a1G4J0000025vY8UAI,7,2024-09-30,111098001
a1G4J0000025vRxUAI,7,2024-09-30,111099001
a1G4J0000025vXtUAI,7,2024-09-30,111100001
a1G4J0000025v3JUAQ,10,2024-09-30,111101001
a1G4J0000025vXfUAI,10,2024-09-30,111102001
a1G4J0000025vYDUAY,10,2024-09-30,111103001
a1G4J0000025vWrUAI,10,2024-09-30,111104001
a1G4J0000025v8YUAQ,5,2024-09-30,111105001
a1G4J0000025vYIUAY,10,2024-09-30,111106001
a1G4J0000025vYEUAY,10,2024-09-30,111107001
a1G4J0000025ueiUAA,10,2024-09-30,111108001
a1G4J0000025vYSUAY,10,2024-09-30,111109001
a1G4J0000025vOJUAY,10,2024-09-30,111110001
a1G4J0000025vD2UAI,4,2024-09-30,111111001
a1G4J0000025v6zUAA,5,2024-09-30,111112001
a1G4J0000025uo7UAA,10,2024-09-30,111113001
a1G4J0000025vPwUAI,5,2024-09-30,111114001
a1G4J0000025v3wUAA,10,2024-09-30,111115001
a1G4J0000025vYNUAY,10,2024-09-30,111116001
a1G4J0000025vMmUAI,5,2024-09-30,111117001
a1G4J0000025vX6UAI,10,2024-09-30,111118001
a1G4J0000025vSBUAY,10,2024-09-30,111119001
a1G4J0000025vLvUAI,5,2024-09-30,111120001
a1G4J0000025v7xUAA,10,2024-09-30,111121001
a1G4J0000025vYcUAI,4,2024-09-30,111122001
a1G4J0000025vXkUAI,10,2024-09-30,111123001
a1G4J0000025vG8UAI,4,2024-09-30,111124001
a1G4J0000025vYXUAY,4,2024-09-30,111125001
a1G4J0000025uaUUAQ,10,2024-09-30,111126001
a1G4J0000025vYrUAI,4,2024-09-30,111127001
a1G4J0000025vYwUAI,4,2024-09-30,111129001
a1G4J0000025v6wUAA,10,2024-09-30,111130001
a1G4J0000025vWsUAI,10,2024-09-30,111132001
a1G4J0000025vPxUAI,10,2024-09-30,111133001
a1G4J0000025vW3UAI,10,2024-09-30,111134001
a1G4J0000025vMBUAY,8,2024-09-30,111135001
a1G4J0000025vYhUAI,8,2024-09-30,111136001
a1G4J0000025vYmUAI,8,2024-09-30,111137001
a1G4J0000025uloUAA,10,2024-09-30,111138001
a1G4J0000025uzBUAQ,5,2024-09-30,111139001
a1G4J0000025vZGUAY,10,2024-09-30,111140001
a1G4J0000025vPHUAY,5,2024-09-30,111141001
a1G4J0000025vZQUAY,10,2024-09-30,111142001
a1G4J0000025vLWUAY,5,2024-09-30,111143001
a1G4J0000025vZBUAY,10,2024-09-30,111144001
a1G4J0000025vWhUAI,10,2024-09-30,111145001
a1G4J0000025vZ6UAI,5,2024-09-30,111146001
a1G4J0000025vI6UAI,5,2024-09-30,111147001
a1G4J0000025vVFUAY,10,2024-09-30,111148001
a1G4J0000025vRyUAI,5,2024-09-30,111149001
a1G4J0000025vRhUAI,5,2024-09-30,111150001
a1G4J0000025vZLUAY,5,2024-09-30,111151001
a1G4J0000025va4UAA,10,2024-09-30,111152001
a1G4J0000025vZVUAY,10,2024-09-30,111153001
a1G4J0000025vZpUAI,5,2024-09-30,111154001
a1G4J0000025vN9UAI,10,2024-09-30,111155001
a1G4J0000025va9UAA,5,2024-09-30,111156001
a1G4J0000025vRzUAI,10,2024-09-30,111157001
a1G4J0000025vZaUAI,10,2024-09-30,111158001
a1G4J0000025vI7UAI,10,2024-09-30,111159001
a1G4J0000025vUqUAI,5,2024-09-30,111160001
a1G4J0000025vSfUAI,5,2024-09-30,111161001
a1G4J0000025vZuUAI,10,2024-09-30,111162001
a1G4J0000025vZfUAI,10,2024-09-30,111163001
a1G4J0000025vaEUAQ,5,2024-09-30,111164001
a1G4J0000025v03UAA,10,2024-09-30,111165001
a1G4J0000025vZkUAI,5,2024-09-30,111166001
a1G4J0000025vXGUAY,10,2024-09-30,111167001
a1G4J0000025vZzUAI,5,2024-09-30,111168001
a1G4J0000025vRiUAI,10,2024-09-30,111169001
a1G4J0000025vaTUAQ,10,2024-09-30,111170001
a1G4J0000025vaOUAQ,5,2024-09-30,111171001
a1G4J0000025uyRUAQ,10,2024-09-30,111172001
a1G4J0000025vaJUAQ,10,2024-09-30,111173001
a1G4J0000025vU7UAI,10,2024-09-30,111174001
