Unit_id,ERV ,ERV_DATE,Qube_Unit_ID
a1G4J0000025tdpUAA,10500,2024-09-30,103182001
a1G4J0000025td1UAA,13740,2024-09-30,103187001
a1G4J0000025tdMUAQ,1,2024-09-30,103195001
a1G4J0000025taSUAQ,1,2024-09-30,103195002
a1G4J0000025taiUAA,76,2024-09-30,103196001
a1G4J0000025tT0UAI,150,2024-09-30,103196002
a1G4J0000025tchUAA,10200,2024-09-30,103200001
a1G4J0000025tdzUAA,9600,2024-09-30,103216001
a1G4J0000025tc4UAA,9900,2024-09-30,103220001
a1G4J0000025teJUAQ,10740,2024-09-30,103223001
a1G4J0000025teOUAQ,10200,2024-09-30,103226001
a1G4J0000025tb6UAA,10200,2024-09-30,103229001
a1G4J0000025teTUAQ,10440,2024-09-30,103235001
a1G4J0000025tenUAA,10440,2024-09-30,103237001
a1G4J0000025tedUAA,10200,2024-09-30,103239001
a1G4J0000025tfMUAQ,9900,2024-09-30,103241001
a1G4J0000025tZhUAI,10740,2024-09-30,103244001
a1G4J0000025tfqUAA,9900,2024-09-30,103246001
a1G4J0000025teAUAQ,9900,2024-09-30,103249001
a1G4J0000025tflUAA,10200,2024-09-30,103251001
a1G4J0000025tfbUAA,9600,2024-09-30,103253001
a1G4J0000025tfgUAA,10200,2024-09-30,103256001
a1G4J0000025tfHUAQ,10500,2024-09-30,103257001
a1G4J0000025tgjUAA,10320,2024-09-30,103262001
a1G4J0000025tgZUAQ,10440,2024-09-30,103264001
a1G4J0000025tVtUAI,6495,2024-09-30,103336078
a1G4J0000025tY9UAI,150,2024-09-30,103336139
a1G4J0000025th3UAA,200,2024-09-30,103337019
a1G4J0000025tXLUAY,200,2024-09-30,103337020
a1G4J0000025tdWUAQ,6864,2024-09-30,103340001
a1G4J0000025tgoUAA,6604,2024-09-30,103342001
a1G4J0000025tgyUAA,13902,2024-09-30,103384001
a1G4J0000025tUyUAI,52200,2024-09-30,103385001
a1G4J0000025thXUAQ,9916,2024-09-30,103386001
a1G4J0000025thcUAA,150,2024-09-30,103386002
a1G4J0000025tY8UAI,12060,2024-09-30,103390001
a1G4J0000025thSUAQ,21580,2024-09-30,103391001
a1G4J0000025tVdUAI,13910,2024-09-30,103393002
a1G4J0000025tfOUAQ,11362,2024-09-30,103394001
a1G4J0000025tbuUAA,20250,2024-09-30,103397001
a1G4J0000025thwUAA,17056,2024-09-30,103398001
a1G4J0000025ti1UAA,250,2024-09-30,103412001
a1G4J0000025tTqUAI,250,2024-09-30,103414001
a1G4J0000025ti6UAA,12240,2024-09-30,103414002
a1G4J0000025tfmUAA,23738,2024-09-30,103420001
a1G4J0000025tiLUAQ,16128,2024-09-30,103423001
a1G4J0000025tiQUAQ,13776,2024-09-30,103423002
a1G4J0000025tiaUAA,15960,2024-09-30,103424004
a1G4J0000025thOUAQ,9568,2024-09-30,103426002
a1G4J0000025tUVUAY,15282,2024-09-30,103429001
a1G4J0000025tikUAA,17888,2024-09-30,103432001
a1G4J0000025tiuUAA,19488,2024-09-30,103435001
a1G4J0000025tipUAA,15600,2024-09-30,103443001
a1G4J00000261OFUAY,1,2024-09-30,103443002
a1G4J00000261O0UAI,400,2024-09-30,103444001
a1G4J00000261O5UAI,1,2024-09-30,103444002
a1G4J00000261OAUAY,8232,2024-09-30,103444003
a1G4J00000261OKUAY,9828,2024-09-30,103444004
a1G4J0000025tfnUAA,11430,2024-09-30,103445001
a1G4J0000025tUfUAI,13926,2024-09-30,103445002
a1G4J0000025tUFUAY,1,2024-09-30,103445003
a1G4J00000261OUUAY,1,2024-09-30,103448001
a1G4J0000025tjAUAQ,1,2024-09-30,103448002
a1G4J0000025tjOUAQ,200,2024-09-30,103448003
a1G4J0000025tjTUAQ,150,2024-09-30,103448004
a1G4J0000025tjYUAQ,200,2024-09-30,103448005
a1G4J0000025tcnUAA,22620,2024-09-30,103448006
a1G4J00000261OZUAY,1,2024-09-30,103448007
a1G4J0000025tU8UAI,23634,2024-09-30,103448008
a1G4J0000025tjdUAA,200,2024-09-30,103448009
a1G4J0000025tiCUAQ,200,2024-09-30,103448010
a1G4J0000025tjiUAA,150,2024-09-30,103448011
a1G4J00000261OeUAI,1,2024-09-30,103448012
a1G4J0000025tf8UAA,150,2024-09-30,103448013
a1G4J0000025tf3UAA,300,2024-09-30,103448014
a1G4J0000025td7UAA,150,2024-09-30,103448015
a1G4J00000261OjUAI,1,2024-09-30,103448016
a1G4J0000025tXOUAY,200,2024-09-30,103448017
a1G4J00000261OoUAI,1,2024-09-30,103448018
a1G4J0000025tjnUAA,200,2024-09-30,103448019
a1G4J00000261OQUAY,1,2024-09-30,103448020
a1G4J0000025tjEUAQ,14170,2024-09-30,103460001
a1G4J0000025tjJUAQ,16406,2024-09-30,103460002
a1G4J00000261OPUAY,1,2024-09-30,103464001
a1G4J0000025thEUAQ,11674,2024-09-30,103470001
a1G4J0000025tXjUAI,17112,2024-09-30,103475001
a1G4J0000025tdXUAQ,15660,2024-09-30,103477001
a1G4J0000025tkCUAQ,37152,2024-09-30,103481001
a1G4J0000025teGUAQ,25560,2024-09-30,103481002
a1G4J0000025tkbUAA,11908,2024-09-30,103491001
a1G4J0000025tfcUAA,13740,2024-09-30,103492001
a1G4J0000025tVuUAI,22080,2024-09-30,103494001
a1G4J0000025tV9UAI,14040,2024-09-30,103496001
a1G4J0000025thdUAA,24455,2024-09-30,103498001
a1G4J0000025tmIUAQ,13860,2024-09-30,103499001
a1G4J0000025tmcUAA,11700,2024-09-30,103505002
a1G4J0000025tbRUAQ,12740,2024-09-30,103505003
a1G4J0000025tksUAA,16800,2024-09-30,103505004
a1G4J0000025tltUAA,24340,2024-09-30,103508001
a1G4J0000025tVwUAI,9312,2024-09-30,103509001
a1G4J0000025tm3UAA,360,2024-09-30,103515050
a1G4J0000025tf9UAA,13416,2024-09-30,103528001
a1G4J00000261OtUAI,1,2024-09-30,103528002
a1G4J0000025tlZUAQ,12990,2024-09-30,103541001
a1G4J00000261OyUAI,1,2024-09-30,103543001
a1G4J0000025tcpUAA,1,2024-09-30,103544001
a1G4J0000025tloUAA,12402,2024-09-30,103547001
a1G4J0000025tleUAA,13180,2024-09-30,103554001
a1G4J0000025tmSUAQ,11124,2024-09-30,103558001
a1G4J0000025tjUUAQ,8944,2024-09-30,103558002
a1G4J0000025tmDUAQ,11484,2024-09-30,103562001
a1G4J0000025tmXUAQ,10740,2024-09-30,103562002
a1G4J0000025tmrUAA,23364,2024-09-30,103569001
a1G4J0000025tn6UAA,17472,2024-09-30,103576001
a1G4J0000025tilUAA,50,2024-09-30,103577001
a1G4J00000261P3UAI,1,2024-09-30,103577002
a1G4J0000025te0UAA,13468,2024-09-30,103578001
a1G4J0000025tmwUAA,150,2024-09-30,103578002
a1G4J0000025theUAA,6240,2024-09-30,103580001
a1G4J0000025tVeUAI,200,2024-09-30,103580002
a1G4J0000025tZjUAI,200,2024-09-30,103580003
a1G4J0000025tjuUAA,13156,2024-09-30,103591001
a1G4J0000025tnkUAA,16140,2024-09-30,103592001
a1G4J0000025tgzUAA,12168,2024-09-30,103597001
a1G4J00000261QuUAI,1,2024-09-30,103597002
a1G4J0000025tnpUAA,1,2024-09-30,103603001
a1G4J0000025tfDUAQ,14664,2024-09-30,103603002
a1G4J0000025tnQUAQ,12168,2024-09-30,103605001
a1G4J0000025tnGUAQ,20280,2024-09-30,103608001
a1G4J0000025tdIUAQ,75,2024-09-30,103608002
a1G4J0000025tnuUAA,15912,2024-09-30,103616001
a1G4J0000025ta3UAA,11960,2024-09-30,103620001
a1G4J0000025tnzUAA,1,2024-09-30,103626001
a1G4J00000261SqUAI,1,2024-09-30,103626002
a1G4J0000025tdwUAA,15960,2024-09-30,103627001
a1G4J0000025tg6UAA,80,2024-09-30,103627002
a1G4J0000025to4UAA,150,2024-09-30,103628001
a1G4J0000025tdCUAQ,125,2024-09-30,103628002
a1G4J0000025tonUAA,12444,2024-09-30,103671001
a1G4J00000261RjUAI,1,2024-09-30,103671002
a1G4J0000025toxUAA,18720,2024-09-30,103673001
a1G4J0000025tVDUAY,250,2024-09-30,103682001
a1G4J0000025tnqUAA,250,2024-09-30,103682002
a1G4J0000025tTDUAY,150,2024-09-30,103686001
a1G4J0000025tTCUAY,150,2024-09-30,103686002
a1G4J0000025tn7UAA,200,2024-09-30,103698001
a1G4J0000025tZUUAY,200,2024-09-30,103698002
a1G4J0000025tnmUAA,11388,2024-09-30,103699001
a1G4J0000025tpHUAQ,11232,2024-09-30,103702001
a1G4J0000025tpMUAQ,12090,2024-09-30,103705001
a1G4J0000025tpRUAQ,1,2024-09-30,103713001
a1G4J0000025tpbUAA,150,2024-09-30,103713002
a1G4J0000025tkmUAA,150,2024-09-30,103713003
a1G4J0000025tpWUAQ,250,2024-09-30,103713004
a1G4J0000025tq0UAA,250,2024-09-30,103726001
a1G4J0000025tmsUAA,250,2024-09-30,103726002
a1G4J0000025tq5UAA,13800,2024-09-30,103728001
a1G4J0000025tpgUAA,150,2024-09-30,103729002
a1G4J0000025tpqUAA,200,2024-09-30,103730001
a1G4J0000025tqAUAQ,15780,2024-09-30,103732035
a1G4J00000261UIUAY,1,2024-09-30,103734001
a1G4J00000261UNUAY,1,2024-09-30,103734002
a1G4J0000025tqtUAA,250,2024-09-30,103734003
a1G4J0000025tdxUAA,1,2024-09-30,103734004
a1G4J0000025tktUAA,150,2024-09-30,103734005
a1G4J00000261USUAY,1,2024-09-30,103734006
a1G4J0000025tUPUAY,150,2024-09-30,103734007
a1G4J0000025tYbUAI,1,2024-09-30,103734008
a1G4J0000025tVIUAY,150,2024-09-30,103734009
a1G4J0000025tlQUAQ,150,2024-09-30,103734010
a1G4J00000261UXUAY,1,2024-09-30,103734011
a1G4J0000025trhUAA,50,2024-09-30,103734012
a1G4J00000261UcUAI,1,2024-09-30,103734013
a1G4J0000025trOUAQ,110,2024-09-30,103734014
a1G4J00000261UhUAI,1,2024-09-30,103734015
a1G4J0000025tXPUAY,100,2024-09-30,103734016
a1G4J0000025tr3UAA,100,2024-09-30,103734017
a1G4J0000025tqyUAA,100,2024-09-30,103734018
a1G4J0000025tr8UAA,1,2024-09-30,103734019
a1G4J0000025tsaUAA,50,2024-09-30,103734020
a1G4J0000025tqLUAQ,250,2024-09-30,103734021
a1G4J0000025tqkUAA,150,2024-09-30,103734022
a1G4J0000025trDUAQ,100,2024-09-30,103734023
a1G4J0000025tdJUAQ,75,2024-09-30,103734024
a1G4J0000025trcUAA,1,2024-09-30,103734025
a1G4J0000025tXFUAY,10,2024-09-30,103734026
a1G4J0000025tqBUAQ,10,2024-09-30,103734027
a1G4J0000025trNUAQ,20,2024-09-30,103734028
a1G4J0000025trmUAA,1,2024-09-30,103734029
a1G4J0000025tVEUAY,10,2024-09-30,103734030
a1G4J0000025ts6UAA,1,2024-09-30,103734031
a1G4J0000025tfPUAQ,1,2024-09-30,103734032
a1G4J0000025tZtUAI,1,2024-09-30,103734033
a1G4J0000025tspUAA,1,2024-09-30,103734034
a1G4J0000025trXUAQ,175,2024-09-30,103734035
a1G4J0000025tnWUAQ,10,2024-09-30,103734036
a1G4J0000025tfoUAA,1,2024-09-30,103734037
a1G4J0000025tkuUAA,420,2024-09-30,103734038
a1G4J0000025trIUAQ,350,2024-09-30,103734039
a1G4J0000025trZUAQ,200,2024-09-30,103734041
a1G4J0000025tprUAA,1,2024-09-30,103734042
a1G4J0000025tqPUAQ,10608,2024-09-30,103739001
a1G4J0000025tqKUAQ,13200,2024-09-30,103739002
a1G4J0000025tUgUAI,300,2024-09-30,103739003
a1G4J0000025tXEUAY,8700,2024-09-30,103745001
a1G4J0000025tnHUAQ,269,2024-09-30,103752001
a1G4J0000025ta4UAA,18509,2024-09-30,103773017
a1G4J0000025tsfUAA,16140,2024-09-30,103774012
a1G4J0000025tqoUAA,19656,2024-09-30,103778001
a1G4J0000025tlVUAQ,21060,2024-09-30,103780001
a1G4J0000025tmTUAQ,100,2024-09-30,103780002
a1G4J0000025tj5UAA,200,2024-09-30,103780003
a1G4J0000025tfYUAQ,13500,2024-09-30,103783004
a1G4J0000025ttEUAQ,15240,2024-09-30,103783005
a1G4J0000025tn8UAA,18900,2024-09-30,103784003
a1G4J0000025tqUUAQ,14220,2024-09-30,103785007
a1G4J0000025th0UAA,22434,2024-09-30,103786011
a1G4J0000025trrUAA,20176,2024-09-30,103791001
a1G4J0000025tkxUAA,200,2024-09-30,103805001
a1G4J0000025tqQUAQ,12258,2024-09-30,103805002
a1G4J0000025tsQUAQ,10374,2024-09-30,103807001
a1G4J00000261UmUAI,1,2024-09-30,103807002
a1G4J00000261SDUAY,1,2024-09-30,103807003
a1G4J0000025tibUAA,150,2024-09-30,103818001
a1G4J0000025tWGUAY,150,2024-09-30,103818002
a1G4J0000025tpdUAA,10080,2024-09-30,103830001
a1G4J00000261UrUAI,1,2024-09-30,103835004
a1G4J0000025tnIUAQ,100,2024-09-30,103838062
a1G4J0000025tt4UAA,1,2024-09-30,103838063
a1G4J0000025tquUAA,1,2024-09-30,103838064
a1G4J0000025trTUAQ,1,2024-09-30,103838065
a1G4J0000025tfXUAQ,1,2024-09-30,103838066
a1G4J0000025tsCUAQ,1,2024-09-30,103838067
a1G4J0000025tjQUAQ,1,2024-09-30,103838068
a1G4J0000025tjZUAQ,1,2024-09-30,103838069
a1G4J0000025tqpUAA,1,2024-09-30,103838070
a1G4J0000025tpmUAA,1,2024-09-30,103838071
a1G4J0000025tsuUAA,1,2024-09-30,103838072
a1G4J0000025tt9UAA,25,2024-09-30,103838073
a1G4J0000025tojUAA,1,2024-09-30,103838074
a1G4J0000025tsGUAQ,1,2024-09-30,103838075
a1G4J0000025tr9UAA,1,2024-09-30,103838076
a1G4J0000025tsLUAQ,1,2024-09-30,103838077
a1G4J0000025tsVUAQ,1,2024-09-30,103838078
a1G4J0000025tdrUAA,1,2024-09-30,103838079
a1G4J0000025trwUAA,1,2024-09-30,103838080
a1G4J0000025tszUAA,1,2024-09-30,103838081
a1G4J0000025tsBUAQ,1,2024-09-30,103838082
a1G4J0000025tWdUAI,1,2024-09-30,103838083
a1G4J0000025tUqUAI,1,2024-09-30,103838084
a1G4J0000025ttJUAQ,250,2024-09-30,103853001
a1G4J0000025tr5UAA,250,2024-09-30,103853002
a1G4J0000025thTUAQ,250,2024-09-30,103854001
a1G4J0000025tdyUAA,100,2024-09-30,103854002
a1G4J0000025ttKUAQ,19710,2024-09-30,103861001
a1G4J0000025tUWUAY,13468,2024-09-30,103862001
a1G4J0000025ttOUAQ,13257,2024-09-30,103864001
a1G4J0000025toPUAQ,250,2024-09-30,103869001
a1G4J0000025tscUAA,100,2024-09-30,103869002
a1G4J0000025ttTUAQ,75,2024-09-30,103873001
a1G4J0000025tYMUAY,1,2024-09-30,103874001
a1G4J0000025tlzUAA,100,2024-09-30,103875001
a1G4J0000025ttiUAA,200,2024-09-30,103876001
a1G4J0000025ttnUAA,15,2024-09-30,103877001
a1G4J0000025tnvUAA,3,2024-09-30,103878001
a1G4J0000025tdDUAQ,15,2024-09-30,103879001
a1G4J0000025tbkUAA,3,2024-09-30,103880001
a1G4J0000025ttxUAA,3,2024-09-30,103881001
a1G4J0000025tqlUAA,75,2024-09-30,103882001
a1G4J0000025tWWUAY,3,2024-09-30,103883001
a1G4J0000025ttsUAA,94,2024-09-30,103884001
a1G4J0000025tu2UAA,200,2024-09-30,103885001
a1G4J0000025tvAUAQ,15,2024-09-30,103886001
a1G4J0000025ttjUAA,3,2024-09-30,103887001
a1G4J00000261V1UAI,1,2024-09-30,103890001
a1G4J0000025timUAA,75,2024-09-30,103891001
a1G4J0000025tuKUAQ,100,2024-09-30,103892001
a1G4J0000025tYgUAI,15,2024-09-30,103893001
a1G4J0000025tuqUAA,7200,2024-09-30,103894001
a1G4J0000025tvKUAQ,175,2024-09-30,103895001
a1G4J0000025tu7UAA,3,2024-09-30,103896001
a1G4J0000025tlvUAA,160,2024-09-30,103897001
a1G4J0000025twTUAQ,75,2024-09-30,103898001
a1G4J00000261VBUAY,1,2024-09-30,103899001
a1G4J00000261V6UAI,1,2024-09-30,103900001
a1G4J0000025tW1UAI,3,2024-09-30,103901001
a1G4J0000025traUAA,200,2024-09-30,103902001
a1G4J00000261VGUAY,1,2024-09-30,103903001
a1G4J0000025td2UAA,200,2024-09-30,103904001
a1G4J0000025tkaUAA,125,2024-09-30,103905001
a1G4J0000025tVFUAY,3,2024-09-30,103906001
a1G4J0000025tvFUAQ,3,2024-09-30,103907001
a1G4J0000025tfsUAA,200,2024-09-30,103908001
a1G4J0000025tx1UAA,200,2024-09-30,103909001
a1G4J0000025tuCUAQ,50,2024-09-30,103910001
a1G4J00000261VLUAY,1,2024-09-30,103911001
a1G4J0000025twDUAQ,75,2024-09-30,103912001
a1G4J0000025txWUAQ,200,2024-09-30,103913001
a1G4J0000025tkIUAQ,1,2024-09-30,103914001
a1G4J0000025twXUAQ,15,2024-09-30,103915001
a1G4J0000025tl1UAA,100,2024-09-30,103916001
a1G4J0000025tcqUAA,1,2024-09-30,103917001
a1G4J0000025txQUAQ,100,2024-09-30,103918001
a1G4J0000025txfUAA,225,2024-09-30,103919001
a1G4J00000261VQUAY,1,2024-09-30,103920001
a1G4J0000025treUAA,50,2024-09-30,103920002
a1G4J0000025tyJUAQ,200,2024-09-30,103920003
a1G4J0000025ty4UAA,15,2024-09-30,103920004
a1G4J0000025te8UAA,100,2024-09-30,103920005
a1G4J0000025tteUAA,1,2024-09-30,103920006
a1G4J0000025tyEUAQ,1,2024-09-30,103920009
a1G4J0000025tpeUAA,50,2024-09-30,103920010
a1G4J0000025tv3UAA,75,2024-09-30,103920013
a1G4J0000025taAUAQ,100,2024-09-30,103920014
a1G4J0000025ta9UAA,100,2024-09-30,103920015
a1G4J0000025tpNUAQ,100,2024-09-30,103920016
a1G4J0000025txpUAA,75,2024-09-30,103921001
a1G4J0000025tYXUAY,3,2024-09-30,103922001
a1G4J0000025twjUAA,75,2024-09-30,103923001
a1G4J0000025tnJUAQ,3,2024-09-30,103924001
a1G4J0000025ty9UAA,100,2024-09-30,103925001
a1G4J0000025ty5UAA,3,2024-09-30,103926001
a1G4J0000025txuUAA,100,2024-09-30,103927001
a1G4J0000025tv4UAA,75,2024-09-30,103928001
a1G4J0000025txzUAA,100,2024-09-30,103929001
a1G4J0000025tvpUAA,3,2024-09-30,103930001
a1G4J0000025tqNUAQ,75,2024-09-30,103931001
a1G4J0000025tm0UAA,75,2024-09-30,103932001
a1G4J00000261VVUAY,1,2024-09-30,103933001
a1G4J0000025te7UAA,3,2024-09-30,103934001
a1G4J0000025to0UAA,15,2024-09-30,103935001
a1G4J0000025tx8UAA,100,2024-09-30,103936001
a1G4J0000025tiKUAQ,100,2024-09-30,103937001
a1G4J0000025taUUAQ,150,2024-09-30,103938001
a1G4J0000025tx7UAA,7,2024-09-30,103939001
a1G4J0000025tvkUAA,175,2024-09-30,103940001
a1G4J0000025tyOUAQ,15,2024-09-30,103941001
a1G4J0000025tpfUAA,5,2024-09-30,103942001
a1G4J0000025tyTUAQ,9600,2024-09-30,103943001
a1G4J0000025tyPUAQ,3,2024-09-30,103945001
a1G4J0000025tyiUAA,200,2024-09-30,103946001
a1G4J0000025tysUAA,200,2024-09-30,103947001
a1G4J0000025trjUAA,15,2024-09-30,103948001
a1G4J0000025trUUAQ,3,2024-09-30,103949001
a1G4J0000025tydUAA,200,2024-09-30,103950001
a1G4J0000025twxUAA,1,2024-09-30,103953001
a1G4J0000025tTcUAI,50,2024-09-30,103954001
a1G4J0000025tzHUAQ,3,2024-09-30,103955001
a1G4J0000025tozUAA,150,2024-09-30,103956001
a1G4J0000025trfUAA,100,2024-09-30,103957001
a1G4J0000025thWUAQ,30,2024-09-30,103958001
a1G4J0000025ts3UAA,3,2024-09-30,103959001
a1G4J0000025tcVUAQ,1,2024-09-30,103960001
a1G4J0000025tz2UAA,26,2024-09-30,103961001
a1G4J0000025tynUAA,3,2024-09-30,103962001
a1G4J0000025tdKUAQ,200,2024-09-30,103963001
a1G4J0000025tyxUAA,1,2024-09-30,103964001
a1G4J0000025tzWUAQ,200,2024-09-30,103966001
a1G4J0000025tzCUAQ,3,2024-09-30,103968001
a1G4J0000025tzMUAQ,200,2024-09-30,103969001
a1G4J0000025tzRUAQ,75,2024-09-30,103971001
a1G4J0000025twAUAQ,100,2024-09-30,103972001
a1G4J0000025togUAA,75,2024-09-30,103973001
a1G4J00000261VfUAI,1,2024-09-30,103974001
a1G4J0000025tlWUAQ,75,2024-09-30,103975001
a1G4J0000025tzqUAA,75,2024-09-30,103976001
a1G4J0000025tzvUAA,3,2024-09-30,103977001
a1G4J0000025tzgUAA,3,2024-09-30,103978001
a1G4J0000025tzbUAA,150,2024-09-30,103979001
