"pricebook2id","product2id","isactive","unitprice","rent_periodicity__c"
"01sNz000000Jam9IAC","01t4J000004AsMDQA0",True,"0.41666666666666666667","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsMJQA0",True,"1201.5000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsMLQA0",True,"12.5000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsMQQA0",True,"12.5000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsMRQA0",True,"12.5000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsMVQA0",True,"0.08333333333333333333","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsMZQA0",True,"0.08333333333333333333","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsMeQAK",True,"5.0000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsMgQAK",True,"4.1666666666666667","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsMnQAK",True,"0.33333333333333333333","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsMpQAK",True,"4290.0000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsMqQAK",True,"20.8333333333333333","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsMuQAK",True,"1323.8333333333333333","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsMwQAK",True,"35.0000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsMxQAK",True,"16.6666666666666667","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsMyQAK",True,"1538.3333333333333333","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsMzQAK",True,"1340.5000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsN0QAK",True,"4.1666666666666667","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsN4QAK",True,"1833.0000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsN7QAK",True,"942.5000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsN8QAK",True,"1969.5000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsN9QAK",True,"1566.0000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsNBQA0",True,"1284.3333333333333333","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsNCQA0",True,"0.08333333333333333333","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsNFQA0",True,"3120.0000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsNHQA0",True,"12.5000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsNMQA0",True,"1600.0000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsNNQA0",True,"1273.5000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsNOQA0",True,"1122.3333333333333333","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsNPQA0",True,"1470.0000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsNRQA0",True,"29.1666666666666667","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsNSQA0",True,"1160.5000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsOqQAK",True,"25.0000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsOuQAK",True,"1594.6666666666666667","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsOvQAK",True,"8.3333333333333333","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsOxQAK",True,"0.08333333333333333333","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsOyQAK",True,"0.08333333333333333333","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsP0QAK",True,"1410.0000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsP1QAK",True,"4350.0000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsP2QAK",True,"858.0000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsP3QAK",True,"8.3333333333333333","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsP9QAK",True,"1170.0000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsPDQA0",True,"20.8333333333333333","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsPEQA0",True,"0.83333333333333333333","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsPFQA0",True,"0.25000000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsPGQA0",True,"16.6666666666666667","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsPHQA0",True,"12.5000000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsPIQA0",True,"750.7500000000000000","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsPJQA0",True,"8.0833333333333333","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsPLQA0",True,"29.1666666666666667","Monthly"
"01sNz000000Jam9IAC","01t4J000004AsPMQA0",True,"0.08333333333333333333","Monthly"
