id,Tenancy__r:Contract:PMS_Reference__c,ownerid,accountid,recordtypeid,unit__c,status,startdate,tenancy_end_date__c,agreement_type__c,document_type__c,memorandum_of_agreement_date__c,actual_move_out_date__c,uplift_percentage__c,security_deposit_amount__c,break_clause__c,special_clauses__c,special_clause_free_text__c,vehicle_make__c,vehicle_model__c,vehicle_registration__c,opportunity__c,pms_reference__c
800Nz00000DQhbJIAT,222683034002,0058d0000034SvqAAE,001Nz00000C5iUXIAZ,012Pv0000027CJSIA2,a1G8d0000004XdyEAE,Activated,2024-06-15,2026-06-14,AST,AST,,,4.00,980,2 at 10 to expire at 12,,,,,,006Nz00000BoxHuIAJ,222683034002
800Nz00000DTGgVIAX,222693009001,0058d0000020feeAAA,001Nz00000BebwzIAB,012Pv0000027CJSIA2,a1G8d0000004qjQEAQ,Activated,2024-06-20,2025-06-19,AST,AST,,,4.00,913,No Break,,,,,,006Nz00000BNbF6IAL,222693009001
800Nz00000DTK2RIAX,222630150004,0058d0000034SvqAAE,001Nz00000CCBGxIAP,012Pv0000027CJSIA2,a1G4J0000025zMfUAI,Activated,2024-06-08,2025-06-07,AST,AST,,,4.00,1235,No Break,,,,,,006Nz00000BvbmAIAR,222630150004
800Nz00000DTNYCIA5,222749233001,0054J000004vXOqQAM,001Nz000008kqrsIAA,012Pv0000027CJSIA2,a1GNz0000000ZygMAE,Activated,2024-06-22,2025-06-21,Occupation Contract,Occupation Contract,,,4.00,1310,No Break,,,,,,006Nz000008WFQnIAO,222749233001
800Nz00000DTPlAIAX,222664005002,0058d000004DOMXAA4,001Nz00000C5vgHIAR,012Pv0000027CJSIA2,a1G4J000004jurbUAA,Activated,2024-06-17,2025-06-16,AST,AST,,,4.00,1950,No Break,,,,,,006Nz00000Bp9u9IAB,222664005002
800Nz00000DTTAdIAP,222664103002,0058d000004DOMXAA4,001Nz00000BtOUpIAN,012Pv0000027CJSIA2,a1G4J000004juuWUAQ,Activated,2024-06-12,2025-06-11,AST,AST,,,4.00,3250,No Break,,,,,,006Nz00000BcHzEIAV,222664103002
800Nz00000DTXqoIAH,122486009005,0058d000004DOMXAA4,001Nz00000BqxKDIAZ,012Pv0000027CJSIA2,a1G4J0000025x0wUAA,Activated,2024-06-28,2026-06-27,AST,AST,,,4.00,1525,2 at 10 to expire at 12,,,,,,006Nz00000Bw9r0IAB,122486009005
800Nz00000DThGjIAL,222788173001,0058d0000020feeAAA,001Nz00000C91h9IAB,012Pv0000027CJSIA2,a1GNz0000019FyYMAU,Activated,2024-06-13,2025-06-12,AST,AST,,,4.00,2070,No Break,,,,,,006Nz00000BsTWXIA3,222788173001
800Nz00000DThy9IAD,222683089003,0058d0000034SvqAAE,001Nz000009cJdzIAE,012Pv0000027CJSIA2,a1G8d0000004XhHEAU,Activated,2024-06-12,2026-06-11,AST,AST,,,4.00,1300,2 at 10 to expire at 12,,,,,,006Nz000009MEFHIA4,222683089003
800Nz00000DTkHkIAL,222753032001,0054J000004vXOaQAM,001Nz00000CC3WIIA1,012Pv0000027CJSIA2,a1GNz0000000wSEMAY,Activated,2024-06-10,2025-06-09,AST,AST,,,4.00,1105,2 at 4 to expire at 6,,,,,,006Nz00000Bv5JEIAZ,222753032001
800Nz00000DTwfdIAD,222486006008,0054J000004vXOaQAM,001Nz00000C5EUrIAN,012Pv0000027CJSIA2,a1G4J0000025xmOUAQ,Activated,2024-06-06,2025-06-05,AST,AST,,,4.00,950,No Break,,,,,,006Nz00000BoXVVIA3,222486006008
800Nz00000DUEFsIAP,222695003001,0058d0000020feeAAA,001Nz00000BVe7iIAD,012Pv0000027CJSIA2,a1G8d0000004qgvEAA,Activated,2024-06-14,2026-06-13,AST,AST,,,4.00,1615,Halfway on an 24,,,,,,006Nz00000BFD9tIAH,222695003001
800Nz00000DUROMIA5,222758229002,0054J000005JWtDQAW,001Nz00000AE7ThIAL,012Pv0000027CJSIA2,a1GNz00000016HuMAI,Draft,2024-06-15,2025-06-14,AST,AST,,,4.00,1360,No Break,,,,,,006Nz000009xoLRIAY,222758229002
800Nz00000DWkEkIAL,222792104001,0054J000005JWtDQAW,001Nz00000BYDz1IAH,012Pv0000027CJSIA2,a1GNz000001HNpHMAW,Activated,2024-06-12,2025-06-11,AST,AST,,,0.00,1135,No Break,,,,,,006Nz00000BHbL0IAL,222792104001
800Nz00000DXAqlIAH,222737164001,0054J000005JWtDQAW,001Nz00000Az02AIAR,012Pv0000027CJSIA2,a1G8d000002QBgVEAW,Activated,2024-06-22,2025-06-21,AST,AST,,,4.00,1180,2 at 4 to expire at 6,,,,,,006Nz00000AijC0IAJ,222737164001
800Nz00000DXEkhIAH,217371074008,0054J000004vXOaQAM,001Nz00000CT1Y5IAL,012Pv0000027CJSIA2,a1G4J0000025yI8UAI,Activated,2024-06-17,2025-04-16,AST,AST,,,4.00,1000,No Break,,,,,,006Nz00000CC89NIAT,217371074008
800Nz00000DXEswIAH,222753107001,0054J000004vXOaQAM,001Nz00000CCZEUIA5,012Pv0000027CJSIA2,a1GNz0000000x4zMAA,Activated,2024-07-03,2025-07-02,AST,AST,,,4.00,895,2 at 4 to expire at 6,,,,,,006Nz00000BvrECIAZ,222753107001
800Nz00000DXOtqIAH,222752089002,0054J000004vXOaQAM,001Nz00000BnsXBIAZ,012Pv0000027CJSIA2,a1GNz0000000yH8MAI,Activated,2024-08-16,2025-08-15,AST,AST,,,4.00,1190,No Break,,,,,,006Nz00000BWkMLIA1,222752089002
800Nz00000DXSB3IAP,222758258001,0054J000005JWtDQAW,001Nz00000BGXjIIAX,012Pv0000027CJSIA2,a1GNz00000016eUMAQ,Draft,2024-07-08,2025-07-07,AST,AST,,,4.00,1405,No Break,,,,,,006Nz00000B00t7IAB,222758258001
800Nz00000DXrCfIAL,222579065005,0058d0000020feeAAA,001Nz00000C5DgtIAF,012Pv0000027CJSIA2,a1G4J0000025yzQUAQ,Activated,2024-06-24,2025-06-23,AST,AST,,,4.00,1340,No Break,,,,,,006Nz00000BoPrQIAV,222579065005
800Nz00000DXyvcIAD,222758225001,0054J000005JWtDQAW,001Nz00000BUHptIAH,012Pv0000027CJSIA2,a1GNz00000015fCMAQ,Activated,2024-06-20,2025-06-19,AST,AST,,,4.00,1030,No Break,,,,,,006Nz00000BDrGHIA1,222758225001
800Nz00000DY6gGIAT,122601010005,0054J000004vXOqQAM,001Nz00000BcmTXIAZ,012Pv0000027CJSIA2,a1G4J0000025x19UAA,Activated,2024-06-17,2025-06-16,AST,AST,,,4.00,1430,No Break,,,,,,006Nz00000BM0UVIA1,122601010005
800Nz00000DdpPvIAJ,222666127003,0058d0000034SvqAAE,001Nz00000Bu5TKIAZ,012Pv0000027CJSIA2,a1G4J000004jyq2UAA,Activated,2024-07-08,2025-07-07,AST,AST,,,4.00,1370,2 at 4 to expire at 6,,,,,,006Nz00000BcwvtIAB,222666127003
800Nz00000De22JIAR,222630025004,0058d0000034SvqAAE,001Nz00000CGUPpIAP,012Pv0000027CJSIA2,a1G4J0000025zKeUAI,Activated,2024-06-15,2025-06-14,AST,AST,,,4.00,970,2 at 4 to expire at 6,,,,,,006Nz00000BzXNMIA3,222630025004
800Nz00000DeExhIAF,317667015006,0054J000004vXPBQA2,001Nz00000Btb5SIAR,012Pv0000027CJSIA2,a1G4J0000025yZpUAI,Activated,2024-06-22,2025-06-21,AST,AST,,,4.00,1650,2 at 4 to expire at 6,,,,,,006Nz00000BcVnfIAF,317667015006
800Nz00000DecnEIAR,222758229002,0054J000005JWtDQAW,001Nz00000AE7ThIAL,012Pv0000027CJSIA2,a1GNz00000016HuMAI,Draft,2024-06-14,2025-06-13,AST,AST,,,4.00,1360,No Break,,,,,,006Nz000009xoLRIAY,222758229002
800Nz00000DedlIIAR,222758229002,0054J000005JWtDQAW,001Nz00000AE7ThIAL,012Pv0000027CJSIA2,a1GNz00000016HuMAI,Draft,2024-06-14,2025-06-13,AST,AST,,,4.00,1360,No Break,,,,,,006Nz000009xoLRIAY,222758229002
800Nz00000Dek1ZIAR,222758229002,0054J000005JWtDQAW,001Nz00000AE7ThIAL,012Pv0000027CJSIA2,a1GNz00000016HuMAI,Activated,2024-06-15,2025-06-14,AST,AST,,,4.00,1360,No Break,,,,,,006Nz000009xoLRIAY,222758229002
800Nz00000Del7HIAR,222792105001,0054J000005JWtDQAW,001Nz00000CFucUIAT,012Pv0000027CJSIA2,a1GNz000001HPz7MAG,Activated,2024-06-18,2025-06-17,AST,AST,,,0.00,1175,2 at 4 to expire at 6,,,,,,006Nz00000Bz2ZhIAJ,222792105001
800Nz00000Dey9UIAR,222792103001,0054J000005JWtDQAW,001Nz00000C9tpgIAB,012Pv0000027CJSIA2,a1GNz000001HMoMMAW,Activated,2024-06-22,2025-06-21,AST,AST,,,0.00,1140,2 at 8 to expire at 10,,,,,,006Nz00000BtBsXIAV,222792103001
800Nz00000DfH0dIAF,222630226006,0058d0000034SvqAAE,001Nz00000Bntl9IAB,012Pv0000027CJSIA2,a1G4J0000025zUyUAI,Activated,2024-06-15,2025-06-14,AST,AST,,,4.00,1010,2 at 4 to expire at 6,,,,,,006Nz00000BWcFAIA1,222630226006
800Nz00000Dhz2NIAR,222792102001,0054J000005JWtDQAW,001Nz00000B4IEYIA3,012Pv0000027CJSIA2,a1GNz000001HOv1MAG,Draft,2024-06-24,2025-06-23,AST,AST,,,0.00,1450,No Break,,,,,,006Nz00000AnuUjIAJ,222792102001
800Nz00000DiJ2kIAF,222758065001,0054J000005JWtDQAW,001Nz00000Bg9v0IAB,012Pv0000027CJSIA2,a1GNz00000011jeMAA,Activated,2024-06-22,2025-06-21,AST,AST,,,4.00,1015,No Break,,,,,,006Nz00000BP2WbIAL,222758065001
800Nz00000DiLEFIA3,222794039001,0054J000005JWtDQAW,001Nz00000BKYgkIAH,012Pv0000027CJSIA2,a1GNz000001HP1UMAW,Activated,2024-06-11,2025-06-10,Licence,Parking Licence,,,0.00,0,No Break,,,,,,006Nz00000CRE6TIAX,222794039001
800Nz00000DiVGkIAN,222753087001,0054J000004vXOaQAM,001Nz00000BXBG9IAP,012Pv0000027CJSIA2,a1GNz0000000yvRMAQ,Activated,2024-08-09,2025-08-08,AST,AST,,,4.00,1185,No Break,,,,,,006Nz00000BGpWXIA1,222753087001
800Nz00000DijjaIAB,418645076006,0058d000004DOMXAA4,001Nz00000B693wIAB,012Pv0000027CJSIA2,a1G4J0000025zmvUAA,Activated,2024-06-21,2025-06-20,AST,AST,,,4.00,2450,No Break,,,,,,006Nz00000Apqd8IAB,418645076006
800Nz00000DiknjIAB,418645076006,0058d000004DOMXAA4,001Nz00000B693wIAB,012Pv0000027CJSIA2,a1G4J0000025zmvUAA,Draft,2024-06-21,2025-06-20,AST,,,,4.00,2450,No Break,,,,,,006Nz00000Apqd8IAB,418645076006
800Nz00000DioeLIAR,222661006003,0058d000004DOMXAA4,001Nz00000B3zzwIAB,012Pv0000027CJSIA2,a1G4J0000025xfiUAA,Activated,2024-06-13,2025-06-12,Licence,Parking Licence,,,6.00,0,No Break,,,,,,006Nz00000C9LKtIAN,222661006003
800Nz00000DiudLIAR,222737084001,0054J000004vXP2QAM,001Nz000009LhUdIAK,012Pv0000027CJSIA2,a1G8d000002QBb6EAG,Draft,2024-06-30,2024-10-29,AST,AST,,,4.00,1200,No Break,,"Change Of Sharer Clause 

1. Dennis Ip will become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
2. Dennis Ip shall reimburse Justin Wong & Yuenping Po the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
3. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
4. Dennis Ip shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy.",,,,006Nz00000CG7HyIAL,222737084001
800Nz00000DjDeOIAV,222788066001,0054J000004vXOqQAM,001Nz00000CXRTzIAP,012Pv0000027CJSIA2,a1GNz0000019G0AMAU,Activated,2024-08-12,2027-08-11,Non-Housing (Company),NHA Company Let,,,4.00,1550,2 at 10 to expire at 12,,,,,,006Nz00000CGF4EIAX,222788066001
800Nz00000DjDhaIAF,418550002007,0054J000004vXPBQA2,001Nz00000CevLgIAJ,012Pv0000027CJSIA2,a1G4J0000025zHxUAI,Activated,2024-06-22,2025-06-21,AST,AST,,,4.00,2025,No Break,,,,,,006Nz00000CNudoIAD,418550002007
800Nz00000DnGh2IAF,317630009010,0054J000004vXPBQA2,001Nz00000CH6y9IAD,012Pv0000027CJSIA2,a1G4J0000026305UAA,Draft,2024-07-26,2026-07-25,AST,AST,,,4.00,2350,2 at 10 to expire at 12,,,,,,006Nz00000C075qIAB,317630009010
800Nz00000DnHmnIAF,317630009010,0054J000004vXPBQA2,001Nz00000CH6y9IAD,012Pv0000027CJSIA2,a1G4J0000026305UAA,Activated,2024-07-26,2026-07-25,AST,AST,,,4.00,2350,2 at 10 to expire at 12,,,,,,006Nz00000C075qIAB,317630009010
800Nz00000DnbTcIAJ,222792102001,0054J000005JWtDQAW,001Nz00000B4IEYIA3,012Pv0000027CJSIA2,a1GNz000001HOv1MAG,Activated,2024-06-28,2025-06-27,AST,AST,,,0.00,1450,No Break,,,,,,006Nz00000AnuUjIAJ,222792102001
800Nz00000DntIXIAZ,222683157002,0058d0000034SvqAAE,001Nz00000CfGptIAF,012Pv0000027CJSIA2,a1G8d0000004XkkEAE,Activated,2024-06-14,2024-12-13,AST,AST,,,4.00,1000,No Break,,,,,,006Nz00000COEXZIA5,222683157002
800Nz00000DoGJpIAN,222788217001,0058d0000020feeAAA,001Nz00000BG9QnIAL,012Pv0000027CJSIA2,a1GNz0000019JMDMA2,Activated,2024-07-03,2025-07-02,AST,AST,,,4.00,1290,No Break,,,,,,006Nz00000Azf5LIAR,222788217001
800Nz00000DrrjXIAR,222685029004,0058d0000034SvqAAE,001Nz00000C3XIHIA3,012Pv0000027CJSIA2,a1G8d0000004Xn0EAE,Activated,2024-06-14,2026-06-13,Licence,Parking Licence,,,6.00,0,No Break,,,,,,006Nz00000CY5MXIA1,222685029004
800Nz00000Ds3hRIAR,222683197003,0058d0000034SvqAAE,001Nz00000C3XIHIA3,012Pv0000027CJSIA2,a1G8d0000004XaGEAU,Activated,2024-06-13,2026-06-12,AST,AST,,,4.00,1070,2 at 10 to expire at 12,,,,,,006Nz00000BmlCoIAJ,222683197003
800Nz00000DsGegIAF,222788174001,0054J000004vXOqQAM,001Nz00000CR54pIAD,012Pv0000027CJSIA2,a1GNz0000019HfOMAU,Activated,2024-06-24,2025-06-23,AST,AST,,,4.00,2020,No Break,,,,,,006Nz00000CA8WuIAL,222788174001
800Nz00000DsL4oIAF,222581009002,0058d0000020feeAAA,001Nz00000CYsFDIA1,012Pv0000027CJSIA2,a1G4J0000025y5YUAQ,Activated,2024-06-20,2025-06-19,AST,AST,,,4.00,1300,No Break,,,,,,006Nz00000CHgthIAD,222581009002
800Nz00000DsLrfIAF,222792246001,0054J000005JWtDQAW,001Nz00000Amg8vIAB,012Pv0000027CJSIA2,a1GNz000001HRZWMA4,Activated,2024-09-02,2025-09-01,AST,AST,,,0.00,1590,No Break,,,,,,006Nz00000AWQb9IAH,222792246001
800Nz00000DsQscIAF,222792202001,0054J000005JWtDQAW,001Nz00000CGgCWIA1,012Pv0000027CJSIA2,a1GNz000001HRknMAG,Activated,2024-06-20,2025-06-19,AST,AST,,,0.00,1195,No Break,,,,,,006Nz00000BzklyIAB,222792202001
800Nz00000Dszi9IAB,222788229001,0058d0000020feeAAA,001Nz00000Bb04MIAR,012Pv0000027CJSIA2,a1GNz0000019Ah9MAE,Activated,2024-06-20,2025-06-19,AST,AST,,,4.00,1295,No Break,,,,,,006Nz00000BKCOUIA5,222788229001
800Nz00000DtAaOIAV,222756011001,0054J000004vXOaQAM,001Nz00000BXBG9IAP,012Pv0000027CJSIA2,a1GNz0000000w5dMAA,Activated,2024-08-09,2025-08-08,Licence,Parking Licence,,,6.00,0,No Break,,,,,,006Nz00000CC5hrIAD,222756011001
800Nz00000DvSrKIAV,222683076003,0058d0000034SvqAAE,001Nz00000B23UxIAJ,012Pv0000027CJSIA2,a1G8d0000004XeOEAU,Draft,2024-07-13,2026-07-12,AST,AST,,,4.00,1335,2 at 10 to expire at 12,,,,,,006Nz00000AlmgAIAR,222683076003
800Nz00000DvoK3IAJ,222624054007,0058d0000034SvqAAE,001Nz00000CZUqmIAH,012Pv0000027CJSIA2,a1G4J0000025yVlUAI,Activated,2024-07-25,2025-07-24,AST,AST,,,4.00,1520,No Break,,,,,,006Nz00000CIJ0UIAX,222624054007
800Nz00000DvukPIAR,222788039001,0058d0000020feeAAA,001Nz00000CTOWHIA5,012Pv0000027CJSIA2,a1GNz0000019GrNMAU,Activated,2024-06-21,2025-06-20,AST,AST,,,4.00,1890,No Break,,,,,,006Nz00000CCOpGIAX,222788039001
800Nz00000DwJJ2IAN,222794026001,0054J000005JWtDQAW,001Nz00000BLhziIAD,012Pv0000027CJSIA2,a1GNz000001HU9BMAW,Activated,2024-06-14,2025-06-13,Licence,Parking Licence,,,0.00,0,No Break,,,,,,006Nz00000CZDujIAH,222794026001
800Nz00000DwMK6IAN,222792024001,0054J000005JWtDQAW,001Nz00000CTxiYIAT,012Pv0000027CJSIA2,a1GNz000001HOVBMA4,Activated,2024-06-15,2025-06-14,AST,AST,,,0.00,1515,No Break,,,,,,006Nz00000CCvuwIAD,222792024001
800Nz00000DwNCwIAN,222788129001,0058d0000020feeAAA,001Nz00000CPtDhIAL,012Pv0000027CJSIA2,a1GNz0000019IErMAM,Activated,2024-07-13,2025-07-12,AST,AST,,,4.00,2040,No Break,,,,,,006Nz00000C98YvIAJ,222788129001
800Nz00000DwZxFIAV,222489030004,0054J000004vXOaQAM,001Nz00000BuXuFIAV,012Pv0000027CJSIA2,a1G4J0000025xxMUAQ,Activated,2024-07-22,2025-07-21,AST,AST,,,4.00,950,No Break,,,,,,006Nz00000Bd2GYIAZ,222489030004
800Nz00000DweQkIAJ,222659065003,0058d0000034SvqAAE,001Nz00000CGjrwIAD,012Pv0000027CJSIA2,a1G4J0000025yZKUAY,Activated,2024-06-19,2025-06-18,AST,AST,,,4.00,1475,2 at 10 to expire at 12,,,,,,006Nz00000BzwtaIAB,222659065003
800Nz00000DwmmPIAR,222683076003,0058d0000034SvqAAE,001Nz00000B23UxIAJ,012Pv0000027CJSIA2,a1G8d0000004XeOEAU,Activated,2024-07-13,2026-07-12,AST,AST,,,4.00,1335,2 at 10 to expire at 12,,,,,,006Nz00000AlmgAIAR,222683076003
800Nz00000DwnQkIAJ,222792201001,0054J000005JWtDQAW,001Nz00000CgJXBIA3,012Pv0000027CJSIA2,a1GNz000001HRHmMAO,Activated,2024-06-20,2025-06-19,AST,AST,,,0.00,1210,No Break,,,,,,006Nz00000CP9NlIAL,222792201001
800Nz00000Dx2OBIAZ,217371031006,0054J000004vXOaQAM,001Nz00000CTXmWIAX,012Pv0000027CJSIA2,a1G4J0000025yADUAY,Activated,2024-06-17,2025-06-16,AST,AST,,,4.00,1025,No Break,,,,,,006Nz00000CCyWAIA1,217371031006
800Nz00000E323kIAB,222579011003,0058d0000020feeAAA,001Nz00000CNGy2IAH,012Pv0000027CJSIA2,a1G4J0000025z7uUAA,Activated,2024-06-20,2025-06-19,AST,AST,,,4.00,1295,No Break,,,,,,006Nz00000C6VOnIAN,222579011003
800Nz00000E34zzIAB,222708058002,0058d0000034SvqAAE,001Nz00000C3Fd7IAF,012Pv0000027CJSIA2,a1G8d0000005rTDEAY,Activated,2024-06-22,2025-06-21,AST,AST,,,6.00,1380,No Break,,,,,,006Nz00000Bg3xeIAB,222708058002
800Nz00000E3E04IAF,222683205002,0058d0000034SvqAAE,001Nz00000BXSGxIAP,012Pv0000027CJSIA2,a1G8d0000004XauEAE,Activated,2024-06-21,2026-06-20,AST,AST,,,4.00,1850,2 at 10 to expire at 12,,,,,,006Nz00000BGwUkIAL,222683205002
800Nz00000E3JkPIAV,222639139003,0058d0000034SvqAAE,001Nz00000CXaU1IAL,012Pv0000027CJSIA2,a1G4J0000025zNaUAI,Activated,2024-06-25,2025-06-24,AST,AST,,,6.00,1725,No Break,,,,,,006Nz00000CGFloIAH,222639139003
800Nz00000E3Y1uIAF,222676056007,0054J000004vXOnQAM,001Nz00000A6MOMIA3,012Pv0000027CJSIA2,a1G8d0000004D9rEAE,Draft,2024-07-22,2025-04-21,AST,AST,,,4.00,1300,Check Contract,,"Change Of Sharer Clause 

1. Joshua Saul Longstaff shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
2. Joshua Saul Longstaff shall reimburse Meiyun Li the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
3. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
4. Joshua Saul Longstaff shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 22nd April 2024.",,,,006Nz00000CXukUIAT,222676056007
800Nz00000E3eC9IAJ,222686035003,0054J000005JWtDQAW,001Nz00000BIxWLIA1,012Pv0000027CJSIA2,a1G8d0000004c6dEAA,Activated,2024-06-22,2025-06-21,AST,AST,,,4.00,1130,No Break,,,,,,006Nz00000B2H86IAF,222686035003
800Nz00000E3i7qIAB,222677098004,0058d0000034SvqAAE,001Nz00000CQ0wkIAD,012Pv0000027CJSIA2,a1G8d0000004DKPEA2,Activated,2024-07-19,2025-07-18,AST,AST,,,4.00,1035,No Break,,,,,,006Nz00000C9CpRIAV,222677098004
800Nz00000E3kavIAB,222580017005,0058d0000020feeAAA,001Nz00000CXBaUIAX,012Pv0000027CJSIA2,a1G4J0000025xI9UAI,Draft,2024-07-01,2025-06-30,AST,AST,,,4.00,1330,No Break,,,,,,006Nz00000CFwUbIAL,222580017005
800Nz00000E45e2IAB,222677029003,0058d0000034SvqAAE,001Nz00000Cm6qcIAB,012Pv0000027CJSIA2,a1G8d0000004DDsEAM,Activated,2024-08-28,2025-08-27,AST,AST,,,4.00,1295,No Break,,,,,,006Nz00000CV7EPIA1,222677029003
800Nz00000E45p5IAB,127057237008,0054J000004vXOaQAM,001Nz00000AZHQ3IAP,012Pv0000027CJSIA2,a1G4J0000025x6YUAQ,Activated,2024-06-20,2025-06-19,Licence,Parking Licence,,,6.00,0,No Break,,,,,FG66 ODB,006Nz00000ChqatIAB,127057237008
800Nz00000E4SXMIA3,222676038005,0058d0000034SvqAAE,001Nz00000ClzHNIAZ,012Pv0000027CJSIA2,a1G8d0000004DCpEAM,Draft,2024-07-01,2025-06-30,AST,,,,4.00,1000,No Break,,,,,,006Nz00000CV0fyIAD,222676038005
800Nz00000E4UPPIA3,317674004008,0054J000004vXPBQA2,001Nz000009WdInIAK,012Pv0000027CJSIA2,a1G4J0000025ybgUAA,Activated,2024-06-21,2025-06-20,AST,AST,,,4.00,3500,2 at 4 to expire at 6,,,,,,006Nz00000AaO9MIAV,317674004008
800Nz00000E4UVmIAN,222630027004,0058d0000034SvqAAE,001Nz00000CRJSgIAP,012Pv0000027CJSIA2,a1G4J0000025z2IUAQ,Activated,2024-07-13,2025-07-12,AST,AST,,,4.00,930,No Break,,,,,,006Nz00000CAMrZIAX,222630027004
800Nz00000E4YzEIAV,222676038005,0058d0000034SvqAAE,001Nz00000ClzHNIAZ,012Pv0000027CJSIA2,a1G8d0000004DCpEAM,Activated,2024-07-01,2025-06-30,AST,AST,,,4.00,1000,No Break,,,,,,006Nz00000CV0fyIAD,222676038005
800Nz00000E4kaWIAR,222753094001,0054J000004vXOaQAM,001Nz00000CNAr2IAH,012Pv0000027CJSIA2,a1GNz0000000z1tMAA,Activated,2024-06-20,2025-06-19,AST,AST,,,4.00,1090,No Break,,,,,,006Nz00000C6Mn5IAF,222753094001
800Nz00000E4pIQIAZ,222758091001,0058d0000034i83AAA,001Nz00000A73hlIAB,012Pv0000027CJSIA2,a1GNz0000000zgEMAQ,Draft,2024-06-20,2024-10-19,AST,AST,,,4.00,985,No Break,,"Change Of Sharer Clause 

1. N/A shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Vaishali Sivaraj will become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Vaishali Sivara shall reimburse Samuel Herold Charles the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Vaishali Sivaraj shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy from 20/04/2024.",,,,006Nz00000CDEJCIA5,222758091001
800Nz00000E6t1sIAB,222683177003,0058d0000034SvqAAE,001Nz00000C5EeYIAV,012Pv0000027CJSIA2,a1G8d0000004XYeEAM,Activated,2024-06-19,2026-06-18,AST,AST,,,4.00,1370,2 at 10 to expire at 12,,,,,,006Nz00000BoU33IAF,222683177003
800Nz00000E6uM9IAJ,222659026003,0058d000004DOMXAA4,001Nz00000CPujFIAT,012Pv0000027CJSIA2,a1G4J0000025y93UAA,Activated,2024-08-14,2025-08-13,AST,AST,,,4.00,1550,2 at 10 to expire at 12,,,,,,006Nz00000C99I5IAJ,222659026003
800Nz00000E6wUJIAZ,222695015001,0058d0000020feeAAA,001Nz00000C8VW2IAN,012Pv0000027CJSIA2,a1G8d0000004qf6EAA,Activated,2024-06-18,2025-06-17,AST,AST,,,4.00,1570,No Break,,,,,,006Nz00000Briz7IAB,222695015001
800Nz00000E7TN5IAN,222581068006,0058d0000020feeAAA,001Nz00000CfAsXIAV,012Pv0000027CJSIA2,a1G4J0000025xyKUAQ,Draft,2024-07-12,2025-07-11,AST,,,,4.00,1360,No Break,,,,,,006Nz00000COA5lIAH,222581068006
800Nz00000E7YXxIAN,222581068006,0058d0000020feeAAA,001Nz00000CfAsXIAV,012Pv0000027CJSIA2,a1G4J0000025z0YUAQ,Activated,2024-07-12,2025-07-11,AST,AST,,,4.00,1360,No Break,,,,,,006Nz00000COA5lIAH,222581068006
800Nz00000E7o3QIAR,222749137002,0054J000004vXOqQAM,001Nz00000Ciy1dIAB,012Pv0000027CJSIA2,a1GNz0000000dqzMAA,Activated,2024-08-14,2025-08-13,Occupation Contract,Occupation Contract,,,4.00,1015,No Break,,,,,,006Nz00000CRqDMIA1,222749137002
800Nz00000E82JCIAZ,222749067001,0054J000004vXOqQAM,001Nz00000BEh5FIAT,012Pv0000027CJSIA2,a1GNz0000000cuvMAA,Activated,2024-06-27,2025-06-26,Occupation Contract,Occupation Contract,,,4.00,1040,No Break,,,,,,006Nz00000AyFGBIA3,222749067001
