id,Tenancy__r:Contract:PMS_Reference__c,ownerid,accountid,recordtypeid,unit__c,status,startdate,tenancy_end_date__c,agreement_type__c,document_type__c,memorandum_of_agreement_date__c,actual_move_out_date__c,uplift_percentage__c,security_deposit_amount__c,break_clause__c,special_clauses__c,special_clause_free_text__c,vehicle_make__c,vehicle_model__c,vehicle_registration__c,opportunity__c,pms_reference__c
800Nz00000CuNMQIA3,222648006003,0054J000004vXOaQAM,001Nz00000B1DhdIAF,012Pv0000027CJSIA2,a1G4J0000025yF6UAI,Activated,2024-05-29,2025-05-28,AST,AST,,,4.00,1965,No Break,,,,,,006Nz00000Al1SjIAJ,222648006003
800Nz00000CuReXIAV,222650096002,0054J000004vXOaQAM,001Nz00000BclimIAB,012Pv0000027CJSIA2,a1G4J0000025yY1UAI,Activated,2024-06-03,2025-06-02,AST,AST,,,4.00,1520,No Break,,,,,,006Nz00000BLwXMIA1,222650096002
800Nz00000CuTA8IAN,222683053003,0058d0000034SvqAAE,001Nz00000AtE4bIAF,012Pv0000027CJSIA2,a1G8d0000004XfGEAU,Activated,2024-06-10,2026-06-09,AST,AST,,,4.00,1300,2 at 10 to expire at 12,,,,,,006Nz00000ActaRIAR,222683053003
800Nz00000CuUzIIAV,222752166001,0054J000004vXOaQAM,001Nz00000AbDyFIAV,012Pv0000027CJSIA2,a1GNz0000000z6kMAA,Activated,2024-05-27,2027-05-26,AST,AST,,,4.00,1060,2 at 10 to expire at 12,,,,,,006Nz00000BomkmIAB,222752166001
800Nz00000CubNoIAJ,222666187004,0058d0000034SvqAAE,001Nz00000BUz31IAD,012Pv0000027CJSIA2,a1G4J000004jys0UAA,Activated,2024-06-24,2026-06-23,AST,AST,,,4.00,1440,2 at 10 to expire at 12,,,,,,006Nz00000BEdHmIAL,222666187004
800Nz00000CudmKIAR,222693024001,0058d0000020feeAAA,001Nz00000B9O81IAF,012Pv0000027CJSIA2,a1G8d0000004qnrEAA,Activated,2024-05-31,2025-05-30,AST,AST,,,4.00,1590,No Break,,,,,,006Nz00000Ast9rIAB,222693024001
800Nz00000CuqriIAB,222677023002,0058d0000034SvqAAE,001Nz00000BeMl3IAF,012Pv0000027CJSIA2,a1G8d0000004DCHEA2,Activated,2024-07-19,2025-07-18,AST,AST,,,4.00,1010,No Break,,,,,,006Nz00000BNOHpIAP,222677023002
800Nz00000Cuz4LIAR,418578044007,0054J000004vXPBQA2,001Nz00000BOqomIAD,012Pv0000027CJSIA2,a1G4J0000025yaPUAQ,Activated,2024-06-13,2025-06-12,Live Work,Live Work Agreement,,,4.00,2825,Live Work,,,,,,006Nz00000B8S5dIAF,418578044007
800Nz00000DTBlNIAX,222683184002,0058d0000034SvqAAE,001Nz00000BokB6IAJ,012Pv0000027CJSIA2,a1G8d0000004XZIEA2,Activated,2024-06-10,2026-06-09,AST,AST,,,4.00,1070,2 at 10 to expire at 12,,,,,,006Nz00000BXbAbIAL,222683184002
800Nz00000CvB6KIAV,222650087002,0054J000004vXOaQAM,001Nz00000BPDdFIAX,012Pv0000027CJSIA2,a1G4J0000025yQgUAI,Activated,2024-05-30,2025-05-29,AST,AST,,,4.00,1500,No Break,,,,,,006Nz00000B8aOBIAZ,222650087002
800Nz00000CvDjRIAV,222630035007,0058d0000034SvqAAE,001Nz00000Bo4waIAB,012Pv0000027CJSIA2,a1G4J0000025zIZUAY,Activated,2024-06-11,2025-06-10,AST,AST,,,4.00,1220,2 at 4 to expire at 6,,,,,,006Nz00000BWsLZIA1,222630035007
800Nz00000Cv3wwIAB,222686128003,0058d0000020feeAAA,001Nz000008nv5WIAQ,012Pv0000027CJSIA2,a1G8d0000004cBiEAI,Draft,2024-03-07,2025-03-06,AST,AST,,,4.00,1300,No Break,,,,,,006Nz000008Z2AVIA0,222686128003
800Nz00000CvSlRIAV,222683186002,0058d0000034SvqAAE,001Nz00000Ayz6CIAR,012Pv0000027CJSIA2,a1G8d0000004XZNEA2,Activated,2024-07-02,2026-07-01,AST,AST,,,4.00,1060,2 at 4 to expire at 6,,,,,,006Nz00000AijmrIAB,222683186002
800Nz00000Cvaw3IAB,222788040001,0058d0000020feeAAA,001Nz00000AyVUbIAN,012Pv0000027CJSIA2,a1GNz0000019GszMAE,Activated,2024-06-14,2025-06-13,AST,AST,,,4.00,1550,No Break,,,,,,006Nz00000Ai2rfIAB,222788040001
800Nz00000CvkAdIAJ,222683137009,0058d0000034SvqAAE,001Nz00000BoZfTIAV,012Pv0000027CJSIA2,a1G8d0000004XgtEAE,Activated,2024-07-10,2025-07-09,AST,AST,,,4.00,995,2 at 4 to expire at 6,,,,,,006Nz00000BXPCdIAP,222683137009
800Nz00000Cvm5xIAB,222683104003,0058d0000034SvqAAE,001Nz00000B94HPIAZ,012Pv0000027CJSIA2,a1G8d0000004XiAEAU,Activated,2024-07-01,2026-06-30,AST,AST,,,4.00,1335,2 at 10 to expire at 12,,,,,,006Nz00000AsecGIAR,222683104003
800Nz00000CyAQoIAN,222693017001,0058d0000020feeAAA,001Nz00000BojziIAB,012Pv0000027CJSIA2,a1G8d0000004qm0EAA,Activated,2024-06-07,2025-06-06,AST,AST,,,4.00,913,No Break,,,,,,006Nz00000BXXgPIAX,222693017001
800Nz00000CyCFZIA3,222752109001,0054J000004vXOaQAM,001Nz00000BOmpyIAD,012Pv0000027CJSIA2,a1GNz0000000ynNMAQ,Activated,2024-07-19,2025-07-18,AST,AST,,,4.00,1205,No Break,,,,,,006Nz00000B8C8wIAF,222752109001
800Nz00000CyDbWIAV,222630070004,0058d0000034SvqAAE,001Nz00000AE0DhIAL,012Pv0000027CJSIA2,a1G4J0000025zDpUAI,Activated,2024-05-31,2025-05-30,AST,AST,,,4.00,940,No Break,,,,,,006Nz000009xu10IAA,222630070004
800Nz00000CyGW4IAN,317585031007,0058d000004DOMXAA4,001Nz00000BGEwjIAH,012Pv0000027CJSIA2,a1G4J00000262euUAA,Activated,2024-05-31,2025-05-30,AST,AST,,,4.00,2350,No Break,,,,,,006Nz00000AzTQlIAN,317585031007
800Nz00000CyIHqIAN,222788098001,0054J000004vXOqQAM,001Nz00000B78gsIAB,012Pv0000027CJSIA2,a1GNz0000019GkyMAE,Activated,2024-06-10,2025-06-09,AST,AST,,,4.00,1975,No Break,,,,,,006Nz00000AqetIIAR,222788098001
800Nz00000CyLE9IAN,222693020001,0058d0000020feeAAA,001Nz000009ZCIsIAO,012Pv0000027CJSIA2,a1G8d0000004qmoEAA,Activated,2024-05-29,2025-05-28,AST,AST,,,4.00,1550,No Break,,,,,,006Nz000009J95fIAC,222693020001
800Nz00000CyQX7IAN,222753099001,0054J000004vXOaQAM,001Nz00000Bi9kPIAR,012Pv0000027CJSIA2,a1GNz0000000yqcMAA,Activated,2024-05-30,2025-05-29,AST,AST,,,4.00,1080,2 at 4 to expire at 6,,,,,,006Nz00000BCqZDIA1,222753099001
800Nz00000CydO0IAJ,222693002001,0058d0000020feeAAA,001Nz00000BOR0pIAH,012Pv0000027CJSIA2,a1G8d0000004qfJEAQ,Activated,2024-06-03,2025-06-02,AST,AST,,,4.00,913,No Break,,,,,,006Nz00000B7oLDIAZ,222693002001
800Nz00000CyuWwIAJ,222758336003,0054J000005JWtDQAW,001Nz00000AZKFpIAP,012Pv0000027CJSIA2,a1GNz00000016ubMAA,Activated,2024-05-30,2026-05-29,AST,AST,,,4.00,1435,Halfway on an 24,,,,,,006Nz00000AJ7pfIAD,222758336003
800Nz00000CzNfRIAV,222623110005,0058d0000034SvqAAE,001Nz00000BUmP3IAL,012Pv0000027CJSIA2,a1G4J0000025ysZUAQ,Activated,2024-05-30,2025-05-29,AST,AST,,,4.00,1960,No Break,,,,,,006Nz00000BELXiIAP,222623110005
800Nz00000CzRhEIAV,222683006003,0058d0000034SvqAAE,001Nz00000BUhKYIA1,012Pv0000027CJSIA2,a1G8d0000004Xc7EAE,Draft,2024-05-30,2025-05-29,AST,AST,,,4.00,1235,2 at 4 to expire at 6,,,,,,006Nz00000BEFiSIAX,222683006003
800Nz00000Czfc2IAB,222649067001,0054J000004vXOiQAM,001Nz000009c8nPIAQ,012Pv0000027CJSIA2,a1G4J0000025yMFUAY,Draft,2024-06-18,2025-04-17,AST,AST,,,4.00,1295,No Break,,"Change Of Sharer Clause 

1. Maia Davies shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Georgia Mae Craig-Wood will become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Georgia Mae Craig-Wood shall reimburse Maia Davies the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Georgia Mae Craig-Wood shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy from 04/10/2021.",,,,006Nz00000BV4HIIA1,222649067001
800Nz00000CzfdkIAB,222683006003,0058d0000034SvqAAE,001Nz00000BUhKYIA1,012Pv0000027CJSIA2,a1G8d0000004Xc7EAE,Activated,2024-05-30,2025-05-29,AST,AST,,,4.00,1235,2 at 4 to expire at 6,,,,,,006Nz00000BEFiSIAX,222683006003
800Nz00000D2vCgIAJ,222693001001,0058d0000020feeAAA,001Nz00000BXiYfIAL,012Pv0000027CJSIA2,a1G8d0000004qf4EAA,Activated,2024-06-03,2025-06-02,AST,AST,,,4.00,1189,No Break,,,,,,006Nz00000BHCHmIAP,222693001001
800Nz00000D3TxPIAV,222683129002,0058d0000034SvqAAE,001Nz00000BUIHJIA5,012Pv0000027CJSIA2,a1G8d0000004XjhEAE,Activated,2024-06-14,2026-06-13,AST,AST,,,4.00,1040,2 at 10 to expire at 12,,,,,,006Nz00000BDrubIAD,222683129002
800Nz00000D3hc1IAB,222752077001,0054J000004vXOaQAM,001Nz00000Az133IAB,012Pv0000027CJSIA2,a1GNz0000000yH7MAI,Activated,2024-06-24,2026-06-23,AST,AST,,,4.00,1120,2 at 10 to expire at 12,,,,,,006Nz00000AikkXIAR,222752077001
800Nz00000D40sYIAR,222629037003,0058d0000034SvqAAE,001Nz00000BUmP3IAL,012Pv0000027CJSIA2,a1G4J0000025y2XUAQ,Draft,2024-06-03,2025-06-02,Licence,Parking Licence,,,6.00,0,No Break,,,,,,006Nz00000Bvi9GIAR,222629037003
800Nz00000D41KeIAJ,222629037003,0058d0000034SvqAAE,001Nz00000BUmP3IAL,012Pv0000027CJSIA2,a1G4J0000025y2XUAQ,Draft,2024-06-03,2025-06-02,Licence,Parking Licence,,,6.00,0,No Break,,,,,,006Nz00000Bvi9GIAR,222629037003
800Nz00000D42lMIAR,222623109002,0058d0000034SvqAAE,001Nz00000BWz6tIAD,012Pv0000027CJSIA2,a1G4J0000025yuEUAQ,Activated,2024-06-15,2025-05-14,AST,AST,,,4.00,1220,No Break,,,,,,006Nz00000BGVZNIA5,222623109002
800Nz00000D4Z81IAF,222792058001,0054J000004vXOqQAM,001Nz00000BXMkzIAH,012Pv0000027CJSIA2,a1GNz000001HPELMA4,Activated,2024-05-31,2025-05-30,AST,AST,,,0.00,1065,No Break,,,,,,006Nz00000BGnHlIAL,222792058001
800Nz00000D4q77IAB,222693006001,0058d0000020feeAAA,001Nz00000BMnqCIAT,012Pv0000027CJSIA2,a1G8d0000004qgWEAQ,Activated,2024-06-10,2025-06-09,AST,AST,,,4.00,1189,No Break,,,,,,006Nz00000B64xGIAR,222693006001
800Nz00000D5FYPIA3,222799075003,0058d0000034SvqAAE,001Nz000009fX4YIAU,012Pv0000027CJSIA2,a1GNz000002tFZxMAM,Activated,2024-06-11,2025-06-10,AST,AST,,,0.00,1125,No Break,,,,,,006Nz00000BoalAIAR,222799075003
800Nz00000D5Fq9IAF,222799075003,0058d0000034SvqAAE,001Nz000009fX4YIAU,012Pv0000027CJSIA2,a1GNz000002tFZxMAM,Draft,2024-06-11,2025-06-10,AST,,,,0.00,1125,No Break,,,,,,006Nz00000BoalAIAR,222799075003
800Nz00000D5HqOIAV,222799012001,0058d0000034SvqAAE,001Nz00000BuNq6IAF,012Pv0000027CJSIA2,a1GNz000002tEijMAE,Activated,2024-05-31,2025-05-30,AST,AST,,,0.00,1050,No Break,,,,,,006Nz00000BdLawIAF,222799012001
800Nz00000D5XiIIAV,222792022001,0054J000004vXOqQAM,001Nz00000BJ6UqIAL,012Pv0000027CJSIA2,a1GNz000001HMhuMAG,Activated,2024-05-31,2025-05-30,AST,AST,,,0.00,1045,No Break,,,,,,006Nz00000B2NOoIAN,222792022001
800Nz00000D5aReIAJ,222792011001,0054J000004vXOqQAM,001Nz00000B9Dm7IAF,012Pv0000027CJSIA2,a1GNz000001HOF3MAO,Activated,2024-05-31,2025-05-30,AST,AST,,,0.00,1560,No Break,,,,,,006Nz00000Asfq3IAB,222792011001
800Nz00000D5kfUIAR,222678046004,0058d0000034SvqAAE,001Nz00000AebUXIAZ,012Pv0000027CJSIA2,a1G8d0000004DF5EAM,Activated,2024-05-31,2025-05-30,AST,AST,,,4.00,1300,No Break,,,,,,006Nz00000BddHhIAJ,222678046004
800Nz00000D8CuNIAV,222611007004,0058d000004DOMXAA4,001Nz00000Adx45IAB,012Pv0000027CJSIA2,a1G4J0000025y4CUAQ,Activated,2024-06-21,2025-06-20,AST,AST,,,4.00,1150,No Break,,,,,,006Nz00000BHSMGIA5,222611007004
800Nz00000D8JnlIAF,222756003001,0054J000004vXOaQAM,001Nz00000BUmX7IAL,012Pv0000027CJSIA2,a1GNz0000000vPhMAI,Activated,2024-06-01,2025-05-31,Licence,Parking Licence,,,6.00,0,No Break,,,,,,006Nz00000Byss8IAB,222756003001
800Nz00000D8W07IAF,222687005005,0054J000005JWtDQAW,001Nz00000AyuftIAB,012Pv0000027CJSIA2,a1G8d0000004c0fEAA,Activated,2024-06-01,2025-01-31,AST,AST,,,4.00,1275,No Break,,,,,,006Nz00000AifBNIAZ,222687005005
800Nz00000D8ZGQIA3,222693008001,0058d0000020feeAAA,001Nz00000BObHpIAL,012Pv0000027CJSIA2,a1G8d0000004qj1EAA,Activated,2024-05-31,2025-05-30,AST,AST,,,4.00,913,No Break,,,,,,006Nz00000B7zEwIAJ,222693008001
800Nz00000D8wH8IAJ,222788048001,0058d0000020feeAAA,001Nz00000B8wjdIAB,012Pv0000027CJSIA2,a1GNz0000019H4HMAU,Activated,2024-07-25,2025-07-24,AST,AST,,,4.00,1555,No Break,,,,,,006Nz00000AsXNqIAN,222788048001
800Nz00000D97EBIAZ,317467002002,0054J000004vXPBQA2,001Nz00000BUdSFIA1,012Pv0000027CJSIA2,a1G4J00000262hSUAQ,Activated,2024-06-24,2026-06-23,AST,AST,,,4.00,2100,2 at 10 to expire at 12,,,,,,006Nz00000BKFMLIA5,317467002002
800Nz00000D9EH5IAN,222794028001,0054J000004vXOqQAM,001Nz00000BbtiNIAR,012Pv0000027CJSIA2,a1GNz000001HReNMAW,Activated,2024-05-31,2025-05-30,Licence,Parking Licence,,,0.00,0,No Break,,,,,,006Nz00000BzwDdIAJ,222794028001
800Nz00000D9JLhIAN,222521044006,0054J000004vXOaQAM,001Nz00000ApJ9QIAV,012Pv0000027CJSIA2,a1G4J0000025xpjUAA,Activated,2024-06-21,2025-06-20,AST,AST,,,4.00,995,No Break,,,,,,006Nz00000BJq9WIAT,222521044006
800Nz00000D9SlZIAV,217371020010,0054J000004vXOaQAM,001Nz00000Bac8UIAR,012Pv0000027CJSIA2,a1G4J0000025wyQUAQ,Activated,2024-06-22,2025-06-21,AST,AST,,,4.00,960,No Break,,,,,,006Nz00000BJqJBIA1,217371020010
800Nz00000D9TZcIAN,222794028001,0054J000004vXOqQAM,001Nz00000BbtiNIAR,012Pv0000027CJSIA2,a1GNz000001HReNMAW,Draft,2024-05-31,2025-05-30,Licence,Parking Licence,,,0.00,0,No Break,,,,,,006Nz00000BzwDdIAJ,222794028001
800Nz00000DHJjYIAX,222693010002,0058d0000020feeAAA,001Nz00000BcddDIAR,012Pv0000027CJSIA2,a1G8d0000004qjaEAA,Activated,2024-06-04,2025-06-03,AST,AST,,,4.00,1189,No Break,,,,,,006Nz00000BLnM2IAL,222693010002
800Nz00000DHWIrIAP,222753071001,0054J000004vXOaQAM,001Nz00000BdslPIAR,012Pv0000027CJSIA2,a1GNz0000000x4xMAA,Activated,2024-07-27,2025-07-26,AST,AST,,,4.00,1095,No Break,,,,,,006Nz00000BN0CIIA1,222753071001
800Nz00000DHa1EIAT,222792053002,0054J000005JWtDQAW,001Nz00000BMptaIAD,012Pv0000027CJSIA2,a1GNz000001HMtDMAW,Activated,2024-06-15,2025-06-14,AST,AST,,,0.00,1315,2 at 4 to expire at 6,,,,,,006Nz00000B6D2fIAF,222792053002
800Nz00000DHp8LIAT,222788044002,0054J000004vXOqQAM,001Nz00000C5MDtIAN,012Pv0000027CJSIA2,a1GNz0000019GxpMAE,Activated,2024-06-12,2025-06-11,AST,AST,,,4.00,1545,No Break,,,,,,006Nz00000Boca2IAB,222788044002
800Nz00000DHsz4IAD,222693018001,0058d0000020feeAAA,001Nz00000BauILIAZ,012Pv0000027CJSIA2,a1G8d0000004qmPEAQ,Activated,2024-06-07,2025-06-06,AST,AST,,,4.00,913,No Break,,,,,,006Nz00000BK7AJIA1,222693018001
800Nz00000DI6FlIAL,222799089003,0054J000004vXPBQA2,001Nz00000BuOkZIAV,012Pv0000027CJSIA2,a1GNz000002tEScMAM,Activated,2024-06-07,2025-06-06,AST,AST,,,0.00,1150,No Break,,,,,,006Nz00000BdErDIAV,222799089003
800Nz00000DI6ywIAD,222629037003,0054J000004vXPBQA2,001Nz00000BUmP3IAL,012Pv0000027CJSIA2,a1G4J0000025y2XUAQ,Draft,2024-06-03,2025-06-02,Licence,Parking Licence,,,6.00,0,No Break,,,,,,006Nz00000Bvi9GIAR,222629037003
800Nz00000DIEHzIAP,222629037003,0054J000004vXPBQA2,001Nz00000BUmP3IAL,012Pv0000027CJSIA2,a1G4J0000025y2XUAQ,Activated,2024-06-03,2025-06-02,Licence,Parking Licence,,,6.00,0,No Break,,,,,,006Nz00000Bvi9GIAR,222629037003
800Nz00000DIJPrIAP,222737127002,0054J000005JWtDQAW,001Nz00000AbOgkIAF,012Pv0000027CJSIA2,a1G8d000002QBOYEA4,Activated,2024-06-22,2025-06-21,AST,AST,,,4.00,1185,2 at 4 to expire at 6,,,,,,006Nz00000ALPTtIAP,222737127002
800Nz00000DIKyTIAX,222685020002,0054J000004vXPBQA2,001Nz00000ALjFiIAL,012Pv0000027CJSIA2,a1G8d0000004XmREAU,Activated,2024-06-08,2025-06-07,Licence,Parking Licence,,,6.00,0,No Break,,,,,,006Nz00000AODG8IAP,222685020002
800Nz00000DIO61IAH,222758224001,0054J000005JWtDQAW,001Nz00000BY25tIAD,012Pv0000027CJSIA2,a1GNz00000016EfMAI,Activated,2024-06-04,2025-06-03,AST,AST,,,4.00,1030,No Break,,,,,,006Nz00000BHQW2IAP,222758224001
800Nz00000DIcnRIAT,222648149004,0054J000004vXOaQAM,001Nz00000BqrpuIAB,012Pv0000027CJSIA2,a1G4J0000025yD7UAI,Activated,2024-07-29,2025-07-28,AST,AST,,,4.00,1320,No Break,,,,,,006Nz00000BZdeTIAT,222648149004
800Nz00000DLYP9IAP,317680007012,0054J000004vXPBQA2,001Nz00000CPueUIAT,012Pv0000027CJSIA2,a1G4J0000025ya8UAA,Activated,2024-06-17,2025-06-16,Licence,Occupation Licence,,,4.00,0,No Break,,,,,,006Nz00000C91xJIAR,317680007012
800Nz00000DLax9IAD,222623059007,0058d0000034SvqAAE,001Nz00000Btx63IAB,012Pv0000027CJSIA2,a1G4J0000025ytTUAQ,Activated,2024-06-17,2025-06-16,AST,AST,,,4.00,1485,No Break,,,,,,006Nz00000BcpxfIAB,222623059007
800Nz00000DLhcBIAT,222697042001,0058d0000020feeAAA,001Nz00000C8qdeIAB,012Pv0000027CJSIA2,a1G8d0000004qasEAA,Activated,2024-05-31,2025-07-30,Licence,Parking Licence,,,6.00,0,No Break,,,,,,006Nz00000C7CiIIAV,222697042001
800Nz00000DLncaIAD,222648044004,0054J000004vXOaQAM,001Nz00000BrDfAIAV,012Pv0000027CJSIA2,a1G4J0000025yZYUAY,Activated,2024-06-22,2025-06-21,AST,AST,,,4.00,1400,No Break,,,,,,006Nz00000BZyW4IAL,222648044004
800Nz00000DLrLIIA1,222683091002,0058d0000034SvqAAE,001Nz00000BVOcQIAX,012Pv0000027CJSIA2,a1G8d0000004XhIEAU,Activated,2024-06-22,2026-06-21,AST,AST,,,4.00,985,2 at 10 to expire at 12,,,,,,006Nz00000BEw10IAD,222683091002
800Nz00000DM057IAD,222697032001,0058d0000020feeAAA,001Nz00000BG70rIAD,012Pv0000027CJSIA2,a1G8d0000004qrLEAQ,Draft,2024-05-30,2025-05-29,Licence,Parking Licence,,,6.00,0,No Break,,,,,,006Nz00000C7HBiIAN,222697032001
800Nz00000DM08MIAT,222697032001,0058d0000020feeAAA,001Nz00000BG70rIAD,012Pv0000027CJSIA2,a1G8d0000004qrLEAQ,Activated,2024-05-30,2025-05-29,Licence,Parking Licence,,,6.00,0,No Break,,,,,,006Nz00000C7HBiIAN,222697032001
800Nz00000DM3KoIAL,222630074004,0058d0000034SvqAAE,001Nz00000BrWJZIA3,012Pv0000027CJSIA2,a1G4J0000025zBjUAI,Activated,2024-07-04,2025-07-03,AST,AST,,,4.00,1320,2 at 4 to expire at 6,,,,,,006Nz00000Ba8iJIAR,222630074004
800Nz00000DM6sAIAT,222792055001,0054J000005JWtDQAW,001Nz00000BOb8JIAT,012Pv0000027CJSIA2,a1GNz000001HPB7MAO,Activated,2024-06-07,2025-06-06,AST,AST,,,0.00,1110,No Break,,,,,,006Nz00000B88znIAB,222792055001
800Nz00000DoOe2IAF,217371104005,0054J000004vXOaQAM,001Nz00000Bg3pdIAB,012Pv0000027CJSIA2,a1G4J0000025yKFUAY,Activated,2024-06-29,2025-06-28,AST,AST,,,4.00,970,No Break,,,,,,006Nz00000BP6K3IAL,217371104005
800Nz00000DMLmJIAX,317674008008,0054J000004vXPBQA2,001Nz00000BlmpIIAR,012Pv0000027CJSIA2,a1G4J0000025yeOUAQ,Activated,2024-06-15,2025-06-14,AST,AST,,,4.00,3300,2 at 4 to expire at 6,,,,,,006Nz00000BUjNzIAL,317674008008
800Nz00000DMQ1HIAX,222664038004,0058d000004DOMXAA4,001Nz00000BOEUzIAP,012Pv0000027CJSIA2,a1G4J000004juu1UAA,Activated,2024-06-21,2025-06-20,AST,AST,,,4.00,2100,No Break,,,,,,006Nz00000B7c78IAB,222664038004
800Nz00000DMU6WIAX,222666209003,0058d0000034SvqAAE,001Nz00000At2Y7IAJ,012Pv0000027CJSIA2,a1G4J000004jyoWUAQ,Activated,2024-06-10,2026-06-09,AST,AST,,,4.00,1470,2 at 10 to expire at 12,,,,,,006Nz00000AcnGdIAJ,222666209003
800Nz00000DMVXPIA5,418645076006,0058d000004DOMXAA4,001Nz00000B693wIAB,012Pv0000027CJSIA2,a1G4J0000025zmvUAA,Draft,2024-05-31,2025-05-30,AST,AST,,,4.00,2450,No Break,,,,,,006Nz00000Apqd8IAB,418645076006
800Nz00000DMZm5IAH,222579008004,0058d0000020feeAAA,001Nz00000BYGgkIAH,012Pv0000027CJSIA2,a1G4J0000025z8KUAQ,Activated,2024-06-20,2025-06-19,AST,AST,,,4.00,1295,No Break,,,,,,006Nz00000BHWA3IAP,222579008004
800Nz00000DMoySIAT,222630194003,0058d0000034SvqAAE,001Nz00000BgjaLIAR,012Pv0000027CJSIA2,a1G4J0000025yyHUAQ,Activated,2024-06-22,2025-06-21,AST,AST,,,4.00,885,2 at 4 to expire at 6,,,,,,006Nz00000BPkqvIAD,222630194003
800Nz00000DMvRZIA1,222792015001,0054J000005JWtDQAW,001Nz00000BbFjJIAV,012Pv0000027CJSIA2,a1GNz000001HOLVMA4,Draft,2024-06-15,2025-06-14,AST,AST,,,0.00,1035,No Break,,,,,,006Nz00000BKR7NIAX,222792015001
800Nz00000DN140IAD,222753059001,0054J000004vXOaQAM,001Nz00000BuiL1IAJ,012Pv0000027CJSIA2,a1GNz0000000wAVMAY,Activated,2024-06-07,2025-06-06,AST,AST,,,4.00,940,No Break,,,,,,006Nz00000BdhpxIAB,222753059001
800Nz00000DPBKIIA5,222666169003,0058d0000034SvqAAE,001Nz00000BoqczIAB,012Pv0000027CJSIA2,a1G4J000004jysNUAQ,Activated,2024-07-05,2026-07-04,AST,AST,,,4.00,1455,2 at 10 to expire at 12,,,,,,006Nz00000BXYkYIAX,222666169003
800Nz00000DPVQwIAP,222578062008,0058d0000020feeAAA,001Nz00000BqWC0IAN,012Pv0000027CJSIA2,a1G4J0000025yvaUAA,Activated,2024-06-26,2025-06-25,AST,AST,,,4.00,1325,No Break,,,,,,006Nz00000BZTg8IAH,222578062008
800Nz00000DPWF6IAP,222752156001,0054J000004vXOqQAM,001Nz00000BJYAxIAP,012Pv0000027CJSIA2,a1GNz0000000y5qMAA,Activated,2024-06-17,2025-06-16,Non-Housing (Company),NHA Company Let,,,4.00,1040,2 at 4 to expire at 6,,,,,,006Nz00000B32a3IAB,222752156001
800Nz00000DPZuNIAX,222664044004,0058d000004DOMXAA4,001Nz00000C6lyDIAR,012Pv0000027CJSIA2,a1G4J000004juuLUAQ,Activated,2024-06-07,2026-06-06,AST,AST,,,4.00,1975,2 at 10 to expire at 12,,,,,,006Nz00000BpuD7IAJ,222664044004
800Nz00000DPfoUIAT,222792015001,0054J000005JWtDQAW,001Nz00000BbFjJIAV,012Pv0000027CJSIA2,a1GNz000001HOLVMA4,Activated,2024-06-08,2025-06-07,AST,AST,,,0.00,1035,No Break,,,,,,006Nz00000BKR7NIAX,222792015001
800Nz00000DPgr5IAD,222752042002,0054J000004vXOqQAM,001Nz00000BJYAxIAP,012Pv0000027CJSIA2,a1GNz0000000vuMMAQ,Activated,2024-06-17,2025-06-16,Non-Housing (Company),NHA Company Let,,,4.00,990,2 at 4 to expire at 6,,,,,,006Nz00000B2yxqIAB,222752042002
800Nz00000DPiHjIAL,222752103001,0054J000004vXOqQAM,001Nz00000BJYAxIAP,012Pv0000027CJSIA2,a1GNz0000000yllMAA,Activated,2024-06-17,2025-06-16,Non-Housing (Company),NHA Company Let,,,4.00,1030,2 at 4 to expire at 6,,,,,,006Nz00000B2xIeIAJ,222752103001
800Nz00000DQ5MOIA1,222630206007,0058d0000034SvqAAE,001Nz00000AyzXWIAZ,012Pv0000027CJSIA2,a1G4J0000025zPoUAI,Activated,2024-07-12,2025-07-11,AST,AST,,,4.00,980,2 at 4 to expire at 6,,,,,,006Nz00000AijABIAZ,222630206007
800Nz00000DQ6VRIA1,222799049001,0058d0000034SvqAAE,001Nz00000C5y3HIAR,012Pv0000027CJSIA2,a1GNz000002tF6vMAE,Activated,2024-06-07,2025-06-06,AST,AST,,,0.00,1425,No Break,,,,,,006Nz00000BpEgyIAF,222799049001
800Nz00000DQWeUIAX,222693004001,0058d0000020feeAAA,001Nz00000BP9WSIA1,012Pv0000027CJSIA2,a1G8d0000004qeWEAQ,Activated,2024-06-17,2025-06-16,AST,AST,,,4.00,913,No Break,,,,,,006Nz00000B8Z0xIAF,222693004001
