"parent_reference","salesforce_unit_id","cnt"
"222606022001","a1G4J0000025y50UAA","2"
"109989055001","a1G4J0000025ukeUAA","2"
"317676019007","a1G4J0000025yeZUAQ","2"
"222648104001","a1G4J0000025ybKUAQ","3"
"222630157002","a1G4J0000025zSUUAY","2"
"317676009007","a1G4J0000025yfmUAA","2"
"110735001003","a1G4J0000025vLeUAI","2"
"122486032007","a1G4J0000025wxVUAQ","2"
"104231001002","a1G4J0000025uBcUAI","2"
"317665011004","a1G4J0000025ylFUAQ","3"
"222692002003","a1G8d0000004qiDEAQ","2"
"222648097002","a1G4J0000025yGmUAI","3"
"115100001001","a1G4J0000025wTnUAI","4"
"418580002002","a1G4J0000025zUdUAI","2"
"418536019006","a1G4J0000025zhSUAQ","2"
"222737146001","a1G8d000002QBfIEAW","2"
"107722005001","a1G4J0000025un8UAA","2"
"122506185001","a1G4J0000025x5tUAA","2"
"418578080003","a1G4J000002606YUAQ","4"
"222758150002","a1GNz00000017InMAI","3"
"122506116001","a1G4J0000025wgiUAA","2"
"112666001005","a1G4J000002621dUAA","2"
"418537019006","a1G4J0000025zgkUAA","2"
"222489055004","a1G4J0000025y0TUAQ","3"
"114980001003","a1G4J00000262W5UAI","2"
"418538055007","a1G4J0000025znnUAA","2"
"127488001001","a1G4J0000025xObUAI","2"
"114768001001","a1G4J0000025vhYUAQ","2"
"222683041004","a1G8d0000004XeNEAU","3"
"318292051003","a1G4J0000025zaXUAQ","3"
"127257010002","a1G4J0000025xLvUAI","2"
"222744065001","a1G8d000002QBI5EAO","3"
"418624002005","a1G4J0000025zCPUAY","2"
"115571002003","a1G4J0000025wbSUAQ","2"
"104455001002","a1G4J00000261ccUAA","2"
"222579111003","a1G4J0000025zBNUAY","2"
"222737114002","a1G8d000002QBd7EAG","2"
"222520047004","a1G4J0000025yG1UAI","2"
"216420001001","a1G4J0000025xXcUAI","2"
"222659039002","a1G4J0000025ybMUAQ","2"
"222581005002","a1G4J0000025y8rUAA","2"
"222758229002","a1GNz00000016HuMAI","2"
"127057122001","a1G4J0000025xIwUAI","2"
"103264001001","a1G4J0000025tgZUAQ","4"
"110748001001","a1G4J0000025uqhUAA","2"
"106573001001","a1G4J0000025ubgUAA","2"
"222666143002","a1G4J000004jyr0UAA","2"
"318058001002","a1G4J0000025zQGUAY","2"
"222708127003","a1G8d0000005r6dEAA","2"
"115564001001","a1G4J0000025vt9UAA","2"
"127607001001","a1G4J0000025xdZUAQ","2"
"222581081001","a1G4J0000025xhjUAA","2"
"222490025007","a1G4J0000025xdNUAQ","2"
"222639097005","a1G4J0000025zLmUAI","2"
"103626001002","a1G4J0000025tnzUAA","3"
"112372001003","a1G4J0000025vkPUAQ","3"
"222744058001","a1G8d000002QBP0EAO","2"
"222676088003","a1G8d0000004DIdEAM","2"
"222743020002","a1G8d000002Q2XkEAK","2"
"222579005004","a1G4J0000025ywqUAA","2"
"222737252002","a1G8d000002QBojEAG","2"
"110607001002","a1G4J0000025v3QUAQ","2"
"112354001001","a1G4J0000025vp4UAA","2"
"104090001001","a1G4J0000025u3JUAQ","3"
"108620006001","a1G4J0000025uUgUAI","2"
"104472001005","a1G4J0000025uKFUAY","2"
"222580114003","a1G4J0000025yWiUAI","3"
"222579063003","a1G4J0000025yhpUAA","3"
"222758086001","a1GNz000000126EMAQ","3"
"222708098001","a1G8d0000005rV9EAI","2"
"418620005002","a1G4J0000025zJPUAY","2"
"222578006003","a1G4J0000025yl1UAA","4"
"317892001001","a1G4J0000025yxgUAA","2"
"115466002003","a1G4J0000025wXkUAI","2"
"112411001004","a1G4J0000025vTpUAI","2"
"222630054003","a1G4J0000025z2KUAQ","2"
"115396001004","a1G4J0000025wNFUAY","2"
"127483039004","a1G4J0000025xIKUAY","4"
"217371119006","a1G4J0000025yAgUAI","2"
"127231001001","a1G4J0000025x6NUAQ","2"
"222677062002","a1G8d0000004D8QEAU","2"
"110506001001","a1G4J0000025uiuUAA","2"
"222582044001","a1G4J0000025xiqUAA","2"
"109989091001","a1G4J0000025uxEUAQ","2"
"222520005007","a1G4J0000025yCgUAI","2"
"418645125002","a1G4J00000260DjUAI","2"
"122506086001","a1G4J0000025wguUAA","2"
"222683010003","a1G8d0000004XcMEAU","2"
"222578081003","a1G4J0000025yRiUAI","2"
"111868229005","a1G4J000002628FUAQ","2"
"114912001004","a1G4J0000025wM5UAI","2"
"900002071003","a1G4J00000260GcUAI","2"
"222799058002","a1GNz000002t8z5MAA","2"
"127568001001","a1G4J0000025xZJUAY","2"
"222624036001","a1G4J0000025yUYUAY","3"
"222752023001","a1GNz0000000vkhMAA","3"
"222639014001","a1G4J0000025ygEUAQ","2"
"112405001003","a1G4J0000025vjCUAQ","2"
"222489022004","a1G4J0000025xxlUAA","2"
"112315001003","a1G4J0000025vnNUAQ","2"
"222758225001","a1GNz00000015fCMAQ","2"
"222639096004","a1G4J0000025zKAUAY","2"
"222758094001","a1GNz0000000zgFMAQ","2"
"122486009004","a1G4J0000025x0wUAA","2"
"317352131001","a1G4J0000025zJeUAI","2"
"317353010007","a1G4J0000025xfqUAA","2"
"109191001003","a1G4J00000261kzUAA","2"
"222694004002","a1G8d0000004qaEEAQ","2"
"222597002002","a1G4J0000025xTOUAY","2"
"114187001006","a1G4J0000025wCoUAI","2"
"222578119005","a1G4J0000025yktUAA","2"
"222664055003","a1G4J000004juv9UAA","2"
"222752100001","a1GNz0000000xwBMAQ","2"
"112900002003","a1G4J0000025vmqUAA","2"
"127738001001","a1G8d0000005i2sEAA","2"
"111867054003","a1G4J00000261voUAA","2"
"222730001001","a1G8d000002OmUmEAK","2"
"418579011001","a1G4J0000025zkGUAQ","3"
"222758330001","a1GNz000000169qMAA","2"
"418570031001","a1G4J0000025zneUAA","2"
"318295014002","a1G4J0000025zeFUAQ","2"
"317352048002","a1G4J0000025zClUAI","2"
"111867036008","a1G4J00000261rcUAA","2"
"222630035007","a1G4J0000025zIZUAY","2"
"111868142002","a1G4J000002626XUAQ","2"
"318057001002","a1G4J0000025zNNUAY","2"
"222630084002","a1G4J0000025zRLUAY","2"
"317676018002","a1G4J0000025yY0UAI","2"
"103994001002","a1G4J0000025u05UAA","2"
"222581101003","a1G4J0000025xp4UAA","2"
"222752097001","a1GNz0000000yfJMAQ","2"
"222620001001","a1G4J0000025xlhUAA","2"
"103734002003","a1G4J00000261UNUAY","2"
"317844001001","a1G4J0000025yRqUAI","2"
"114088001004","a1G4J0000025wBtUAI","2"
"222758144001","a1GNz000000172fMAA","2"
"222683203001","a1G8d0000004XakEAE","3"
"418574049002","a1G4J0000025zbTUAQ","2"
"222695001001","a1G8d0000004qglEAA","2"
"222708115002","a1G8d0000005rN6EAI","3"
"109788026002","a1G4J0000025uZrUAI","2"
"317637002002","a1G4J00000260cbUAA","2"
"900003025004","a1G4J00000260PfUAI","2"
"222549002002","a1G4J0000025xtNUAQ","2"
"111824001001","a1G4J0000025vj1UAA","2"
"222650065002","a1G4J0000025xyHUAQ","2"
"222601011003","a1G4J0000025y4WUAQ","2"
"222583155001","a1G4J0000025yhwUAA","2"
"317667013003","a1G4J0000025yYWUAY","2"
"222578093002","a1G4J0000025yxQUAQ","2"
"317384010006","a1G4J00000262j9UAA","2"
"114604002002","a1G4J0000025wI7UAI","2"
"222594012001","a1G4J0000025y20UAA","2"
"127099005001","a1G4J0000025x0oUAA","2"
"104455004002","a1G4J00000261ZPUAY","2"
"222708185001","a1G8d0000005rDLEAY","2"
"222687009002","a1G8d0000004c0zEAA","2"
"222623020002","a1G4J0000025yolUAA","2"
"222580070002","a1G4J0000025yWRUAY","2"
"222744078002","a1G8d000002QBQSEA4","2"
"317352129005","a1G4J0000025ygRUAQ","2"
"418575012003","a1G4J0000025zhCUAQ","2"
"222737131001","a1G8d000002QBe5EAG","2"
"222520054003","a1G4J0000025yFiUAI","2"
"111868069003","a1G4J00000261zQUAQ","2"
"122065001001","a1G4J0000025wQIUAY","2"
"222744061001","a1G8d000002QBPKEA4","2"
"103086025001","a1G4J0000025tYBUAY","2"
"107682001003","a1G4J0000025uiXUAQ","2"
"317373015001","a1G4J00000262hTUAQ","3"
"222581077003","a1G4J0000025y8DUAQ","2"
"418620003006","a1G4J0000025zikUAA","2"
"317352042001","a1G4J0000025zKUUAY","2"
"127102001002","a1G4J0000025wreUAA","2"
"217371092005","a1G4J0000025y0GUAQ","3"
"222652022003","a1G4J0000025xgrUAA","2"
"217093003002","a1G4J0000025wLSUAY","2"
"114335002004","a1G4J0000025wFSUAY","2"
"222799044002","a1GNz000002tF3hMAE","2"
"127057205008","a1G4J0000025xFXUAY","2"
"317923008003","a1G4J0000025wZkUAI","2"
"222624022004","a1G4J0000025yOfUAI","2"
"222604001004","a1G4J0000025xxjUAA","2"
"222601025001","a1G4J0000025y5tUAA","2"
"113539002001","a1G4J0000025vrWUAQ","2"
"222661029001","a1G4J0000025yNwUAI","2"
"318295022001","a1G4J0000025zeuUAA","2"
"222601056002","a1G4J0000025wODUAY","2"
"418590002003","a1G4J0000025zh1UAA","2"
"222700023001","a1G8d0000004qgbEAA","3"
"222749019001","a1GNz0000000cJpMAI","2"
"110477001003","a1G4J0000025uIpUAI","2"
"107467004002","a1G4J0000025uk8UAA","2"
"222639100002","a1G4J0000025zIbUAI","2"
"222683136002","a1G8d0000004Xk6EAE","2"
"103087001005","a1G4J0000025tVHUAY","2"
"104350009002","a1G4J0000025tgDUAQ","2"
"112849001002","a1G4J000002623yUAA","3"
"222692007002","a1G8d0000004qjBEAQ","2"
"222666192002","a1G4J000004jytpUAA","4"
"127611004001","a1G4J0000025xdKUAQ","2"
"111267001002","a1G4J0000025vbDUAQ","2"
"317585006004","a1G4J000002633sUAA","2"
"222683012001","a1G8d0000004XcWEAU","2"
"107695001002","a1G4J0000025uh6UAA","2"
"115371002005","a1G4J0000025wAJUAY","2"
"113617001001","a1G4J0000025w57UAA","2"
"114871002002","a1G4J0000025wK9UAI","2"
"317674007002","a1G4J0000025yErUAI","3"
"103734036003","a1G4J0000025tnWUAQ","2"
"111838001004","a1G4J0000025vjLUAQ","2"
"112395002002","a1G4J0000025vpsUAA","2"
"222639068002","a1G4J0000025zB6UAI","2"
"127381001001","a1G4J0000025xC3UAI","2"
"103591001001","a1G4J0000025tjuUAA","2"
"222666115003","a1G4J000004jypEUAQ","2"
"418549011004","a1G4J0000025zvWUAQ","2"
"317674008008","a1G4J0000025yeOUAQ","3"
"115939001002","a1G4J0000025wfQUAQ","2"
"418645094004","a1G4J000002609xUAA","2"
"418570009001","a1G4J0000025zxvUAA","2"
"127483060002","a1G4J0000025xXJUAY","2"
"217371094007","a1G4J0000025y0ZUAQ","2"
"418613003001","a1G4J0000025zD7UAI","2"
"103102001001","a1G4J0000025tVWUAY","3"
"222753099001","a1GNz0000000yqcMAA","3"
"112668001003","a1G4J00000262GlUAI","2"
"418645067001","a1G4J0000025zyxUAA","2"
"317665018010","a1G4J0000025xxJUAQ","6"
"222601006003","a1G4J0000025xquUAA","2"
"110925001002","a1G4J0000025vEpUAI","2"
"104223005002","a1G4J0000025uBwUAI","3"
"110030072001","a1G4J0000025uNXUAY","2"
"222581028003","a1G4J0000025y8JUAQ","2"
"222744146002","a1G8d000002QBUzEAO","2"
"222623065003","a1G4J0000025ybVUAQ","2"
"222666131003","a1G4J000004jyqMUAQ","2"
"222744118001","a1G8d000002QBTHEA4","2"
"222522009004","a1G4J0000025xhTUAQ","2"
"109068001001","a1G4J0000025uvgUAA","2"
"222659002002","a1G4J0000025yDqUAI","2"
"116234001005","a1G4J0000025wbsUAA","2"
"222579027003","a1G4J0000025ytHUAQ","2"
"418578042002","a1G4J0000025xpcUAA","4"
"122486035004","a1G4J0000025x3CUAQ","2"
"110864001001","a1G4J0000025vBHUAY","2"
"222639102004","a1G4J0000025zPPUAY","2"
"222643011001","a1G4J0000025ySFUAY","2"
"113357001004","a1G4J00000262KYUAY","2"
"418623005002","a1G4J0000025z30UAA","2"
"127295001001","a1G4J0000025xNMUAY","2"
"107728001002","a1G4J0000025typUAA","2"
"115569001002","a1G4J0000025wGRUAY","2"
"111867050004","a1G4J00000261wMUAQ","2"
"222685017002","a1G8d0000004XmCEAU","2"
"222678020001","a1G8d0000004DAeEAM","2"
"222648130003","a1G4J0000025yOlUAI","3"
"222581070001","a1G4J0000025y8tUAA","2"
"116106001002","a1G4J0000025wZsUAI","2"
"418578058001","a1G4J0000025yGPUAY","2"
"222708146001","a1G8d0000005r9SEAQ","2"
"222649050002","a1G4J0000025yPKUAY","2"
"111029001003","a1G4J0000025vGBUAY","2"
"109989114001","a1G4J0000025v95UAA","2"
"222683097001","a1G8d0000004XhgEAE","3"
"114992001001","a1G4J0000025wPNUAY","2"
"222617001001","a1G4J0000025xzhUAA","2"
"418636009006","a1G4J0000025zs9UAA","4"
"222758115002","a1GNz00000012ZFMAY","2"
"222693017001","a1G8d0000004qm0EAA","2"
"222659038004","a1G4J0000025y8AUAQ","2"
"222683014001","a1G8d0000004XcgEAE","2"
"222686034002","a1G8d0000004c6YEAQ","2"
"222648170002","a1G4J0000025ySMUAY","2"
"122071001001","a1G4J0000025wgZUAQ","2"
"222683174004","a1G8d0000004XYKEA2","2"
"222683056001","a1G8d0000004XfQEAU","2"
"418576060003","a1G4J0000025zuPUAQ","2"
"115453001002","a1G4J0000025vxJUAQ","2"
"103247001001","a1G4J0000025tfRUAQ","2"
"222689010002","a1G8d0000004c0lEAA","2"
"127587002001","a1G4J0000025x8BUAQ","2"
"122486100005","a1G4J0000025x0kUAA","2"
"103785007001","a1G4J0000025tqUUAQ","2"
"115760001003","a1G4J0000025weFUAQ","2"
"114137001002","a1G4J0000025wDHUAY","2"
"127483036003","a1G4J0000025xXlUAI","2"
"900002090003","a1G4J00000260IXUAY","2"
"222648113003","a1G4J0000025yPxUAI","2"
"317665019001","a1G4J0000025yKlUAI","3"
"418570008002","a1G4J0000025zs1UAA","2"
"115090001001","a1G4J0000025wSkUAI","2"
"127299001001","a1G4J0000025xJmUAI","2"
"222744068001","a1G8d000002QBPjEAO","2"
"114140001003","a1G4J0000025w25UAA","2"
"222489048010","a1G4J0000025xy4UAA","2"
"104405002003","a1G4J0000025uHNUAY","3"
"418574003005","a1G4J0000025zmPUAQ","3"
"222724001001","a1G8d000002OmU3EAK","5"
"222579145002","a1G4J0000025zBEUAY","2"
"122506162001","a1G4J0000025x9tUAA","2"
"111868141004","a1G4J000002626WUAQ","2"
"418574023002","a1G4J0000025zn8UAA","3"
"222630151005","a1G4J0000025zOxUAI","3"
"114512002003","a1G4J0000025vrgUAA","2"
"222683118002","a1G8d0000004XioEAE","2"
"113664001001","a1G4J0000025vfkUAA","2"
"222648156003","a1G4J0000025ySbUAI","2"
"222752047001","a1GNz0000000xZZMAY","2"
"109084001002","a1G4J0000025v0MUAQ","2"
"222744059001","a1G8d000002QBPAEA4","2"
"122586011005","a1G4J0000025wx1UAA","2"
"108825001001","a1G4J0000025uzXUAQ","2"
"122486055004","a1G4J0000025wrqUAA","3"
"115774001003","a1G4J0000025wgNUAQ","2"
"222758175001","a1GNz000000180LMAQ","2"
"110517001003","a1G4J0000025uo2UAA","2"
"110038006003","a1G4J0000025us4UAA","2"
"108954012001","a1G4J0000025uf2UAA","2"
"222676005004","a1G8d0000004D6NEAU","2"
"317630008003","a1G4J00000262iWUAQ","3"
"222752001003","a1GNz0000000v9ZMAQ","2"
"222579041005","a1G4J0000025xeuUAA","2"
"222650023001","a1G4J0000025xCDUAY","2"
"108620004001","a1G4J0000025uTpUAI","2"
"116316011001","a1G4J00000262cNUAQ","2"
"222697044001","a1G8d0000004qbCEAQ","2"
"127483026001","a1G4J0000025xW5UAI","2"
"222579098005","a1G4J0000025zDdUAI","2"
"112501002005","a1G4J0000025uqJUAQ","2"
"114855002003","a1G4J0000025w8DUAQ","2"
"318292055002","a1G4J0000025zXuUAI","2"
"222666146003","a1G4J000004jyrFUAQ","2"
"317470001002","a1G4J00000262oiUAA","2"
"222686139002","a1G8d0000004c2gEAA","2"
"122587027006","a1G4J0000025wwgUAA","2"
"222579030001","a1G4J0000025z2FUAQ","2"
"900002135003","a1G4J00000260QxUAI","2"
"222639070003","a1G4J0000025zOlUAI","2"
"222578023002","a1G4J0000025ykuUAA","2"
"127692001001","a1G8d0000004gXwEAI","2"
"222756016001","a1GNz0000000wLlMAI","2"
"114636001001","a1G4J0000025wIVUAY","2"
"222623113004","a1G4J0000025yz2UAA","2"
"418547003005","a1G4J0000025zQAUAY","2"
"317471003007","a1G4J00000262oYUAQ","3"
"222649027003","a1G4J0000025yMUUAY","2"
"317352124004","a1G4J0000025zBbUAI","2"
"110742001003","a1G4J0000025vOIUAY","2"
"112892001002","a1G4J0000025vwvUAA","2"
"127517001001","a1G4J0000025xD5UAI","2"
"122528022006","a1G4J0000025wzaUAA","2"
"217371038006","a1G4J0000025xtMUAQ","3"
"222579081002","a1G4J0000025z8fUAA","2"
"111015001002","a1G4J0000025vW2UAI","2"
"103734007003","a1G4J0000025tUPUAY","2"
"107570009001","a1G4J00000261h7UAA","2"
"112492002003","a1G4J0000025vh8UAA","2"
"418574035002","a1G4J0000025zqQUAQ","2"
"222799068002","a1GNz000002tFTVMA2","2"
"222799006003","a1GNz000002tEZ3MAM","2"
"109989054001","a1G4J0000025v1gUAA","2"
"109918017001","a1GNz000009HmSrMAK","2"
"114824002002","a1G4J0000025vwXUAQ","2"
"900002041003","a1G4J00000260D8UAI","3"
"115727001004","a1G4J0000025wVuUAI","2"
"318292025002","a1G4J0000025zXnUAI","2"
"112874002003","a1G4J00000262JkUAI","2"
"217349001001","a1G4J0000025xibUAA","2"
"317475001003","a1G4J00000262sfUAA","3"
"222659130005","a1G4J0000025xbhUAA","2"
"418645020002","a1G4J000002609cUAA","2"
"109989068001","a1G4J00000261nUUAQ","2"
"127147001001","a1G4J0000025x1eUAA","2"
"317665006002","a1G4J0000025yigUAA","3"
"104152044003","a1G4J0000025tj7UAA","2"
"222594023001","a1G4J0000025xZHUAY","2"
"900002148002","a1G4J00000260NzUAI","2"
"222737172002","a1G8d000002QBZ1EAO","2"
"418575002001","a1G4J0000025zi5UAA","2"
"109989067001","a1G4J00000261nPUAQ","2"
"222650104002","a1G4J0000025yKoUAI","3"
"317383020002","a1G4J00000262kbUAA","2"
"113210001002","a1G4J0000025w1UUAQ","2"
"222578016005","a1G4J0000025ypXUAQ","3"
"222686129002","a1G8d0000004cBnEAI","2"
"418578027003","a1G4J000002601aUAA","2"
"115437001002","a1G4J0000025wPIUAY","2"
"222666081002","a1G4J000004jyi0UAA","2"
"222639021004","a1G4J0000025zI4UAI","2"
"103925001008","a1G4J0000025ty9UAA","2"
"104489001005","a1G4J00000261dyUAA","2"
"222650049003","a1G4J0000025yNvUAI","2"
"222648039001","a1G4J0000025yXHUAY","2"
"222487059003","a1G4J0000025y1bUAA","2"
"110616001002","a1G4J0000025vKMUAY","2"
"104174029004","a1G4J0000025taaUAA","2"
"107638001001","a1G4J0000025ty0UAA","2"
"104215021001","a1G4J0000025uAQUAY","2"
"104174048003","a1G4J00000261akUAA","2"
"222650003005","a1G4J0000025yQ3UAI","3"
"127788001001","a1GNz0000002jFZMAY","2"
"222606026005","a1G4J0000025y2nUAA","2"
"122486028005","a1G4J0000025x12UAA","2"
"107600007001","a1G4J0000025txXUAQ","2"
"111867201003","a1G4J00000262BCUAY","2"
"104992001006","a1G4J0000025tqbUAA","2"
"222676052004","a1G8d0000004D8UEAU","3"
"104093002001","a1G4J0000025toUUAQ","4"
"222649034002","a1G4J0000025yNBUAY","2"
"113967057001","a1G4J0000025vzgUAA","2"
"222579014003","a1G4J0000025yjhUAA","3"
"418620007003","a1G4J0000025zddUAA","2"
"110928001002","a1G4J0000025vTNUAY","2"
"127454001001","a1G4J0000025xW9UAI","2"
"216449001003","a1G4J0000025xODUAY","3"
"222700015001","a1G8d0000004qefEAA","2"
"222639139003","a1G4J0000025zNaUAI","2"
"317635002008","a1G4J00000262wxUAA","4"
"222749172001","a1GNz0000000ctKMAQ","3"
"111867178003","a1G4J000002629BUAQ","2"
"103562002001","a1G4J0000025tmXUAQ","2"
"115648001004","a1G4J0000025vs2UAA","2"
"222579023003","a1G4J0000025yxeUAA","2"
"418599001002","a1G4J0000025zmTUAQ","2"
"418637028001","a1G4J0000025zrVUAQ","2"
"112189001003","a1G4J0000025vMzUAI","2"
"222623086003","a1G4J0000025z0KUAQ","2"
"317351048001","a1G4J0000025z2mUAA","3"
"127483022003","a1G4J0000025xInUAI","2"
"222752109001","a1GNz0000000ynNMAQ","2"
"222737040001","a1G8d000002QBYgEAO","2"
"318293219002","a1G4J0000025zbjUAA","2"
"222664019002","a1G4J000004jusjUAA","2"
"222489025008","a1G4J0000025xiCUAQ","2"
"222744018001","a1G8d000002QBLwEAO","2"
"222708230002","a1G8d0000005rKVEAY","6"
"222623082002","a1G4J0000025ywpUAA","2"
"317677006003","a1G4J0000025yh8UAA","3"
"222799013002","a1GNz000002tDimMAE","2"
"222522059003","a1G4J0000025yHoUAI","2"
"418624004002","a1G4J0000025zunUAA","2"
"127659001001","a1G8d0000004KnGEAU","2"
"111813001004","a1G4J0000025vNYUAY","2"
"222695021001","a1G8d0000004qjzEAA","2"
"110526001001","a1G4J0000025uwgUAA","2"
"222489015006","a1G4J0000025xbvUAA","2"
"127262164002","a1G4J0000025xRqUAI","2"
"110116011004","a1G4J0000025ut9UAA","2"
"222649025004","a1G4J0000025xvXUAQ","2"
"104366001003","a1G4J0000025u2nUAA","2"
"222582090001","a1G4J0000025xhKUAQ","2"
"222558001001","a1G4J0000025xaNUAQ","2"
"418565021001","a1G4J0000025zvEUAQ","2"
"122486080005","a1G4J0000025x0RUAQ","2"
"222579007002","a1G4J0000025yewUAA","2"
"418645051005","a1G4J0000025zepUAA","2"
"222686031002","a1G8d0000004c65EAA","2"
"222522077004","a1G4J0000025y6zUAA","2"
"110099001002","a1G4J0000025ug8UAA","2"
"418576031005","a1G4J000002606UUAQ","2"
"222649070002","a1G4J0000025yHzUAI","2"
"222639085005","a1G4J0000025zMMUAY","2"
"112311002003","a1G4J0000025vmtUAA","2"
"110030078002","a1G4J0000025vHHUAY","2"
"418645026003","a1G4J000002609NUAQ","3"
"222799052002","a1GNz000002tFBlMAM","2"
"112415001002","a1G4J00000262FEUAY","2"
"418574009002","a1G4J0000025zXmUAI","2"
"222581056002","a1G4J0000025xyCUAQ","4"
"222580020003","a1G4J0000025ydlUAA","2"
"104355002006","a1G4J0000025uF0UAI","2"
"900002150004","a1G4J00000260SfUAI","3"
"222630016005","a1G4J0000025z7tUAA","2"
"113838001004","a1G4J0000025w8LUAQ","2"
"222799079002","a1GNz000002t8gYMAQ","2"
"222643065001","a1G4J0000025yCxUAI","2"
"122600022003","a1G4J0000025x18UAA","2"
"222683082001","a1G8d0000004XgxEAE","2"
"222649038002","a1G4J0000025xueUAA","3"
"222649001001","a1G4J0000025y9iUAA","4"
"222666195003","a1G4J000004jyu4UAA","2"
"317351151001","a1G4J0000025zMQUAY","2"
"317373010002","a1G4J00000262r8UAA","3"
"318304013002","a1G4J00000263DUUAY","2"
"222624018002","a1G4J0000025yMBUAY","2"
"104154023005","a1G4J0000025u4MUAQ","2"
"110885001001","a1G4J0000025vG6UAI","2"
"222741043001","a1G8d000002Q2bmEAC","2"
"122605001004","a1G4J0000025wqzUAA","3"
"222578015007","a1G4J0000025yvJUAQ","4"
"110943001003","a1G4J0000025vMAUAY","2"
"222521063004","a1G4J0000025y6CUAQ","2"
"112665001003","a1G4J00000262GRUAY","2"
"222683099003","a1G8d0000004XcXEAU","2"
"418575037001","a1G4J0000025zshUAA","2"
"222650086002","a1G4J0000025yNDUAY","2"
"222666133004","a1G4J000004jyqRUAQ","2"
"127575001001","a1G4J0000025xSXUAY","2"
"222676023003","a1G8d0000004D9WEAU","2"
"317351016004","a1G4J0000025yzXUAQ","2"
"104152048001","a1G4J0000025tocUAA","2"
"104024001006","a1G4J0000025u0tUAA","2"
"110486001001","a1G4J0000025uIqUAI","2"
"222737013001","a1G8d000002QBWkEAO","2"
"418613006004","a1G4J0000025zgPUAQ","2"
"222686112003","a1G8d0000004cAzEAI","2"
"222649004003","a1G4J0000025y6jUAA","3"
"222581035002","a1G4J0000025x3jUAA","2"
"222489011005","a1G4J0000025xwSUAQ","2"
"222555001001","a1G4J0000025xrhUAA","2"
"418575042001","a1G4J0000025zdtUAA","4"
"111867021002","a1G4J00000261sAUAQ","2"
"222708159002","a1G8d0000005rBOEAY","2"
"222666007001","a1G4J000004jydIUAQ","2"
"418637029003","a1G4J00000260AkUAI","2"
"222611014003","a1G4J0000025y2mUAA","2"
"222677086005","a1G8d0000004DJWEA2","2"
"222630062003","a1G4J0000025zJgUAI","2"
"109989107001","a1G4J0000025v5RUAQ","2"
"222737153001","a1G8d000002QBaxEAG","2"
"115441001002","a1G4J0000025wWmUAI","2"
"222752117001","a1GNz0000000ytpMAA","2"
"222578124006","a1G4J0000025yxMUAQ","2"
"122577001002","a1G4J0000025wxUUAQ","2"
"114655002001","a1G4J0000025w8JUAQ","2"
"222697058001","a1G8d0000004qdSEAQ","2"
"222708017001","a1G8d0000005rPaEAI","2"
"418574027003","a1G4J0000025zpSUAQ","2"
"217371046004","a1G4J0000025yGSUAY","2"
"222488023003","a1G4J0000025y4gUAA","2"
"222741021002","a1G8d000002Q2aKEAS","2"
"222624060003","a1G4J0000025xUQUAY","2"
"318304014002","a1G4J00000263EXUAY","2"
"317464009004","a1G4J00000262pqUAA","2"
"127483079001","a1G4J0000025xQwUAI","2"
"418598001003","a1G4J0000025zcwUAA","2"
"115840001003","a1G4J0000025whaUAA","2"
"122486019001","a1G4J0000025wtGUAQ","2"
"111101001002","a1G4J0000025v3JUAQ","2"
"217371087007","a1G4J0000025yJKUAY","2"
"222737124001","a1G8d000002QBRrEAO","2"
"103920005005","a1G4J0000025te8UAA","2"
"113598002004","a1G4J0000025w3IUAQ","2"
"418645088009","a1G4J000002608vUAA","2"
"317666006005","a1G4J0000025yg2UAA","3"
"222630096002","a1G4J0000025zNsUAI","2"
"127773002001","a1GNz0000000uVFMAY","2"
"110993001001","a1G4J0000025vQGUAY","2"
"105830002001","a1G4J0000025uZjUAI","2"
"222799076002","a1GNz000002tFN4MAM","2"
"103216001001","a1G4J0000025tdzUAA","3"
"114654001002","a1G4J00000262TaUAI","2"
"222650103002","a1G4J0000025yY8UAI","3"
"115823017005","a1G4J0000025whRUAQ","2"
"115312001001","a1G4J0000025wU8UAI","2"
"222489056005","a1G4J0000025y01UAA","2"
"418576085003","a1G4J000002602qUAA","2"
"418637016004","a1G4J00000260AaUAI","2"
"222749051001","a1GNz0000000cdCMAQ","3"
"111867085002","a1G4J000002620nUAA","2"
"111795001003","a1G4J0000025viNUAQ","2"
"222692001003","a1G8d0000004qi8EAA","2"
"222624005003","a1G4J0000025yFCUAY","2"
"222522101005","a1G4J0000025yItUAI","2"
"418639010001","a1G8d0000004MfHEAU","2"
"222630017003","a1G4J0000025zJmUAI","2"
"222578051003","a1G4J0000025yoLUAQ","2"
"111125001003","a1G4J0000025vYXUAY","2"
"418549042003","a1G4J0000025zL2UAI","2"
"109833001002","a1G4J0000025v4SUAQ","3"
"418576062003","a1G4J000002605BUAQ","2"
"104457046600","a1G4J0000025u5CUAQ","3"
"222624011004","a1G4J0000025xqDUAQ","2"
"222799005002","a1GNz000002tDVjMAM","2"
"222758117001","a1GNz00000010pDMAQ","2"
"222486006008","a1G4J0000025xmOUAQ","2"
"127014001002","a1G4J00000262dVUAQ","2"
"103158001001","a1G4J0000025tXZUAY","2"
"222521040003","a1G4J0000025xyJUAQ","2"
"222623008004","a1G4J0000025ys6UAA","2"
"110458001004","a1G4J0000025uQbUAI","2"
