Id,Status__c,Tenancy__c
a24Nz000001hjsXIAQ,Complete,800Nz000000dXNVIA2
a24Nz000001hjxOIAQ,Complete,800Nz000001Pd2SIAS
a24Nz000001hkF8IAI,Complete,800Nz000007lac0IAA
a24Nz000001hlWAIAY,Complete,800Nz000006GSkzIAG
a24Nz000001hs1NIAQ,Complete,800Nz000000fPQqIAM
a24Nz000001i6AnIAI,Complete,800Nz000001HJ48IAG
a24Nz000001i6M5IAI,Complete,800Nz00000B0JCPIA3
a24Nz000001i7ejIAA,Complete,800Nz000001o5IXIAY
a24Nz000001i8anIAA,Complete,800Nz000001ZIfuIAG
a24Nz000001iA38IAE,Complete,8008d000000YpJMAA0
a24Nz000001iAzBIAU,Complete,800Nz000001Z7npIAC
a24Nz000001iCCzIAM,Complete,800Nz000000rSnsIAE
a24Nz000001iCHpIAM,Complete,800Nz000001o8xtIAA
a24Nz000001iCWLIA2,Complete,800Nz0000015Py7IAE
a24Nz000001iCbFIAU,Complete,800Nz0000016P3HIAU
a24Nz000001iGjdIAE,Complete,8008d000000YBg0AAG
a24Nz000001iHJ7IAM,Complete,800Nz000005rvTkIAI
a24Nz000001iHhJIAU,Complete,800Nz000002WQJKIA4
a24Nz000001iIQTIA2,Complete,8008d000000YQpiAAG
a24Nz000001iLZdIAM,Complete,800Nz000000qWtXIAU
a24Nz000001iQSrIAM,Closed - Tenant Retained,800Nz000004r9vmIAA
a24Nz000001iQcXIAU,Closed - Tenant Retained,8008d000000YeDYAA0
a24Nz000001iRdRIAU,Complete,800Nz000000fRcAIAU
a24Nz000001iRlVIAU,Complete,800Nz000007O5SOIA0
a24Nz000001iUZhIAM,Complete,800Nz000001Aq02IAC
a24Nz000001igz3IAA,Complete,800Nz000001wyZXIAY
a24Nz000001ihGnIAI,Complete,800Nz0000048JMoIAM
a24Nz000001ihQTIAY,Complete,800Nz000009VEnuIAG
a24Nz000001ilAjIAI,Complete,800Nz000003H8FvIAK
a24Nz000001imjVIAQ,Closed - Tenant Retained,800Nz000003UEwkIAG
a24Nz000001inAvIAI,Complete,800Nz000007L7NZIA0
a24Nz000001io0XIAQ,Complete,8008d000000Yp4fAAC
a24Nz000001ipuHIAQ,Complete,800Nz000004gRvzIAE
a24Nz000001ipxVIAQ,Complete,800Nz000000rZR9IAM
a24Nz000001ivObIAI,Complete,800Nz000000tnMgIAI
a24Nz000001ixGjIAI,Complete,800Nz000002yYliIAE
a24Nz000001ixa5IAA,Complete,800Nz000004NouhIAC
a24Nz000001ixlOIAQ,Complete,800Nz000007O2JIIA0
a24Nz000001izK9IAI,Complete,800Nz000000l8BtIAI
a24Nz000001izSDIAY,Complete,800Nz000004NeVfIAK
a24Nz000001izvFIAQ,Complete,800Nz0000012XvUIAU
a24Nz000001j04vIAA,Complete,800Nz000002kc4LIAQ
a24Nz000001j0WLIAY,Complete,800Nz000006gZ2oIAE
a24Nz000001jExWIAU,Complete,800Nz000000Z5ORIA0
a24Nz000001jFLhIAM,Complete,800Nz000000d5slIAA
a24Nz000001jhMnIAI,Complete,800Nz000008LQW0IAO
a24Nz000001jjy6IAA,Complete,800Nz0000016YZZIA2
a24Nz000001jkvlIAA,Complete,800Nz000001MojxIAC
a24Nz000001jlqDIAQ,Complete,800Nz000005MlASIA0
a24Nz000001jmeDIAQ,Complete,800Nz000007RPUbIAO
a24Nz000001jmkfIAA,Complete,8008d000000YUIQAA4
a24Nz000001jobBIAQ,Complete,800Nz000001Niz4IAC
a24Nz000001jokrIAA,Complete,800Nz000001IEyWIAW
a24Nz000001jtNxIAI,Complete,8008d000000YKpEAAW
a24Nz000001ju3tIAA,Complete,800Nz0000045D5bIAE
a24Nz000001jyM1IAI,Complete,8008d000000YaFsAAK
a24Nz000001jzbRIAQ,Complete,800Nz0000014WqMIAU
a24Nz000001jztBIAQ,Complete,800Nz000000WBRnIAO
a24Nz000001jzzdIAA,Complete,800Nz000001CtGJIA0
a24Nz000001k0CXIAY,Complete,800Nz000000kxZxIAI
a24Nz000001k2ZJIAY,Complete,800Nz000001II7bIAG
a24Nz000001k33xIAA,Complete,800Nz000000W62JIAS
a24Nz000001k3wnIAA,Complete,800Nz000001ArVgIAK
a24Nz000001k3woIAA,Complete,800Nz000000d9LKIAY
a24Nz000001k4jBIAQ,Complete,8008d000000YFN5AAO
a24Nz000001k6RdIAI,Complete,800Nz0000019nvNIAQ
a24Nz000001k7ynIAA,Complete,800Nz000007dTnqIAE
a24Nz000001kAi9IAE,Complete,8004J000000BeMwQAK
a24Nz000001kK9dIAE,Complete,800Nz000000x1syIAA
a24Nz000001kLnFIAU,Complete,800Nz000001JDUAIA4
a24Nz000001kMZdIAM,Closed - Tenant Retained,800Nz00000191KcIAI
a24Nz000001kN13IAE,Closed - Tenant Retained,800Nz000001AdE8IAK
a24Nz000001kSC1IAM,Complete,800Nz000001ws1IIAQ
a24Nz000001kSK5IAM,Complete,800Nz000006HPI5IAO
a24Nz000001kUgrIAE,Complete,800Nz000000pCC9IAM
a24Nz000001kb0nIAA,Complete,800Nz000006nuopIAA
a24Nz000001kbGvIAI,Complete,8004J000001IxtbQAC
a24Nz000001kbqPIAQ,Complete,800Nz000005G8IKIA0
a24Nz000001kewLIAQ,Complete,800Nz000004Nb56IAC
a24Nz000001kewMIAQ,Complete,800Nz000001p50MIAQ
a24Nz000001kfsPIAQ,Complete,800Nz000001Oc5DIAS
a24Nz000001kgq5IAA,Complete,800Nz000002mBcjIAE
a24Nz000001kh7pIAA,Complete,800Nz000001nDJnIAM
a24Nz000001ki77IAA,Complete,800Nz0000014NIXIA2
a24Nz000001kkQfIAI,Complete,800Nz000002mZP0IAM
a24Nz000001kkosIAA,Complete,800Nz000001jJfSIAU
a24Nz000001kks5IAA,Complete,800Nz0000014OT2IAM
a24Nz000001kl4zIAA,Complete,800Nz000001aKCfIAM
a24Nz000001kl9pIAA,Cancelled,800Nz000007m06mIAA
a24Nz000001klL7IAI,Complete,800Nz000001SB6XIAW
a24Nz000001klTBIAY,Complete,800Nz000008vMDzIAM
a24Nz000001l2tqIAA,Cancelled,8008d000000Ykw8AAC
a24Nz000001l4VpIAI,Complete,800Nz000001nBt4IAE
a24Nz000001l78jIAA,Complete,800Nz000000qj4KIAQ
a24Nz000001l7NFIAY,Complete,800Nz0000056ej5IAA
a24Nz000001l98wIAA,Complete,800Nz000001JCcwIAG
a24Nz000001lBM2IAM,Complete,800Nz000000pQtMIAU
a24Nz000001lBfNIAU,Complete,8008d000000YoEJAA0
a24Nz000001lBlqIAE,Complete,800Nz000000sYb9IAE
a24Nz000001lCA1IAM,Complete,800Nz000009YSZQIA4
a24Nz000001lCMvIAM,Complete,8008d000000Y6eyAAC
a24Nz000001lD4TIAU,Complete,800Nz000004ecXJIAY
a24Nz000001lDu5IAE,Complete,800Nz00000192rlIAA
a24Nz000001lE3lIAE,Closed - Tenant Retained,800Nz000001MmtcIAC
a24Nz000001lEdFIAU,Complete,800Nz000000fRagIAE
a24Nz000001lHL0IAM,Complete,800Nz000007Hn0HIAS
a24Nz000001lILtIAM,Complete,800Nz000000Z3HiIAK
a24Nz000001lL21IAE,Cancelled,800Nz0000077oIbIAI
a24Nz000001lNGjIAM,Complete,800Nz0000018wW8IAI
a24Nz000001lP8rIAE,Complete,800Nz000001BuMUIA0
a24Nz000001lPyTIAU,Complete,800Nz000006ANnxIAG
a24Nz000001lT1CIAU,Complete,800Nz000001jQVhIAM
a24Nz000001lpkrIAA,Complete,800Nz000005yLRnIAM
a24Nz000001lrLFIAY,Complete,800Nz000007dHjVIAU
a24Nz000001lu1NIAQ,Complete,800Nz000000qddJIAQ
a24Nz000001lv8jIAA,Complete,800Nz000007uSNeIAM
a24Nz000001lvNFIAY,Complete,800Nz000007xLkVIAU
a24Nz000001lzp3IAA,Complete,800Nz000000mEQWIA2
a24Nz000001lzyjIAA,Complete,800Nz000001TDPZIA4
a24Nz000001m0YDIAY,Cancelled,800Nz000009tt0OIAQ
a24Nz000001m1O6IAI,Complete,800Nz000000rlk1IAA
a24Nz000001m2gTIAQ,Complete,800Nz0000012WOJIA2
a24Nz000001m36HIAQ,Complete,800Nz000001aMrFIAU
a24Nz000001mEPtIAM,Complete,800Nz0000056GIcIAM
a24Nz000001mERVIA2,Complete,800Nz000002hZ4uIAE
a24Nz000001mEjFIAU,Complete,800Nz000001mwafIAA
a24Nz000001mEsvIAE,Complete,800Nz000000nDHDIA2
a24Nz000001mFvRIAU,Complete,800Nz000000kvbEIAQ
a24Nz000001mFx3IAE,Cancelled,800Nz000000kvbEIAQ
a24Nz000001mJJ7IAM,Complete,800Nz0000015KFPIA2
a24Nz000001mKVJIA2,Complete,800Nz000001vwtEIAQ
a24Nz000001mKa9IAE,Complete,800Nz000000rOfTIAU
a24Nz000001mKrtIAE,Complete,800Nz000004e62nIAA
a24Nz000001mLHhIAM,Complete,800Nz000002mHLgIAM
a24Nz000001mN6bIAE,Complete,800Nz000000qiBXIAY
a24Nz000001mOaXIAU,Closed - Tenant Retained,800Nz000007qrSjIAI
a24Nz000001mOvVIAU,Complete,800Nz000004xWhZIAU
a24Nz000001mU9hIAE,Complete,800Nz000009lBJ0IAM
a24Nz000001mUCvIAM,Complete,800Nz000007r7s9IAA
a24Nz000001mUpdIAE,Complete,800Nz000002uL2NIAU
a24Nz000001mUrFIAU,Complete,800Nz000001pB0vIAE
a24Nz000001mWRdIAM,Complete,800Nz000000ZERbIAO
a24Nz000001mZ2vIAE,Complete,8008d000000YD0pAAG
a24Nz000001mbeDIAQ,Complete,800Nz000006BTHrIAO
a24Nz000001mr7tIAA,Complete,800Nz000002q5AXIAY
a24Nz000001nJP7IAM,Complete,800Nz000000Z7EtIAK
a24Nz000001nKZhIAM,Complete,800Nz000000myDKIAY
a24Nz000001nLp7IAE,Complete,800Nz000002LxNUIA0
a24Nz000001nMWiIAM,Complete,800Nz000001Mh7QIAS
a24Nz000001nNPVIA2,Complete,800Nz000006DbO7IAK
a24Nz000001nNhFIAU,Complete,800Nz000000eCNSIA2
a24Nz000001nNkTIAU,Complete,800Nz000004MDluIAG
a24Nz000001nObhIAE,Complete,800Nz000000yJpQIAU
a24Nz000001nPRJIA2,Complete,800Nz000008gqKCIAY
a24Nz000001nQQbIAM,Complete,800Nz000000zJXDIA2
a24Nz000001nQtdIAE,Complete,800Nz000007RUVvIAO
a24Nz000001nRbBIAU,Complete,8004J000001IxxiQAC
a24Nz000001nS4DIAU,Complete,800Nz000001hNyeIAE
a24Nz000001nSKLIA2,Cancelled,800Nz000001TUILIA4
a24Nz000001nabFIAQ,Complete,800Nz000001On79IAC
a24Nz000001nbKPIAY,Complete,800Nz0000019lOwIAI
a24Nz000001ngTlIAI,Complete,800Nz000001Ok2kIAC
a24Nz000001ngyPIAQ,Complete,8008d000000YXHdAAO
a24Nz000001nh4rIAA,Complete,800Nz000001FIldIAG
a24Nz000001nhb7IAA,Complete,800Nz000001bOyyIAE
a24Nz000001nheLIAQ,Complete,8008d000000YWvNAAW
a24Nz000001nigrIAA,Complete,800Nz000003ASzDIAW
a24Nz000001nvuDIAQ,Complete,800Nz000001OozGIAS
a24Nz000001nwqHIAQ,Complete,800Nz000001WPvfIAG
a24Nz000001nyYjIAI,Closed - Tenant Retained,800Nz000001yU4TIAU
a24Nz000001nyqTIAQ,Complete,800Nz000007RhOPIA0
a24Nz000001nzPyIAI,Complete,8008d000000Y2h1AAC
a24Nz000001o0FZIAY,Complete,800Nz00000192rnIAA
a24Nz000001o1l7IAA,Cancelled,800Nz000008XbabIAC
a24Nz000001o2NpIAI,Complete,800Nz000008XYWLIA4
a24Nz000001o77NIAQ,Complete,800Nz000001PhMBIA0
a24Nz000001o7XBIAY,Complete,800Nz000001G42MIAS
a24Nz000001oBu9IAE,Complete,800Nz000001NhDOIA0
a24Nz000001oD7xIAE,Complete,800Nz000000rcvGIAQ
a24Nz000001oDBBIA2,Complete,800Nz000001qRDFIA2
a24Nz000001oENNIA2,Complete,800Nz000000jAXxIAM
a24Nz000001oEqPIAU,Complete,800Nz000007ZUVfIAO
a24Nz000001oGgvIAE,Complete,8008d000000Y8tpAAC
a24Nz000001oHebIAE,Complete,800Nz000000saRYIAY
a24Nz000001oHhpIAE,Complete,800Nz00000BgH1bIAF
a24Nz000001oTe9IAE,Complete,800Nz000007Hc85IAC
a24Nz000001oWDpIAM,Complete,800Nz000002dd0TIAQ
a24Nz000001oWNVIA2,Complete,8008d000000YCWQAA4
a24Nz000001oe6XIAQ,Complete,800Nz0000095jqXIAQ
a24Nz000001oesvIAA,Complete,800Nz000000eGqwIAE
a24Nz000001ogzZIAQ,Complete,800Nz0000012eqSIAQ
a24Nz000001ohFhIAI,Complete,800Nz000001aAzgIAE
a24Nz000001ohUDIAY,Complete,800Nz000000xtYPIAY
a24Nz000001ohyrIAA,Complete,8008d000000YJpCAAW
a24Nz000001oiRtIAI,Complete,800Nz000001bQPdIAM
a24Nz000001oklRIAQ,Complete,800Nz000001vS8uIAE
a24Nz000001omVVIAY,Complete,800Nz000007limTIAQ
a24Nz000001oqPSIAY,Complete,800Nz000001o373IAA
a24Nz000001oryDIAQ,Complete,800Nz000005fDwPIAU
a24Nz000001otITIAY,Complete,800Nz000001daWAIAY
a24Nz000001p9NFIAY,Complete,800Nz000001o55cIAA
a24Nz000001pFcLIAU,Complete,800Nz000001n8OyIAI
a24Nz000001pI7BIAU,Complete,800Nz000000eEtxIAE
a24Nz000001pIC1IAM,Complete,8008d000000YjymAAC
a24Nz000001pItZIAU,Complete,800Nz0000012YwPIAU
a24Nz000001pKgrIAE,Cancelled,800Nz000009AFdTIAW
a24Nz000001pKqYIAU,Complete,800Nz000001bLbCIAU
a24Nz000001pN5FIAU,Complete,800Nz000002lzuxIAA
a24Nz000001pOsXIAU,Complete,800Nz00000CHN2xIAH
a24Nz000001pOyzIAE,Complete,800Nz000000nI8gIAE
a24Nz000001pPOnIAM,Complete,800Nz000001jdHaIAI
a24Nz000001pRwrIAE,Complete,800Nz000002mDbdIAE
a24Nz000001pTU1IAM,Complete,800Nz000000qZbKIAU
a24Nz000001pV7dIAE,Complete,800Nz00000AO1zoIAD
a24Nz000001pfGgIAI,Complete,800Nz000001o791IAA
a24Nz000001phNJIAY,Complete,800Nz000008F0uSIAS
a24Nz000001pj0wIAA,Complete,800Nz0000095iBKIAY
a24Nz000001pkWTIAY,Complete,800Nz000008NvM8IAK
a24Nz000001plXeIAI,Complete,800Nz000001AlOTIA0
a24Nz000001pligIAA,Complete,800Nz000000wKOBIA2
a24Nz000001plltIAA,Complete,800Nz000000qf8nIAA
a24Nz000001pmDJIAY,Complete,800Nz000001oEaHIAU
a24Nz000001pmV3IAI,Complete,800Nz000001ULEaIAO
a24Nz000001pnHRIAY,Complete,800Nz0000015PgWIAU
a24Nz000001po3pIAA,Complete,800Nz000001TRcCIAW
a24Nz000001poBuIAI,Complete,800Nz000001FHL1IAO
a24Nz000001pqf9IAA,Complete,800Nz000008eWCmIAM
a24Nz000001prcnIAA,Complete,800Nz00000BMZnSIAX
a24Nz000001pxDZIAY,Complete,800Nz0000016LinIAE
a24Nz000001pyMXIAY,Closed - Tenant Retained,800Nz00000209YXIAY
a24Nz000001qBTRIA2,Complete,800Nz000001IDO4IAO
a24Nz000001qDtRIAU,Complete,800Nz000001yRuSIAU
a24Nz000001qF8rIAE,Complete,800Nz000001yZ5ZIAU
a24Nz000001qGBNIA2,Complete,800Nz000001HI4oIAG
a24Nz000001qGHpIAM,Complete,800Nz000003TISzIAO
a24Nz000001qY0DIAU,Complete,800Nz000000xCzeIAE
a24Nz000001qYbJIAU,Complete,8008d000000Ykf2AAC
a24Nz000001qZItIAM,Complete,800Nz000000fPU3IAM
a24Nz000001qajZIAQ,Complete,800Nz000001HFmsIAG
a24Nz000001qbm5IAA,Closed - Tenant Retained,800Nz0000029EYwIAM
a24Nz000001qcDVIAY,Complete,800Nz000003dK3ZIAU
a24Nz000001qcOnIAI,Complete,800Nz000001kXIBIA2
a24Nz000001qdMTIAY,Complete,800Nz000001OwFBIA0
a24Nz000001qdsjIAA,Complete,800Nz000001jG09IAE
a24Nz000001qjRvIAI,Complete,800Nz000001LZQXIA4
a24Nz000001qjqQIAQ,Complete,800Nz0000012pdmIAA
a24Nz000001qkHVIAY,Complete,800Nz000001Le0JIAS
a24Nz000001qnwvIAA,Complete,8008d000000YoujAAC
a24Nz000001qtJBIAY,Complete,8008d000000YnGEAA0
a24Nz000001qytyIAA,Closed - Tenant Retained,800Nz000003TvXaIAK
a24Nz000001qzI9IAI,Complete,800Nz00000E3ONXIA3
a24Nz000001qzq1IAA,Cancelled,800Nz000001yX0iIAE
a24Nz000001qzwTIAQ,Complete,800Nz0000012bFtIAI
a24Nz000001r02vIAA,Complete,800Nz000002LtLaIAK
a24Nz000001r069IAA,Complete,800Nz000001pLugIAE
a24Nz000001r0sXIAQ,Complete,800Nz000000W2wYIAS
a24Nz000001r3vFIAQ,Complete,800Nz000001bJ52IAE
a24Nz000001r405IAA,Complete,800Nz000001hK7nIAE
a24Nz000001r4o5IAA,Complete,800Nz0000012UZSIA2
a24Nz000001r5tpIAA,Closed - Tenant Retained,800Nz000001Noq4IAC
a24Nz000001r5vRIAQ,Complete,800Nz00000BUlfyIAD
a24Nz000001rJS9IAM,Complete,800Nz000007cRJVIA2
a24Nz000001rK01IAE,Complete,800Nz000001kNU6IAM
a24Nz000001rK3GIAU,Complete,800Nz000001h7iRIAQ
a24Nz000001rK9hIAE,Complete,800Nz000008EtcwIAC
a24Nz000001rKMbIAM,Complete,800Nz000006wdwpIAA
a24Nz000001rLddIAE,Closed - Tenant Retained,800Nz000000eAITIA2
a24Nz000001rNXNIA2,Complete,8008d000000YAyBAAW
a24Nz000001rNfRIAU,Complete,800Nz000002EDcQIAW
a24Nz000001rQF7IAM,Complete,800Nz000000tii4IAA
a24Nz000001rR6LIAU,Complete,800Nz000002MBLUIA4
a24Nz000001rRazIAE,Complete,800Nz000000eUdkIAE
a24Nz000001rRkfIAE,Complete,800Nz000009tfVIIAY
a24Nz000001rRsjIAE,Complete,800Nz000000W7zLIAS
a24Nz000001rUSPIA2,Complete,800Nz000000yEWXIA2
a24Nz000001rVrWIAU,Complete,800Nz000005c9VlIAI
a24Nz000001rW9GIAU,Complete,800Nz000005vGOeIAM
a24Nz000001rWnZIAU,Complete,800Nz000001Z0xSIAS
a24Nz000001rYqzIAE,Complete,800Nz0000098ZWcIAM
a24Nz000001rZDZIA2,Complete,800Nz000007RUinIAG
a24Nz000001rbTtIAI,Complete,800Nz000007lrxjIAA
a24Nz000001rbdZIAQ,Complete,800Nz000009AkR2IAK
a24Nz000001rcMjIAI,Cancelled,800Nz000001uYL1IAM
a24Nz000001rcjJIAQ,Complete,800Nz0000041CJWIA2
a24Nz000001rnwTIAQ,Complete,800Nz000001uFYWIA2
a24Nz000001rny5IAA,Complete,800Nz000000itVRIAY
a24Nz000001rpVFIAY,Complete,800Nz00000E94eTIAR
a24Nz000001rqO5IAI,Complete,800Nz00000E94duIAB
a24Nz000001rqj3IAA,Complete,800Nz00000E94eZIAR
a24Nz000001rrs1IAA,Complete,800Nz00000E9119IAB
a24Nz000001rsUjIAI,Complete,800Nz00000E911SIAR
a24Nz000001rsePIAQ,Closed - Tenant Retained,800Nz00000E94eWIAR
a24Nz000001rtLxIAI,Complete,800Nz000005Z7cCIAS
a24Nz000001ru8LIAQ,Complete,800Nz0000013U18IAE
a24Nz000001rzcfIAA,Complete,800Nz0000014M82IAE
a24Nz000001s0qTIAQ,Complete,800Nz000001kDprIAE
a24Nz000001s0vJIAQ,Complete,800Nz00000B8X3xIAF
a24Nz000001s1WPIAY,Complete,800Nz000007depgIAA
a24Nz000001s3WbIAI,Complete,800Nz000001WZyIIAW
a24Nz000001s3bRIAQ,Complete,800Nz000001vhanIAA
a24Nz000001s4SfIAI,Cancelled,800Nz0000019tBCIAY
a24Nz000001s5TZIAY,Complete,800Nz00000ArUx1IAF
a24Nz000001s7LhIAI,Closed - Tenant Retained,800Nz000001oHMsIAM
a24Nz000001s7WzIAI,Complete,800Nz000003goecIAA
a24Nz000001sI4DIAU,Complete,800Nz000001aD9ZIAU
a24Nz000001sIYrIAM,Complete,800Nz000001aHuhIAE
a24Nz000001sIgvIAE,Complete,800Nz000001aIAoIAM
a24Nz000001sKyrIAE,Complete,800Nz000001AsxvIAC
a24Nz000001sLBlIAM,Complete,800Nz0000014UQMIA2
a24Nz000001sLq5IAE,Complete,800Nz000005cE92IAE
a24Nz000001sM7pIAE,Close - NTQ Denied,800Nz000002wu8kIAA
a24Nz000001sMhJIAU,Complete,800Nz000001wuWIIAY
a24Nz000001sP5hIAE,Complete,800Nz000001ISdFIAW
a24Nz000001sR5uIAE,Complete,800Nz000000mrgPIAQ
a24Nz000001sSOXIA2,Complete,800Nz000001J9iGIAS
a24Nz000001sUQLIA2,Complete,800Nz000001PqUQIA0
a24Nz000001sVhNIAU,Complete,800Nz000001UAmEIAW
a24Nz000001sVr3IAE,Complete,800Nz000004RLVxIAO
a24Nz000001sWtZIAU,Complete,800Nz000001o1oMIAQ
a24Nz000001sYs9IAE,Complete,800Nz000003myq6IAA
a24Nz000001sizZIAQ,Complete,800Nz000002wTqFIAU
a24Nz000001sjM9IAI,Complete,800Nz000000j5mkIAA
a24Nz000001sjdtIAA,Complete,800Nz000001OoPqIAK
a24Nz000001sjpBIAQ,Complete,800Nz000001TKqpIAG
a24Nz000001sjxFIAQ,Complete,800Nz000001BiWqIAK
a24Nz000001sluDIAQ,Complete,800Nz000005ikh9IAA
a24Nz000001smLdIAI,Complete,800Nz0000012lAQIAY
a24Nz000001smiDIAQ,Complete,800Nz000001cFooIAE
a24Nz000001snXrIAI,Complete,800Nz000008nkvYIAQ
a24Nz000001sofBIAQ,Complete,800Nz000002587GIAQ
a24Nz000001sqDxIAI,Complete,800Nz0000045mJRIAY
a24Nz000001stYPIAY,Complete,8008d000000YOU3AAO
a24Nz000001svdRIAQ,Complete,800Nz000001GJ9YIAW
a24Nz000001sw9hIAA,Complete,800Nz00000Bj0TsIAJ
a24Nz000001swrFIAQ,Complete,800Nz000001kQRyIAM
a24Nz000001sww5IAA,Complete,800Nz000001A5lqIAC
a24Nz000001sxH3IAI,Complete,800Nz0000014aqrIAA
a24Nz000001sy53IAA,Complete,800Nz000001SXV7IAO
a24Nz000001szU9IAI,Complete,800Nz000001bRyPIAU
a24Nz000001t7EnIAI,Complete,800Nz000001iPrmIAE
a24Nz000001t7GPIAY,Complete,8008d000000YWAUAA4
a24Nz000001t7gDIAQ,Complete,800Nz0000094KCfIAM
a24Nz000001tBjpIAE,Complete,800Nz000000fMW3IAM
a24Nz000001tRWsIAM,Complete,8008d000000YJaBAAW
a24Nz000001tUOHIA2,Complete,800Nz000000qkuzIAA
a24Nz000001tVfJIAU,Cancelled,800Nz000001bIBuIAM
a24Nz000001tVsDIAU,Closed - Tenant Retained,800Nz0000013S7KIAU
a24Nz000001tW9xIAE,Cancelled,800Nz000000ww5OIAQ
a24Nz000001tXUDIA2,Complete,800Nz000001Le3VIAS
a24Nz000001tYq5IAE,Complete,800Nz000001JPQNIA4
a24Nz000001tZRBIA2,Complete,8008d000000YN30AAG
a24Nz000001tZarIAE,Complete,800Nz000001or2IIAQ
a24Nz000001ta2HIAQ,Complete,800Nz000001BsmEIAS
a24Nz000001taK1IAI,Complete,800Nz0000012YGUIA2
a24Nz000001taYXIAY,Complete,800Nz000007glGDIAY
a24Nz000001tc5hIAA,Complete,800Nz000001p4ylIAA
a24Nz000001tdxpIAA,Complete,8008d000000YnruAAC
a24Nz000001teKPIAY,Complete,800Nz0000024xl9IAA
a24Nz000001tfrZIAQ,Complete,800Nz0000026XbYIAU
a24Nz000001tgFlIAI,Complete,8008d000000Ygp4AAC
a24Nz000001thlJIAQ,Complete,800Nz000001MsPOIA0
a24Nz000001tiCjIAI,Complete,800Nz0000019pkQIAQ
a24Nz000001tjQXIAY,Complete,800Nz000001p8FtIAI
a24Nz000001tjS9IAI,Complete,800Nz000001GC1RIAW
a24Nz000001tjWzIAI,Complete,800Nz000001owq4IAA
a24Nz000001tk1dIAA,Complete,800Nz000001u8TvIAI
a24Nz000001tkjBIAQ,Complete,800Nz000001wyrSIAQ
a24Nz000001tp1JIAQ,Complete,800Nz000001HG7uIAG
a24Nz000001tpEDIAY,Complete,800Nz000001cUZBIA2
a24Nz000001u37VIAQ,Complete,800Nz000005xoArIAI
a24Nz000001u46nIAA,Complete,800Nz000000qW5aIAE
a24Nz000001u4pxIAA,Complete,800Nz000007HDJYIA4
a24Nz000001u5Z7IAI,Complete,800Nz000005Z9RAIA0
a24Nz000001u65NIAQ,Complete,800Nz000000z09bIAA
a24Nz000001u7B7IAI,Complete,800Nz000001ULEgIAO
a24Nz000001u7FxIAI,Complete,8008d000000YNgWAAW
a24Nz000001u7KnIAI,Complete,800Nz000001NdBbIAK
a24Nz000001u7W5IAI,Complete,800Nz000001MgUgIAK
a24Nz000001u7cXIAQ,Complete,800Nz000006hao7IAA
a24Nz000001u8NJIAY,Complete,800Nz000009UsKRIA0
a24Nz000001u8rxIAA,Complete,800Nz000001HM5JIAW
a24Nz000001u8tZIAQ,Complete,800Nz000001LWPUIA4
a24Nz000001u985IAA,Complete,800Nz000001B3mpIAC
a24Nz000001uBBVIA2,Pending Cancel/Close,800Nz0000013QyNIAU
a24Nz000001uC7ZIAU,Complete,800Nz000001Nf3dIAC
a24Nz000001uD8TIAU,Complete,800Nz000003cfmrIAA
a24Nz000001uDA5IAM,Complete,800Nz0000041Vu2IAE
a24Nz000001uDjZIAU,Complete,800Nz000008IHZ3IAO
a24Nz000001uEanIAE,Complete,800Nz000008h2d3IAA
a24Nz000001uEqvIAE,Complete,800Nz000001oEQdIAM
a24Nz000001uFGjIAM,Complete,800Nz000008IVKDIA4
a24Nz000001uHYfIAM,Complete,800Nz000003MyqEIAS
a24Nz000001uLE5IAM,Complete,800Nz000005ZpBRIA0
a24Nz000001uMGbIAM,Complete,800Nz00000E8QVFIA3
a24Nz000001uMZxIAM,Complete,800Nz000006BkSHIA0
a24Nz000001uNSoIAM,Complete,800Nz000006pXuZIAU
a24Nz000001uNkXIAU,Closed - Tenant Retained,800Nz000001Z7qyIAC
a24Nz000001uNuDIAU,Complete,800Nz000001ZCozIAG
a24Nz000001uP4nIAE,Complete,800Nz0000014kJqIAI
a24Nz000001uQorIAE,Complete,800Nz000007LbrmIAC
a24Nz000001uU2sIAE,Complete,800Nz00000AaYK6IAN
a24Nz000001uUIzIAM,Complete,800Nz000001i3uWIAQ
a24Nz000001uUXVIA2,Complete,8008d000000YmkBAAS
a24Nz000001ue0bIAA,Complete,800Nz000009oUQqIAM
a24Nz000001ueYTIAY,Complete,800Nz000008vX7gIAE
a24Nz000001uejlIAA,Complete,800Nz000001GCSrIAO
a24Nz000001uelNIAQ,Closed - Tenant Retained,800Nz0000094aJBIAY
a24Nz000001ufHdIAI,Complete,800Nz000001ygbhIAA
a24Nz000001ufMTIAY,Complete,800Nz000001iSEXIA2
a24Nz000001ufZNIAY,Complete,800Nz000005gVaqIAE
a24Nz000001ugf8IAA,Complete,8008d000000YTwZAAW
a24Nz000001uiNZIAY,Complete,800Nz000006KJRFIA4
a24Nz000001uj1tIAA,Complete,800Nz000000wvviIAA
a24Nz000001ukXSIAY,Complete,800Nz000005J65IIAS
a24Nz000001ulDNIAY,Complete,800Nz000001OXAaIAO
a24Nz000001uljdIAA,Complete,8008d000000YEUYAA4
a24Nz000001umz3IAA,Complete,800Nz00000BPpCOIA1
a24Nz000001unTiIAI,Complete,800Nz000005FQqdIAG
a24Nz000001unjpIAA,Complete,800Nz000008eLiiIAE
a24Nz000001utCXIAY,Complete,800Nz000008FSIkIAO
