Id,Status__c,Tenancy__c
a24Nz000002eu8nIAA,Complete,800Nz000009VLpNIAW
a24Nz000002ev85IAA,Complete,800Nz000003g6QgIAI
a24Nz000002f09NIAQ,Complete,800Nz000002WQz9IAG
a24Nz000002f7UDIAY,Complete,800Nz000002LvS8IAK
a24Nz000002fCGzIAM,Complete,800Nz00000250uKIAQ
a24Nz000002fDOLIA2,Close - NTQ Denied,800Nz00000AxdkWIAR
a24Nz000002fDjJIAU,Pending Cancel/Close,800Nz000001n0ERIAY
a24Nz000002fGsTIAU,Closed - Tenant Retained,800Nz00000Ep7VmIAJ
a24Nz000002fX0TIAU,Closed - Tenant Retained,8008d000000YMetAAG
a24Nz000002fXi1IAE,Closed - Tenant Retained,800Nz0000045JULIA2
a24Nz000002fYe5IAE,Complete,800Nz000002HKisIAG
a24Nz000002fanxIAA,Complete,800Nz0000027otNIAQ
a24Nz000002ffyvIAA,Complete,800Nz00000APvi8IAD
a24Nz000002fhW5IAI,Complete,800Nz000002wmPqIAI
a24Nz000002fijtIAA,Complete,800Nz000002i23PIAQ
a24Nz000002fitZIAQ,Complete,800Nz000003TbKJIA0
a24Nz000002fkAbIAI,Complete,800Nz000002wYt8IAE
a24Nz000002fks9IAA,Closed - Tenant Retained,800Nz0000042FyLIAU
a24Nz000002flcvIAA,Complete,800Nz000005QsUyIAK
a24Nz000002fnEvIAI,Complete,800Nz0000042C4QIAU
a24Nz000002fnTRIAY,Complete,800Nz000002hvExIAI
a24Nz000002foEDIAY,Complete,800Nz000002FrZIIA0
a24Nz000002fpobIAA,Complete,800Nz000002MAsdIAG
a24Nz000002fptRIAQ,Complete,800Nz000002uQ3cIAE
a24Nz000002fqr7IAA,Complete,800Nz000002IPRyIAO
a24Nz000002gEjlIAE,Complete,800Nz000004dMmLIAU
a24Nz000002gF7xIAE,Complete,800Nz00000DM7o9IAD
a24Nz000002gHZZIA2,Complete,800Nz00000GL6KeIAL
a24Nz000002gHg1IAE,Complete,800Nz000001yYb3IAE
a24Nz000002gKFhIAM,Complete,800Nz00000HtDVwIAN
a24Nz000002gLrhIAE,Complete,8008d000000YgnXAAS
a24Nz000002gOJJIA2,Complete,800Nz00000A5OQXIA3
a24Nz000002gOmMIAU,Complete,800Nz000001HNneIAG
a24Nz000002gSwPIAU,Complete,800Nz00000EZG5RIAX
a24Nz000002gW7BIAU,Complete,800Nz000002M08IIAS
a24Nz000002gYvNIAU,Complete,800Nz000009507HIAQ
a24Nz000002goaMIAQ,Closed - Tenant Retained,8008d000000Xv59AAC
a24Nz000002gzAnIAI,Complete,800Nz000009ZJqlIAG
a24Nz000002h1hFIAQ,Complete,800Nz000006wdaOIAQ
a24Nz000002h2i9IAA,Complete,800Nz000004hPCIIA2
a24Nz000002h5WLIAY,Complete,800Nz000004696ZIAQ
a24Nz000002htHrIAI,Complete,800Nz00000AZNyVIAX
a24Nz000002hxIDIAY,Complete,800Nz00000FicYwIAJ
a24Nz000002hy30IAA,Cancelled,800Nz000009rwIQIAY
a24Nz000002hyFuIAI,Complete,800Nz000002NpezIAC
a24Nz000002i17JIAQ,Complete,800Nz000003zEIzIAM
a24Nz000002i1SHIAY,Complete,800Nz000009loxBIAQ
a24Nz000002i32fIAA,Complete,8008d000000YbvDAAS
a24Nz000002i3STIAY,Complete,800Nz000004MoLgIAK
a24Nz000002i3c9IAA,Complete,800Nz000002ujNuIAI
a24Nz000002i3x7IAA,Complete,800Nz000002wU9XIAU
a24Nz000002i4MvIAI,Complete,800Nz00000BlaxuIAB
a24Nz000002iAnKIAU,Complete,800Nz00000E8CX1IAN
a24Nz000002iDlBIAU,Complete,800Nz00000DISTFIA5
a24Nz000002iEnhIAE,Complete,800Nz0000085MmfIAE
a24Nz000002iFAHIA2,Cancelled,8008d000000XvoAAAS
a24Nz000002iIxlIAE,Complete,800Nz0000050azwIAA
a24Nz000002iYhZIAU,Complete,800Nz000005JSdnIAG
a24Nz000002iZH3IAM,Complete,800Nz000007Bsx8IAC
a24Nz000002ia6fIAA,Complete,800Nz00000FAUkFIAX
a24Nz000002iawHIAQ,Complete,800Nz0000037fJUIAY
a24Nz000002ibM5IAI,Complete,800Nz00000I0kq7IAB
a24Nz000002icjaIAA,Complete,800Nz000001ozEHIAY
a24Nz000002ieGjIAI,Complete,800Nz000002i9haIAA
a24Nz000002ifzBIAQ,Complete,800Nz000002ulMYIAY
a24Nz000002ihJRIAY,Complete,800Nz00000AxdkWIAR
a24Nz000002iiCIIAY,Complete,800Nz000003Ou90IAC
a24Nz000002ikUDIAY,Complete,800Nz000002ELIBIA4
a24Nz000002iltKIAQ,Complete,800Nz00000DmdPNIAZ
a24Nz000002imsbIAA,Complete,800Nz000003EsGpIAK
a24Nz000002inBxIAI,Complete,800Nz000002oAhXIAU
a24Nz000002inLdIAI,Complete,800Nz000002kSd6IAE
a24Nz000002irlpIAA,Complete,800Nz00000BjB7WIAV
a24Nz000002is8PIAQ,Complete,800Nz000009nvbFIAQ
a24Nz000002iubdIAA,Complete,800Nz00000CbqKJIAZ
a24Nz000002iuoXIAQ,Complete,800Nz00000912qlIAA
a24Nz000002iuwbIAA,Complete,800Nz000008mhUHIAY
a24Nz000002jAZxIAM,Complete,800Nz000002MErKIAW
a24Nz000002jBz3IAE,Complete,800Nz00000C3sGJIAZ
a24Nz000002jCezIAE,Complete,800Nz000001oHq0IAE
a24Nz000002jE8vIAE,Complete,800Nz000006kfJQIAY
a24Nz000002jEDlIAM,Complete,800Nz000002e9TGIAY
a24Nz000002jIZ7IAM,Complete,800Nz000002NXDRIA4
a24Nz000002jJ5NIAU,Complete,800Nz00000C6SkVIAV
a24Nz000002jM4rIAE,Complete,8008d000000YfV7AAK
a24Nz000002jNCDIA2,Complete,8008d000000YF5pAAG
a24Nz000002jOkzIAE,Complete,800Nz000008zaF1IAI
a24Nz000002jPvZIAU,Complete,800Nz000008hrUOIAY
a24Nz000002jRcPIAU,Complete,800Nz000003jzwtIAA
a24Nz000002jS0bIAE,Complete,800Nz000009BOppIAG
a24Nz000002jSAHIA2,Complete,800Nz000003nUjEIAU
a24Nz000002jSNBIA2,Complete,8008d000000Yaq5AAC
a24Nz000002jmvNIAQ,Complete,800Nz000001jK8WIAU
a24Nz000002jqcPIAQ,Complete,800Nz000008qYtvIAE
a24Nz000002ju1hIAA,Complete,800Nz000009zQ3kIAE
a24Nz000002jujGIAQ,Complete,800Nz00000428TpIAI
a24Nz000002juzNIAQ,Complete,8008d000000YSfiAAG
a24Nz000002jxXRIAY,Complete,800Nz00000Et2HLIAZ
a24Nz000002jyRtIAI,Complete,800Nz00000As3fzIAB
a24Nz000002jyZxIAI,Complete,800Nz000003Ev4pIAC
a24Nz000002jymrIAA,Complete,800Nz000002E296IAC
a24Nz000002jyuvIAA,Complete,800Nz000008Od0ZIAS
a24Nz000002k0IPIAY,Closed - Tenant Retained,800Nz000003k4q6IAA
a24Nz000002k181IAA,Complete,800Nz000008Kb5bIAC
a24Nz000002k5RlIAI,Complete,800Nz000002QCqoIAG
a24Nz000002k7dFIAQ,Complete,800Nz000003Ot4wIAC
a24Nz000002k81RIAQ,Complete,800Nz000002ucciIAA
a24Nz000002k9wnIAA,Complete,800Nz000000xtTeIAI
a24Nz000002kQJJIA2,Complete,800Nz000002x8oYIAQ
a24Nz000002kQmMIAU,Complete,800Nz00000EW8DpIAL
a24Nz000002kTgzIAE,Complete,800Nz000004UNMjIAO
a24Nz000002kUBdIAM,Complete,800Nz000002mHf5IAE
a24Nz000002kYdRIAU,Complete,800Nz000003MV1qIAG
a24Nz000002kbY5IAI,Complete,800Nz00000AcDkwIAF
a24Nz000002kdmnIAA,Complete,800Nz000002G6y3IAC
a24Nz000002keNuIAI,Complete,8008d000000YnE3AAK
a24Nz000002kjnNIAQ,Complete,800Nz00000HHJ9RIAX
a24Nz000002kxAQIAY,Complete,800Nz000003DgPbIAK
a24Nz000002kxC1IAI,Complete,800Nz0000038O3RIAU
a24Nz000002ldETIAY,Complete,800Nz000002qjb9IAA
a24Nz000002lfD3IAI,Complete,800Nz000003OyhXIAS
a24Nz000002lhraIAA,Cancelled,800Nz00000FX2xMIAT
a24Nz000002lj3lIAA,Complete,800Nz000003DjjyIAC
a24Nz000002ljF3IAI,Complete,800Nz000004gbVVIAY
a24Nz000002llYbIAI,Complete,800Nz000008qcSzIAI
a24Nz000002lldRIAQ,Complete,800Nz000009bmtQIAQ
a24Nz000002lsLZIAY,Complete,800Nz00000CJJEiIAP
a24Nz000002ltntIAA,Complete,8008d000000YeNFAA0
a24Nz000002lvGDIAY,Complete,800Nz00000BMvflIAD
a24Nz000002lvT7IAI,Closed - Tenant Retained,800Nz0000048oINIAY
a24Nz000002lxmfIAA,Complete,800Nz00000CMepeIAD
a24Nz000002m1lRIAQ,Complete,800Nz000002om3dIAA
a24Nz000002m3DlIAI,Complete,800Nz000005QejhIAC
a24Nz000002m72rIAA,Closed - Tenant Retained,8008d000000XwmDAAS
a24Nz000002mOA9IAM,Complete,800Nz000004qiArIAI
a24Nz000002mPe5IAE,Complete,800Nz00000ERNiDIAX
a24Nz000002mPivIAE,Complete,800Nz000003cnveIAA
a24Nz000002mQgbIAE,Closed - Tenant Retained,800Nz000003fu2xIAA
a24Nz000002mQv7IAE,Complete,800Nz00000FfAIwIAN
a24Nz000002mTY1IAM,Complete,800Nz000000rVXEIA2
a24Nz000002mUXJIA2,Complete,800Nz000001FOUaIAO
a24Nz000002mVhvIAE,Complete,800Nz00000CyxBGIAZ
a24Nz000002mWCXIA2,Complete,8008d000000YSYIAA4
a24Nz000002mX29IAE,Complete,8008d000000YSYwAAO
a24Nz000002mXGfIAM,Complete,800Nz000004RbPNIA0
a24Nz000002mYe9IAE,Complete,800Nz000001p1JMIAY
a24Nz000002mZTmIAM,Complete,800Nz000005gZmbIAE
a24Nz000002maMcIAI,Complete,800Nz00000CVc5ZIAT
a24Nz000002mauTIAQ,Complete,800Nz000002Xyh0IAC
a24Nz000002mbc1IAA,Complete,800Nz00000C14nWIAR
a24Nz000002mhzBIAQ,Complete,800Nz000004NQSYIA4
a24Nz000002milZIAQ,Complete,800Nz00000HE2BRIA1
a24Nz000002mkYrIAI,Complete,800Nz00000E911LIAR
a24Nz000002mkgvIAA,Complete,800Nz000001ydPYIAY
a24Nz000002mmnZIAQ,Complete,8008d000000YRL5AAO
a24Nz000002mnA9IAI,Complete,8008d000000YVsQAAW
a24Nz000002moscIAA,Complete,800Nz000005ivkTIAQ
a24Nz000002mtCLIAY,Complete,800Nz000005s1qhIAA
a24Nz000002n6UXIAY,Complete,800Nz00000AsAhPIAV
a24Nz000002n7YfIAI,Complete,800Nz00000ALWIXIA5
a24Nz000002n7nBIAQ,Complete,800Nz00000CjTLcIAN
a24Nz000002n8bBIAQ,Complete,800Nz00000IYzWdIAL
a24Nz000002n9IjIAI,Complete,800Nz000004NqJrIAK
a24Nz000002nGGzIAM,Complete,800Nz000007Qdl5IAC
a24Nz000002nI7VIAU,Complete,800Nz000006HO7RIAW
a24Nz000002nInSIAU,Complete,800Nz000008Nsg2IAC
a24Nz000002nKCXIA2,Complete,800Nz000002dr0AIAQ
a24Nz000002nNjtIAE,Complete,800Nz000009Dl4AIAS
a24Nz000002nfvJIAQ,Complete,800Nz000009hUYjIAM
a24Nz000002nhPFIAY,Complete,800Nz00000GHq5xIAD
a24Nz000002nsPVIAY,Complete,800Nz000001TFKrIAO
a24Nz000002nsfeIAA,Closed - Tenant Retained,800Nz0000097ZNMIA2
a24Nz000002nvgkIAA,Complete,800Nz000004wwuYIAQ
a24Nz000002nx0zIAA,Closed - Tenant Retained,800Nz00000IE3q8IAD
a24Nz000002nzu1IAA,Complete,800Nz000002qygVIAQ
a24Nz000002o0oTIAQ,Closed - Tenant Retained,800Nz0000026H1zIAE
a24Nz000002o0wXIAQ,Closed - Tenant Retained,800Nz000000jEd9IAE
a24Nz000002o17pIAA,Complete,8008d000000YRiVAAW
a24Nz000002o4aLIAQ,Complete,800Nz000008KqieIAC
a24Nz000002o7pxIAA,Complete,800Nz000000eMwMIAU
a24Nz000002o8UHIAY,Complete,800Nz00000FzOckIAF
a24Nz000002oCHlIAM,Complete,800Nz000005SacAIAS
a24Nz000002oRGnIAM,Complete,800Nz000001a5a9IAA
a24Nz000002oVttIAE,Complete,800Nz00000Gpyc4IAB
a24Nz000002oYJtIAM,Complete,800Nz0000061DUQIA2
a24Nz000002oYerIAE,Complete,800Nz00000613rpIAA
a24Nz000002oh5SIAQ,Complete,800Nz000008btPDIAY
a24Nz000002op6DIAQ,Complete,800Nz00000IIzQrIAL
a24Nz000002os8vIAA,Complete,800Nz000007KnIIIA0
a24Nz000002pNe9IAE,Complete,8008d000000XyapAAC
a24Nz000002pPMbIAM,Complete,800Nz000006DS6HIAW
a24Nz000002pSsLIAU,Complete,800Nz00000Af0WIIAZ
a24Nz000002pTbVIAU,Complete,800Nz00000FiTSLIA3
a24Nz000002pUVxIAM,Complete,800Nz00000FHedKIAT
a24Nz000002pVi9IAE,Complete,800Nz000003zNnZIAU
a24Nz000002pW6LIAU,Complete,800Nz0000052okFIAQ
a24Nz000002pWHeIAM,Complete,800Nz000004QZJIIA4
a24Nz000002pX2PIAU,Complete,800Nz00000Hw9tyIAB
a24Nz000002pX41IAE,Complete,800Nz000007QklwIAC
a24Nz000002pfEUIAY,Complete,800Nz000002zO7YIAU
a24Nz000002piyjIAA,Complete,800Nz000003TJyUIAW
a24Nz000002poEXIAY,Complete,800Nz00000EeFoHIAV
a24Nz000002q3QTIAY,Complete,800Nz00000FawnGIAR
a24Nz000002q41ZIAQ,Complete,800Nz0000048UhmIAE
a24Nz000002q7STIAY,Complete,800Nz000003yJJ9IAM
a24Nz000002q9ndIAA,Complete,800Nz00000A7k5LIAR
a24Nz000002qEiTIAU,Complete,800Nz000003RZ05IAG
a24Nz000002qIyzIAE,Complete,8008d000000YPpcAAG
a24Nz000002qMEcIAM,Complete,800Nz000002uZq7IAE
a24Nz000002qNyfIAE,Complete,800Nz000005YopEIAS
a24Nz000002qOBbIAM,Complete,800Nz00000BRgQ6IAL
a24Nz000002qOI2IAM,Complete,800Nz00000B8bTxIAJ
a24Nz000002qiF7IAI,Complete,800Nz00000D9lZhIAJ
a24Nz000002qpdBIAQ,Complete,800Nz000007dGnPIAU
a24Nz000002qrn3IAA,Complete,800Nz00000G6V9hIAF
a24Nz000002qu6bIAA,Complete,800Nz000009knK2IAI
a24Nz000002qvSTIAY,Complete,800Nz000007aPITIA2
a24Nz000002qwgHIAQ,Complete,800Nz00000AsA4nIAF
a24Nz000002qxinIAA,Complete,800Nz000004qmuTIAQ
a24Nz000002qz9VIAQ,Complete,8008d000000YQ51AAG
a24Nz000002r16TIAQ,Complete,800Nz000003yuvHIAQ
a24Nz000002rLgHIAU,Complete,800Nz00000Aa0F9IAJ
a24Nz000002rMXWIA2,Complete,800Nz0000041sguIAA
a24Nz000002rU0PIAU,Closed - Tenant Retained,800Nz00000HwHwPIAV
a24Nz000002rXCnIAM,Complete,800Nz00000DQmWBIA1
a24Nz000002rZWLIA2,Complete,800Nz00000A1ZKhIAN
a24Nz000002raKLIAY,Complete,800Nz00000503b2IAA
a24Nz000002rgsnIAA,Complete,800Nz000003Tl22IAC
a24Nz000002rk6nIAA,Complete,800Nz000003cg1UIAQ
a24Nz000002rtTSIAY,Complete,800Nz000007UJvgIAG
a24Nz000002rvgXIAQ,Complete,800Nz000004JV9HIAW
a24Nz000002rweDIAQ,Complete,800Nz000003QskgIAC
a24Nz000002rzSPIAY,Complete,800Nz000005gaUDIAY
a24Nz000002s0rVIAQ,Complete,800Nz000004MZrDIAW
a24Nz000002s17dIAA,Complete,800Nz000007fu5RIAQ
a24Nz000002s4ofIAA,Complete,8008d000000YEqpAAG
a24Nz000002s4qHIAQ,Complete,800Nz000009NbHrIAK
a24Nz000002s8AjIAI,Complete,800Nz00000DIMU2IAP
a24Nz000002sNswIAE,Cancelled,800Nz0000019pxEIAQ
a24Nz000002sO93IAE,Complete,800Nz000001FHcjIAG
a24Nz000002sPUvIAM,Complete,800Nz000001Z7xLIAS
a24Nz000002t1lVIAQ,Complete,800Nz00000GPLGCIA5
a24Nz000002t5E1IAI,Complete,8008d000000YQckAAG
a24Nz000002t8GjIAI,Complete,800Nz00000IAmDwIAL
a24Nz000002t9fpIAA,Complete,800Nz00000HS6wwIAD
a24Nz000002tA7FIAU,Complete,800Nz000001jLRBIA2
a24Nz000002tAyTIAU,Complete,800Nz00000EvVSDIA3
a24Nz000002tJX7IAM,Complete,800Nz000002mB1mIAE
a24Nz000002tKY1IAM,Complete,800Nz000006454HIAQ
a24Nz000002tMhuIAE,Complete,800Nz00000A7ZjRIAV
a24Nz000002tQDdIAM,Complete,800Nz00000E6k9wIAB
a24Nz000002tRCvIAM,Complete,800Nz00000CypY1IAJ
a24Nz000002tklpIAA,Complete,800Nz000003P5J2IAK
a24Nz000002tnN7IAI,Complete,800Nz000009YH1NIAW
a24Nz000002tnwbIAA,Complete,800Nz000003yGd1IAE
a24Nz000002tpAPIAY,Complete,800Nz00000IZcEYIA1
a24Nz000002trQjIAI,Complete,800Nz00000G1yveIAB
a24Nz000002trgrIAA,Complete,800Nz000003bfvSIAQ
a24Nz000002tsLBIAY,Complete,800Nz00000ACWPpIAP
a24Nz000002tsufIAA,Complete,8008d000000YODaAAO
a24Nz000002tutFIAQ,Complete,800Nz00000BM9klIAD
a24Nz000002tvPVIAY,Complete,800Nz00000Bj5i8IAB
a24Nz000002tvu9IAA,Complete,800Nz00000HSzF2IAL
a24Nz000002txuLIAQ,Complete,800Nz0000084awMIAQ
a24Nz000002u5WvIAI,Complete,800Nz00000BOhIPIA1
a24Nz000002u5gbIAA,Complete,800Nz0000019p2mIAA
a24Nz000002uCIHIA2,Complete,800Nz0000042m7tIAA
a24Nz000002uLWrIAM,Complete,8008d000000XvtPAAS
a24Nz000002uLmzIAE,Complete,800Nz000004Wgl2IAC
a24Nz000002uNiLIAU,Complete,800Nz000005a5gYIAQ
a24Nz000002uNyTIAU,Complete,800Nz00000C2rKfIAJ
a24Nz000002uOUkIAM,Complete,800Nz000006Aez7IAC
a24Nz000002uOXxIAM,Complete,800Nz000002q2W2IAI
a24Nz000002uPDtIAM,Complete,800Nz000003CmaQIAS
a24Nz000002uPU1IAM,Complete,800Nz00000GpH9QIAV
a24Nz000002uPc5IAE,Complete,800Nz00000BMiTzIAL
a24Nz000002uR9FIAU,Closed - Tenant Retained,800Nz0000069HkqIAE
a24Nz000002uRSbIAM,Complete,800Nz00000HSZdnIAH
a24Nz000002uSjhIAE,Complete,800Nz000003yGo9IAE
a24Nz000002uUqHIAU,Closed - Tenant Retained,800Nz000001aHwDIAU
a24Nz000002uXEfIAM,Complete,800Nz00000KM3blIAD
a24Nz000002uXcrIAE,Complete,800Nz00000KMBvwIAH
a24Nz000002uZhzIAE,Complete,800Nz000003RskDIAS
a24Nz000002uccXIAQ,Complete,800Nz00000Fb2NBIAZ
a24Nz000002ufVaIAI,Complete,800Nz00000BeR88IAF
a24Nz000002ugkzIAA,Complete,8008d000000YnBhAAK
a24Nz000002ugmcIAA,Complete,800Nz00000CJe7oIAD
a24Nz000002ujHRIAY,Complete,800Nz000003HHp9IAG
a24Nz000002uyWbIAI,Complete,800Nz000004WymsIAC
a24Nz000002v16HIAQ,Complete,8008d000000YcXrAAK
a24Nz000002v3T3IAI,Complete,8008d000000Yk67AAC
a24Nz000002v40vIAA,Complete,800Nz00000562YyIAI
a24Nz000002v4H3IAI,Complete,800Nz000004M2qaIAC
a24Nz000002v6VlIAI,Complete,800Nz00000EFlTEIA1
a24Nz000002vAvxIAE,Complete,800Nz0000097HF7IAM
a24Nz000002vGq5IAE,Complete,800Nz00000DsIYXIA3
a24Nz000002vHuDIAU,Closed - Tenant Retained,800Nz00000KFGAsIAP
a24Nz000002vMFZIA2,Complete,800Nz00000382USIAY
a24Nz000002vcyfIAA,Complete,800Nz000005T1tuIAC
a24Nz000002vdJdIAI,Complete,800Nz000007aJhhIAE
a24Nz000002veArIAI,Complete,800Nz000003yHXMIA2
a24Nz000002veIvIAI,Cancelled,800Nz00000IijlTIAR
a24Nz000002velxIAA,Complete,800Nz000001yzssIAA
a24Nz000002vi4nIAA,Cancelled,8004J000001J0iqQAC
a24Nz000002vnyvIAA,Complete,800Nz000009s6ZYIAY
a24Nz000002voADIAY,Complete,800Nz00000E4RUmIAN
a24Nz000002vqTlIAI,Complete,800Nz000002Lof5IAC
a24Nz000002vuXNIAY,Complete,800Nz00000EZ9BgIAL
a24Nz000002wYBRIA2,Complete,800Nz000003GwUjIAK
a24Nz000002wad3IAA,Complete,800Nz000008pmvdIAA
a24Nz000002wapxIAA,Complete,8008d000000YRY5AAO
a24Nz000002wawPIAQ,Complete,800Nz000009NeHSIA0
a24Nz000002wbHNIAY,Complete,800Nz000002c6G9IAI
a24Nz000002wgycIAA,Complete,800Nz00000BdDDnIAN
a24Nz000002whg9IAA,Closed - Tenant Retained,800Nz000005GU8wIAG
a24Nz000002wiNhIAI,Complete,800Nz000003RPLdIAO
a24Nz000002wiPJIAY,Complete,8008d000000Yn9WAAS
a24Nz000002winVIAQ,Complete,8008d000000XvWFAA0
a24Nz000002wuNFIAY,Complete,800Nz000000qcHQIAY
a24Nz000002wyM1IAI,Complete,800Nz000008pvKiIAI
a24Nz000002xGh7IAE,Complete,800Nz00000BOy7xIAD
a24Nz000002xHRtIAM,Complete,800Nz000006B55oIAC
a24Nz000002xHmrIAE,Complete,800Nz000005le95IAA
a24Nz000002xHzlIAE,Complete,800Nz000005lTdKIAU
a24Nz000002xJiDIAU,Closed - Tenant Retained,800Nz000002o0oXIAQ
a24Nz000002xL7JIAU,Closed - Tenant Retained,800Nz000009RmZuIAK
a24Nz000002xMbGIAU,Cancelled,800Nz000002EH1RIAW
a24Nz000002xNsHIAU,Complete,800Nz000003HOVdIAO
a24Nz000002xOy1IAE,Complete,800Nz000005gjDxIAI
a24Nz000002xVEjIAM,Complete,800Nz0000059WSPIA2
a24Nz000002xVcvIAE,Complete,800Nz0000012nwwIAA
a24Nz000002xYPVIA2,Complete,800Nz000002uTnyIAE
a24Nz000002xfIvIAI,Complete,800Nz0000016Wr3IAE
a24Nz000002xg0TIAQ,Complete,800Nz000007JwKgIAK
a24Nz000002y33VIAQ,Complete,800Nz00000IVTrUIAX
a24Nz000002y3zZIAQ,Complete,800Nz000005cxZ1IAI
a24Nz000002y8WDIAY,Closed - Tenant Retained,800Nz000004eEWiIAM
a24Nz000002yBInIAM,Complete,800Nz000004hjMDIAY
a24Nz000002yBPFIA2,Complete,800Nz000005JryiIAC
a24Nz000002yFcXIAU,Complete,800Nz0000074IqNIAU
a24Nz000002yFhNIAU,Complete,800Nz000002katlIAA
a24Nz000002yIiTIAU,Complete,800Nz00000DIBFRIA5
a24Nz000002yKdpIAE,Complete,800Nz000005lnKNIAY
a24Nz000002yKkHIAU,Complete,800Nz000002q2r4IAA
a24Nz000002yMGAIA2,Complete,800Nz000003DJjAIAW
a24Nz000002yMsXIAU,Closed - Tenant Retained,800Nz00000DntIXIAZ
a24Nz000002yN0bIAE,Complete,800Nz00000AHrwlIAD
a24Nz000002yN8fIAE,Complete,800Nz000001ZjbYIAS
a24Nz000002yOJFIA2,Complete,800Nz0000052weZIAQ
a24Nz000002yeRFIAY,Complete,800Nz000003TWcQIAW
a24Nz000002yfn7IAA,Complete,800Nz00000G74nKIAR
a24Nz000002yhKHIAY,Complete,800Nz000003yebyIAA
a24Nz000002ymYTIAY,Complete,800Nz000005FpQjIAK
a24Nz000002ynkfIAA,Complete,800Nz00000AfImWIAV
a24Nz000002ypo5IAA,Complete,800Nz00000EZvwFIAT
a24Nz000002yqdhIAA,Complete,8008d000000YPSJAA4
a24Nz000002yvNFIAY,Complete,800Nz000004YLKhIAO
a24Nz000002z8cDIAQ,Complete,800Nz000004RQAcIAO
a24Nz000002zA1JIAU,Complete,800Nz000007UIMtIAO
a24Nz000002zDTpIAM,Complete,800Nz00000EB7flIAD
a24Nz000002zE4vIAE,Complete,800Nz000004Nq22IAC
a24Nz000002zET7IAM,Complete,800Nz000008mKnvIAE
a24Nz000002zEkrIAE,Complete,800Nz000006GddAIAS
a24Nz000002zF4DIAU,Complete,800Nz00000D8dpjIAB
a24Nz000002zNplIAE,Complete,800Nz00000Bwgf9IAB
a24Nz000002zbCnIAI,Complete,800Nz0000059xB2IAI
a24Nz000002zgijIAA,Complete,800Nz000003qJt0IAE
a24Nz0000030BmXIAU,Close - NTQ Denied,800Nz00000DmeRtIAJ
a24Nz0000030CNdIAM,Complete,800Nz000004WpmhIAC
a24Nz0000030CVhIAM,Complete,800Nz000009hiQgIAI
a24Nz0000030K0DIAU,Complete,800Nz000001wx7HIAQ
a24Nz0000030NsYIAU,Complete,800Nz000002VwY2IAK
a24Nz0000030S7RIAU,Complete,800Nz000006HxufIAC
a24Nz0000030SVdIAM,Complete,800Nz000008qO3VIAU
a24Nz0000030Uu1IAE,Complete,8008d000000YpLgAAK
a24Nz0000030UyrIAE,Complete,800Nz0000033E4jIAE
a24Nz0000030YO9IAM,Complete,8008d000000YOoYAAW
a24Nz0000030kdrIAA,Complete,800Nz00000COJZ4IAP
a24Nz0000030mm5IAA,Complete,800Nz00000CzdK5IAJ
a24Nz0000030p0nIAA,Complete,800Nz000007dFzNIAU
a24Nz0000030rAfIAI,Complete,800Nz000003xwnxIAA
a24Nz0000030rLyIAI,Complete,8008d000000YQdDAAW
a24Nz0000030sTJIAY,Complete,800Nz00000Bxos5IAB
a24Nz0000030t9FIAQ,Complete,800Nz00000AKzPsIAL
a24Nz0000030tUDIAY,Closed - Tenant Retained,800Nz00000CGmZkIAL
a24Nz0000030yk2IAA,Complete,800Nz000002o0oXIAQ
a24Nz000003146HIAQ,Complete,800Nz00000IiFaVIAV
a24Nz0000031JGbIAM,Complete,800Nz000003cxS1IAI
a24Nz0000031Km9IAE,Complete,800Nz000009MaJ5IAK
a24Nz0000031L0fIAE,Complete,800Nz000002P1uGIAS
a24Nz0000031NqTIAU,Complete,800Nz00000F44Z3IAJ
a24Nz0000031SdFIAU,Complete,800Nz000003deYiIAI
a24Nz0000031TmEIAU,Complete,800Nz00000KhX8TIAV
a24Nz0000031Vb7IAE,Closed - Tenant Retained,800Nz000004QYdIIAW
a24Nz0000031VoCIAU,Complete,800Nz00000E4eLNIAZ
a24Nz0000031WTxIAM,Complete,800Nz000004XnZ7IAK
a24Nz0000031ZYHIA2,Complete,800Nz000005J3LuIAK
a24Nz0000031bBuIAI,Complete,800Nz00000CVKjjIAH
a24Nz0000031cPiIAI,Complete,800Nz00000618PwIAI
a24Nz0000031cXlIAI,Complete,800Nz00000AwW6jIAF
a24Nz0000031eJRIAY,Complete,800Nz000004LsGIIA0
a24Nz0000031jMLIAY,Complete,800Nz00000CcVFRIA3
a24Nz0000031vCDIAY,Complete,800Nz00000CWS5kIAH
a24Nz0000031wGLIAY,Complete,8008d000000YUPhAAO
a24Nz00000321zBIAQ,Complete,800Nz00000E3w9GIAR
a24Nz00000325oHIAQ,Complete,800Nz000002hecIIAQ
a24Nz00000328ZFIAY,Complete,800Nz00000BCElnIAH
a24Nz0000032APlIAM,Complete,800Nz000005JXv7IAG
a24Nz0000032DnRIAU,Complete,800Nz00000E910kIAB
a24Nz0000032EBdIAM,Complete,800Nz00000EZR8eIAH
a24Nz0000032IjtIAE,Complete,800Nz00000Dw6wrIAB
a24Nz0000032SkrIAE,Complete,800Nz00000E4UdoIAF
a24Nz0000032TtpIAE,Complete,800Nz000003o5cXIAQ
a24Nz0000032bxpIAA,Complete,800Nz00000BLlybIAD
a24Nz0000032ecLIAQ,Complete,800Nz00000HVbUhIAL
