"pms_reference","opportunity_id","opportunity_agreement_type","tenancy_agreement_type"
"127172001001","006Nz000001M4dyIAC","AST (Affordable)","AST"
"127173001001","0064J00000DFRqFQAX","AST (Affordable)","AST"
"127173001001","006Nz000000eZwkIAE","AST (Affordable)","AST"
"127174001001","0064J00000DFRrgQAH","AST (Affordable)","AST"
"127174001001","006Nz000001KAcEIAW","AST (Affordable)","AST"
"127175001002","0068d000004g3tnAAA","AST","AST (Affordable)"
"127180001001","0064J00000DFRo5QAH","AST (Affordable)","AST"
"127180001001","006Nz000000W91mIAC","AST (Affordable)","AST"
"127180001001","006Nz00000CLp58IAD","AST (Affordable)","AST"
"127182001002","0064J00000FX7d2QAD","AST","AST (Affordable)"
"127200001001","0064J00000DFRtiQAH","AST (Affordable)","AST"
"127200001001","006Nz0000027d8XIAQ","AST (Affordable)","AST"
"127209001001","0064J00000DFRWGQA5","AST (Affordable)","AST"
"127209001001","006Nz000001wVz7IAE","AST (Affordable)","AST"
"127210001002","0064J00000DFRc8QAH","AST (Affordable)","AST"
"127210001002","006Nz000004XzlhIAC","AST (Affordable)","AST"
"127211001001","0064J00000DFRniQAH","AST (Affordable)","AST"
"127211001001","006Nz000002FDIOIA4","AST (Affordable)","AST"
"127229002001","0064J00000DFRNUQA5","AST (Affordable)","AST"
"127229002001","006Nz0000061JOaIAM","AST (Affordable)","AST"
"127229003001","0064J00000DFRfcQAH","AST (Affordable)","AST"
"127229003001","006Nz000005ws23IAA","AST (Affordable)","AST"
"127229004001","0064J00000DFRlpQAH","AST (Affordable)","AST"
"127229004001","006Nz000006cLJXIA2","AST (Affordable)","AST"
"127229008001","0064J00000DFRi9QAH","AST (Affordable)","AST"
"127229008001","006Nz000006cLJWIA2","AST (Affordable)","AST"
"127229015001","0064J00000DFRhTQAX","AST (Affordable)","AST"
"127229015001","006Nz0000074p58IAA","AST (Affordable)","AST"
"127229018001","0064J00000DFRvdQAH","AST (Affordable)","AST"
"127229018001","006Nz00000677kZIAQ","AST (Affordable)","AST"
"127229020001","0064J00000DFRS6QAP","AST (Affordable)","AST"
"127229020001","006Nz0000064rf2IAA","AST (Affordable)","AST"
"127229022001","0064J00000DFRubQAH","AST (Affordable)","AST"
"127229022001","006Nz000006tr3UIAQ","AST (Affordable)","AST"
"127231001001","0064J00000DFRhYQAX","AST (Affordable)","AST"
"127231001001","006Nz000005MMbhIAG","AST (Affordable)","AST"
"127233001001","0064J00000DFRW2QAP","AST (Affordable)","AST"
"127233001001","006Nz000006P9MqIAK","AST (Affordable)","AST"
"127234001001","0064J00000DFRUHQA5","AST (Affordable)","AST"
"127234001001","006Nz000005FE34IAG","AST (Affordable)","AST"
"127248001001","0064J00000DFRwgQAH","AST (Affordable)","AST"
"127248001001","006Nz000008uvpGIAQ","AST (Affordable)","AST"
"127249001001","0064J00000DFRviQAH","AST (Affordable)","AST"
"127249001001","006Nz000008uvpFIAQ","AST (Affordable)","AST"
"127251001001","0064J00000DFRnYQAX","AST (Affordable)","AST"
"127251001001","006Nz000008m54HIAQ","AST (Affordable)","AST"
"127252001001","0064J00000DFQHeQAP","AST (Affordable)","AST"
"127252001001","006Nz00000968bYIAQ","AST (Affordable)","AST"
"127253001001","0064J00000DFRuvQAH","AST (Affordable)","AST"
"127253001001","006Nz000009fr9gIAA","AST (Affordable)","AST"
"127257002001","0064J00000DFRy8QAH","AST (Affordable)","AST"
"127257002001","006Nz00000BrL5OIAV","AST (Affordable)","AST"
"127257005001","0064J00000DFRnrQAH","AST (Affordable)","AST"
"127257005001","006Nz00000BrL5MIAV","AST (Affordable)","AST"
"127257006001","0064J00000DFRjLQAX","AST (Affordable)","AST"
"127257006001","006Nz00000BrL5KIAV","AST (Affordable)","AST"
"127257008001","0064J00000DFRx6QAH","AST (Affordable)","AST"
"127283005001","0064J00000DFRtKQAX","AST (Affordable)","AST"
"127283005001","006Nz00000LR5UHIA1","AST (Affordable)","AST"
"127283009002","0064J00000DFRZWQA5","AST (Affordable)","AST"
"127283009002","006Nz00000MHuNpIAL","AST (Affordable)","AST"
"127283011001","0064J00000DFRzIQAX","AST (Affordable)","AST"
"127283011001","006Nz00000JXR6bIAH","AST (Affordable)","AST"
"127283012001","0064J00000DFRgQQAX","AST (Affordable)","AST"
"127283012001","006Nz00000LmMGhIAN","AST (Affordable)","AST"
"127285001001","0064J00000DFRsaQAH","AST (Affordable)","AST"
"127285001001","006Nz00000HfPTjIAN","AST (Affordable)","AST"
"127287001001","0064J00000DFRxKQAX","AST (Affordable)","AST"
"127287001001","006Nz00000K9FAoIAN","AST (Affordable)","AST"
"127288001001","0064J00000DFRx5QAH","AST (Affordable)","AST"
"127288001001","006Nz00000Go8XRIAZ","AST (Affordable)","AST"
"127289001001","0064J00000DFRymQAH","AST (Affordable)","AST"
"127289001001","006Nz00000INPcvIAH","AST (Affordable)","AST"
"127290001001","0064J00000DFRxLQAX","AST (Affordable)","AST"
"127290001001","006Nz00000Go8XSIAZ","AST (Affordable)","AST"
"127291001002","0064J00000DFRnRQAX","AST (Affordable)","AST"
"127291001002","006Nz00000JGRFtIAP","AST (Affordable)","AST"
"127292001001","0064J00000DFRzpQAH","AST (Affordable)","AST"
"127292001001","006Nz00000HfPTkIAN","AST (Affordable)","AST"
"127311001001","0064J00000DFRkvQAH","AST (Affordable)","AST"
"127311001001","006Nz00000MHuNrIAL","AST (Affordable)","AST"
"127312001001","0064J00000DFRrAQAX","AST (Affordable)","AST"
"127312001001","006Nz00000LfBhpIAF","AST (Affordable)","AST"
"127322001001","0064J00000DFS1HQAX","AST (Affordable)","AST"
"127322001001","006Nz00000OlEbDIAV","AST (Affordable)","AST"
"127323001001","0064J00000DFRx7QAH","AST (Affordable)","AST"
"127323001001","006Nz00000OlEbCIAV","AST (Affordable)","AST"
"127325001001","0064J00000DFPJzQAP","AST (Affordable)","AST"
"127325001001","006Nz00000MkjlRIAR","AST (Affordable)","AST"
"127327001001","0064J00000DFRhoQAH","AST (Affordable)","AST"
"127327001001","006Nz00000IjxMYIAZ","AST (Affordable)","AST"
"127328001001","0064J00000DFRghQAH","AST (Affordable)","AST"
"127328001001","006Nz00000Ih6mFIAR","AST (Affordable)","AST"
"127329001001","0064J00000DFRXyQAP","AST (Affordable)","AST"
"127329001001","006Nz00000JKchKIAT","AST (Affordable)","AST"
"127330001001","0064J00000DFS2QQAX","AST (Affordable)","AST"
"127330001001","006Nz00000Je4OXIAZ","AST (Affordable)","AST"
"127348001001","0064J00000DFS2aQAH","AST (Affordable)","AST"
"127348001001","006Nz00000ORyYaIAL","AST (Affordable)","AST"
"127351001001","0064J00000DFS2oQAH","AST (Affordable)","AST"
"127351001001","006Nz00000O4wvfIAB","AST (Affordable)","AST"
"127354001001","0064J00000DFRtyQAH","AST (Affordable)","AST"
"127354001001","006Nz00000PmE2OIAV","AST (Affordable)","AST"
"127483023002","0068d000008e8tqAAA","AST","AST (Affordable)"
"127483049001","006Nz000002l0EmIAI","AST (Affordable)","AST"
"127483049001","006Nz00000CXUU4IAP","AST (Affordable)","AST"
"127483055002","006Nz00000GoyKkIAJ","AST (Affordable)","AST"
"127483057002","006Nz00000DJ9BnIAL","AST (Affordable)","AST"
"127483074001","006Nz00000GXtMJIA1","AST (Affordable)","AST"
"127484001001","0064J00000EmzDwQAJ","Parking Licence","Licence"
"127484002001","006Nz000000gSMUIA2","Parking Licence","Licence"
"127484003002","006Nz0000020caPIAQ","Parking Licence","Licence"
"127484003002","006Nz00000C3ee7IAB","Parking Licence","Licence"
"127484004002","0068d000004fViWAAU","Parking Licence","Licence"
"127484004002","0068d00000CsvGQAAZ","Parking Licence","Licence"
"127484004002","006Nz000005ws2HIAQ","Parking Licence","Licence"
"127484004002","006Nz00000N75SSIAZ","Parking Licence","Licence"
"127484007002","0068d0000066ARhAAM","Parking Licence","Licence"
"127484007002","0068d00000CqN7aAAF","Parking Licence","Licence"
"127484007002","0068d00000CsP0KAAV","Parking Licence","Licence"
"127484007002","006Nz00000B9l8GIAR","Parking Licence","Licence"
"127484007002","006Nz00000BBwpMIAT","Parking Licence","Licence"
"127484007002","006Nz00000TG0rVIAT","Parking Licence","Licence"
"127484009001","006Nz000000fSMyIAM","Parking Licence","Licence"
"127484011001","006Nz000000jOkYIAU","Parking Licence","Licence"
"127484012002","006Nz000000dnleIAA","Parking Licence","Licence"
"127484013001","006Nz000000dmuRIAQ","Parking Licence","Licence"
"127484014001","0068d000005V8HlAAK","Parking Licence","Licence"
"127484014001","0068d00000CsP1jAAF","Parking Licence","Licence"
"127484014001","006Nz0000077prbIAA","Parking Licence","Licence"
"127484014001","006Nz00000OIGF5IAP","Parking Licence","Licence"
"127484017001","006Nz000000dlK1IAI","Parking Licence","Licence"
"127484019001","006Nz000000dnqZIAQ","Parking Licence","Licence"
"127484020002","006Nz000001KRjSIAW","Parking Licence","Licence"
"127484020002","006Nz000003NALJIA4","Parking Licence","Licence"
"127484020002","006Nz00000AXARXIA5","Parking Licence","Licence"
"127484020002","006Nz00000SVXajIAH","Parking Licence","Licence"
"127535010001","0068d000002cT8nAAE","AST (Affordable)","AST"
"127535010001","006Nz00000DvJeLIAV","AST (Affordable)","AST"
"127535014001","0068d000002cUFpAAM","AST (Affordable)","AST"
"127535015001","0068d000002cT1mAAE","AST (Affordable)","AST"
"127535015001","006Nz00000EVSRPIA5","AST (Affordable)","AST"
"127535017001","0068d000002cT1IAAU","AST (Affordable)","AST"
"127535019001","0068d000002cVngAAE","AST (Affordable)","AST"
"127535019001","006Nz000000gKwoIAE","AST (Affordable)","AST"
"127535023001","0068d000002cT7GAAU","AST (Affordable)","AST"
"127535024001","0068d000002cX4hAAE","AST (Affordable)","AST"
"127535024001","006Nz00000DpAx8IAF","AST (Affordable)","AST"
"127536003001","0068d000002cXaMAAU","AST (Affordable)","AST"
"127536020001","0068d000002cXbUAAU","AST (Affordable)","AST"
"127536025001","0068d000002cYVNAA2","AST (Affordable)","AST"
"127536028001","0068d000002cZS1AAM","AST (Affordable)","AST"
"127536028001","006Nz000000eZlTIAU","AST (Affordable)","AST"
"127695001001","0068d000004epsvAAA","AST","AST (Affordable)"
"127695002001","0068d000004epteAAA","AST","AST (Affordable)"
"127695003001","0068d000004epuNAAQ","AST","AST (Affordable)"
"127695005001","0068d000004ez7eAAA","AST","AST (Affordable)"
"127695006001","0068d000004ezV5AAI","AST","AST (Affordable)"
"127695007001","0068d000004ez8NAAQ","AST","AST (Affordable)"
"127695008001","0068d000004ez8cAAA","AST","AST (Affordable)"
"127698002001","0068d000004g3wIAAQ","AST","AST (Affordable)"
"216462001001","0064J00000DFSBXQA5","Parking Licence","Licence"
"216481001003","0064J00000DGOalQAH","Other","Licence"
"217091001001","0064J00000DFSVMQA5","Parking Licence","Licence"
"217371001001","0064J00000DFSUlQAP","AST","Non-Housing (Company)"
"217371001001","0068d000002ccBrAAI","AST","Non-Housing (Company)"
"222491002003","0064J00000DFStpQAH","Parking Licence","Licence"
"222491002003","0068d000002cSW5AAM","Parking Licence","Licence"
"222491002003","0068d000009F9IWAA0","Parking Licence","Licence"
"222491002003","006Nz000001pDFfIAM","Parking Licence","Licence"
"222491002003","006Nz00000DkS2PIAV","Parking Licence","Licence"
"222491003003","0068d00000CsqygAAB","Parking Licence","Licence"
"222491003003","006Nz000003JvVWIA0","Parking Licence","Licence"
"222491003003","006Nz000006Vyj9IAC","Parking Licence","Licence"
"222491003003","006Nz00000Nfml2IAB","Parking Licence","Licence"
"222491004004","0064J00000DFSy0QAH","Parking Licence","Licence"
"222491004004","0068d000002cSRTAA2","Parking Licence","Licence"
"222491004004","0068d000009gVB8AAM","Parking Licence","Licence"
"222491004004","006Nz000007asnSIAQ","Parking Licence","Licence"
"222491004004","006Nz000008r3mMIAQ","Parking Licence","Licence"
"222491004004","006Nz00000MVuMMIA1","Parking Licence","Licence"
"222491006007","0068d000008f9YnAAI","Parking Licence","Licence"
"222491006007","0068d00000CsYOPAA3","Parking Licence","Licence"
"222491006007","006Nz00000AzIPcIAN","Parking Licence","Licence"
"222491006007","006Nz00000T3EPBIA3","Parking Licence","Licence"
"222491007004","0064J00000DFSsjQAH","Parking Licence","Licence"
"222491007004","0068d000002cd9EAAQ","Parking Licence","Licence"
"222491007004","0068d00000BHeitAAD","Parking Licence","Licence"
"222491007004","006Nz000002DlZnIAK","Parking Licence","Licence"
"222491007004","006Nz00000INTQRIA5","Parking Licence","Licence"
"222491011004","0064J00000EkcItQAJ","Parking Licence","Licence"
"222491011004","0068d000004fAvBAAU","Parking Licence","Licence"
"222491011004","0068d00000CqIsAAAV","Parking Licence","Licence"
"222491011004","006Nz00000Pol45IAB","Parking Licence","Licence"
"222491012006","0064J00000DHjvSQAT","Parking Licence","Licence"
"222491012006","006Nz00000EESpBIAX","Parking Licence","Licence"
"222491012006","006Nz00000SrFFhIAN","Parking Licence","Licence"
"222491013004","0068d0000037IPfAAM","Parking Licence","Licence"
"222491013004","0068d000009gv1pAAA","Parking Licence","Licence"
"222491013004","0068d00000Cu89dAAB","Parking Licence","Licence"
"222491013004","006Nz00000DPWFtIAP","Parking Licence","Licence"
"222491014003","006Nz000004KOFCIA4","Parking Licence","Licence"
"222491014003","006Nz00000GPztdIAD","Parking Licence","Licence"
"222491015006","006Nz000003m3RhIAI","Parking Licence","Licence"
"222491015006","006Nz00000Eg5DBIAZ","Parking Licence","Licence"
"222491019005","006Nz000004ticRIAQ","Parking Licence","Licence"
"222491019005","006Nz000004yvZXIAY","Parking Licence","Licence"
"222491019005","006Nz00000Ge6vAIAR","Parking Licence","Licence"
"222491023002","0064J00000DFSphQAH","Parking Licence","Licence"
"222491023002","0064J00000EllOtQAJ","Parking Licence","Licence"
"222491023002","0068d000007DhkjAAC","Parking Licence","Licence"
"222491023002","0068d00000CsBH6AAN","Parking Licence","Licence"
"222491023002","006Nz00000ABOm2IAH","Parking Licence","Licence"
"222491023002","006Nz00000S4tQsIAJ","Parking Licence","Licence"
"222491034005","0068d00000BLVKcAAP","Parking Licence","Licence"
"222491034005","006Nz000005VsxNIAS","Parking Licence","Licence"
"222491034005","006Nz00000MtfNfIAJ","Parking Licence","Licence"
"222491037006","0068d00000CtOX2AAN","Parking Licence","Licence"
"222491037006","006Nz000006Qvu9IAC","Parking Licence","Licence"
"222491037006","006Nz00000NZIcpIAH","Parking Licence","Licence"
"222491042002","0064J00000DFSrPQAX","Parking Licence","Licence"
"222491042002","0068d000004ggezAAA","Parking Licence","Licence"
"222491042002","0068d000009gVCQAA2","Parking Licence","Licence"
"222491042002","006Nz000001h4EHIAY","Parking Licence","Licence"
"222491042002","006Nz0000074p5FIAQ","Parking Licence","Licence"
"222491042002","006Nz00000OIGF2IAP","Parking Licence","Licence"
"222491043004","0064J00000DFSujQAH","Parking Licence","Licence"
"222491043004","0068d0000039SvTAAU","Parking Licence","Licence"
"222491043004","0068d000009hWffAAE","Parking Licence","Licence"
"222491043004","006Nz000003NAL8IAO","Parking Licence","Licence"
"222491043004","006Nz00000KQ3TOIA1","Parking Licence","Licence"
"222491047003","0068d00000Ct3YJAAZ","Parking Licence","Licence"
"222491047003","006Nz000000gcosIAA","Parking Licence","Licence"
"222491047003","006Nz00000DJ9BbIAL","Parking Licence","Licence"
"222491052001","0064J00000DFSjmQAH","Parking Licence","Licence"
"222491052001","0068d000003q124AAA","Parking Licence","Licence"
"222491052001","0068d000009i7xaAAA","Parking Licence","Licence"
"222491052001","0068d00000CsvkpAAB","Parking Licence","Licence"
"222491052001","006Nz00000BWIa8IAH","Parking Licence","Licence"
"222491052001","006Nz00000ThNAOIA3","Parking Licence","Licence"
"222491056004","0068d000006GoDdAAK","Parking Licence","Licence"
"222491056004","0068d000008TyoLAAS","Parking Licence","Licence"
"222491056004","0068d00000CsB9zAAF","Parking Licence","Licence"
"222491056004","006Nz00000AexOgIAJ","Parking Licence","Licence"
"222491056004","006Nz00000SbT7wIAF","Parking Licence","Licence"
"222491057004","0068d0000037IQdAAM","Parking Licence","Licence"
"222491057004","0068d000009gRTcAAM","Parking Licence","Licence"
"222491057004","0068d00000Cu8C3AAJ","Parking Licence","Licence"
"222491057004","006Nz00000DPWFwIAP","Parking Licence","Licence"
"222491062003","0064J00000DFS8bQAH","Parking Licence","Licence"
"222491062003","0068d0000037DftAAE","Parking Licence","Licence"
"222491062003","0068d000009hzP6AAI","Parking Licence","Licence"
"222491062003","006Nz00000202ihIAA","Parking Licence","Licence"
"222491062003","006Nz00000Ge7RUIAZ","Parking Licence","Licence"
"222491063005","0068d0000037IQJAA2","Parking Licence","Licence"
"222491063005","0068d000009gue1AAA","Parking Licence","Licence"
"222491063005","0068d00000Cu8BUAAZ","Parking Licence","Licence"
"222491063005","006Nz00000DPWFvIAP","Parking Licence","Licence"
"222491070001","0064J00000DFT26QAH","Parking Licence","Licence"
"222491070001","0068d000003sRh3AAE","Parking Licence","Licence"
"222491070001","0068d00000BHjLSAA1","Parking Licence","Licence"
"222491070001","006Nz0000054pScIAI","Parking Licence","Licence"
"222491070001","006Nz00000MDA1pIAH","Parking Licence","Licence"
"222491071004","0068d000003u08hAAA","Parking Licence","Licence"
"222491071004","0068d00000BIGdmAAH","Parking Licence","Licence"
"222491071004","006Nz000005JTQeIAO","Parking Licence","Licence"
"222491071004","006Nz00000MUsO9IAL","Parking Licence","Licence"
"222491074008","006Nz000002bd4YIAQ","Parking Licence","Licence"
"222491074008","006Nz00000DhWaVIAV","Parking Licence","Licence"
"222491076004","0068d000004fl0dAAA","Parking Licence","Licence"
"222491076004","0068d00000BLE1WAAX","Parking Licence","Licence"
"222491076004","006Nz0000070WiPIAU","Parking Licence","Licence"
"222491076004","006Nz00000OB5zTIAT","Parking Licence","Licence"
"222491077005","006Nz000000jpKyIAI","Parking Licence","Licence"
"222491077005","006Nz000009kFGAIA2","Parking Licence","Licence"
"222491077005","006Nz00000RX3R0IAL","Parking Licence","Licence"
"222491082004","0064J00000DFT9DQAX","Parking Licence","Licence"
"222491082004","0068d000002cSQQAA2","Parking Licence","Licence"
"222491082004","0068d000009gVG3AAM","Parking Licence","Licence"
"222491082004","006Nz000001aW8sIAE","Parking Licence","Licence"
"222491082004","006Nz00000DbKU6IAN","Parking Licence","Licence"
"222491083002","0064J00000DFSlGQAX","Parking Licence","Licence"
"222491083002","0068d000002cYpaAAE","Parking Licence","Licence"
"222491083002","0068d000009gtwJAAQ","Parking Licence","Licence"
"222491083002","006Nz000002ybtBIAQ","Parking Licence","Licence"
"222491083002","006Nz00000GU9RJIA1","Parking Licence","Licence"
"222491085004","0068d00000BJSKIAA5","Parking Licence","Licence"
"222491085004","006Nz0000035PaYIAU","Parking Licence","Licence"
"222491085004","006Nz00000JzRdAIAV","Parking Licence","Licence"
"222491091003","006Nz000003i0PBIAY","Parking Licence","Licence"
"222491091003","006Nz00000Ea7JDIAZ","Parking Licence","Licence"
"222491092010","006Nz0000025PmQIAU","Parking Licence","Licence"
"222491092010","006Nz00000DNIhVIAX","Parking Licence","Licence"
"222491094006","006Nz000003VMsBIAW","Parking Licence","Licence"
"222491094006","006Nz00000GvdBVIAZ","Parking Licence","Licence"
"222491096004","0068d000009hzDFAAY","Parking Licence","Licence"
"222491096004","006Nz000002rFvrIAE","Parking Licence","Licence"
"222491096004","006Nz00000EyxUzIAJ","Parking Licence","Licence"
"222491097004","0064J00000DFSJ8QAP","Parking Licence","Licence"
"222491097004","0068d0000036pSUAAY","Parking Licence","Licence"
"222491097004","0068d000009iThKAAU","Parking Licence","Licence"
"222491097004","006Nz000002I2NcIAK","Parking Licence","Licence"
"222491102006","006Nz000005EIgZIAW","Parking Licence","Licence"
"222491102006","006Nz00000Hc0waIAB","Parking Licence","Licence"
"222491106004","0064J00000DFPNNQA5","Parking Licence","Licence"
"222491106004","0068d000003q0rUAAQ","Parking Licence","Licence"
"222491106004","0068d000008Z7woAAC","Parking Licence","Licence"
"222491106004","0068d00000Ct4FcAAJ","Parking Licence","Licence"
"222491106004","006Nz00000B1rnKIAR","Parking Licence","Licence"
"222491106004","006Nz00000T7JbYIAV","Parking Licence","Licence"
"222491112006","0068d00000BLPQDAA5","Parking Licence","Licence"
"222491112006","006Nz0000057w4oIAA","Parking Licence","Licence"
"222491112006","006Nz00000MHu4VIAT","Parking Licence","Licence"
"222491114004","0068d000003rz8uAAA","Parking Licence","Licence"
"222491114004","0068d000009hWhlAAE","Parking Licence","Licence"
"222491114004","006Nz000003QTW8IAO","Parking Licence","Licence"
"222491114004","006Nz00000KTQJmIAP","Parking Licence","Licence"
"222491119002","006Nz000002CtVtIAK","Parking Licence","Licence"
"222491119002","006Nz00000DbKUBIA3","Parking Licence","Licence"
"222491120003","0064J00000DFT2hQAH","Parking Licence","Licence"
"222491120003","0068d000003q12OAAQ","Parking Licence","Licence"
"222491120003","0068d000009i7yJAAQ","Parking Licence","Licence"
"222491120003","0068d00000CsvhrAAB","Parking Licence","Licence"
"222491120003","006Nz00000BWIa7IAH","Parking Licence","Licence"
"222491120003","006Nz00000ThNANIA3","Parking Licence","Licence"
"222491124003","0064J00000DGOhDQAX","Parking Licence","Licence"
"222491124003","0068d000003u07TAAQ","Parking Licence","Licence"
"222491124003","0068d00000BINRzAAP","Parking Licence","Licence"
"222491124003","006Nz000005QIbIIAW","Parking Licence","Licence"
"222491124003","006Nz00000MaZKZIA3","Parking Licence","Licence"
"222491127002","0064J00000DFT6tQAH","Parking Licence","Licence"
"222491127002","0068d000003qaAkAAI","Parking Licence","Licence"
"222491127002","0068d00000BHfHpAAL","Parking Licence","Licence"
"222491127002","006Nz00000M2VHbIAN","Parking Licence","Licence"
"222491132003","0064J00000DFSMsQAP","Parking Licence","Licence"
"222491132003","0068d000002cd9JAAQ","Parking Licence","Licence"
"222491132003","0068d000009iTPoAAM","Parking Licence","Licence"
"222491132003","006Nz000002DlZlIAK","Parking Licence","Licence"
"222491132003","006Nz00000INTQQIA5","Parking Licence","Licence"
"222491134003","0068d000005qrOzAAI","Parking Licence","Licence"
"222491134003","0068d00000CqBKyAAN","Parking Licence","Licence"
"222491134003","006Nz000007X4X8IAK","Parking Licence","Licence"
"222491134003","006Nz00000OmROPIA3","Parking Licence","Licence"
"222491135001","0064J00000DFSqmQAH","Parking Licence","Licence"
"222491136001","0064J00000DFT6hQAH","Parking Licence","Licence"
"222491137002","0064J00000DFSntQAH","Parking Licence","Licence"
"222491139003","006Nz000004WrACIA0","Parking Licence","Licence"
"222491139003","006Nz00000G6qZBIAZ","Parking Licence","Licence"
"222491145001","0064J00000DFS8gQAH","Parking Licence","Licence"
"222491145001","0068d000003sSIgAAM","Parking Licence","Licence"
"222491145001","0068d00000BINwtAAH","Parking Licence","Licence"
"222491145001","006Nz000005UrteIAC","Parking Licence","Licence"
"222491145001","006Nz00000MhR57IAF","Parking Licence","Licence"
"222491148004","0064J00000DFSvwQAH","Parking Licence","Licence"
"222491148004","0068d000002cYoNAAU","Parking Licence","Licence"
"222491148004","0068d000009ijrMAAQ","Parking Licence","Licence"
"222491148004","006Nz000002yGtcIAE","Parking Licence","Licence"
"222491148004","006Nz00000GDgOSIA1","Parking Licence","Licence"
"222491158004","0068d00000F5rdzAAB","Parking Licence","Licence"
"222491158004","006Nz000008MTWzIAO","Parking Licence","Licence"
"222491158004","006Nz00000PndB6IAJ","Parking Licence","Licence"
"222491163003","0064J00000DFTDTQA5","Parking Licence","Licence"
"222491163003","0068d000002caQVAAY","Parking Licence","Licence"
"222491163003","006Nz000002rCUzIAM","Parking Licence","Licence"
"222491163003","006Nz00000F1uPXIAZ","Parking Licence","Licence"
"222491167003","0068d0000037IPzAAM","Parking Licence","Licence"
"222491167003","0068d000009guhPAAQ","Parking Licence","Licence"
"222491167003","0068d00000Cu8A2AAJ","Parking Licence","Licence"
"222491167003","006Nz00000DPWFuIAP","Parking Licence","Licence"
"222491175005","0068d000002cX2bAAE","Parking Licence","Licence"
"222491175005","0068d000009gUeJAAU","Parking Licence","Licence"
"222491175005","006Nz000000lOLSIA2","Parking Licence","Licence"
"222491175005","006Nz00000E4mikIAB","Parking Licence","Licence"
"222515010001","0068d00000Cr6aMAAR","Parking Licence","Licence"
"222515011003","0068d00000Cr6boAAB","Parking Licence","Licence"
"222515012003","0068d00000CsZZxAAN","Parking Licence","Licence"
"222515013001","0068d00000CsZbtAAF","Parking Licence","Licence"
"222515014001","0068d00000CsZMpAAN","Parking Licence","Licence"
"222515017002","0068d00000CsZkMAAV","Parking Licence","Licence"
"222515018001","0068d00000CsZkbAAF","Parking Licence","Licence"
"222516007001","0068d00000CtfrKAAR","Parking Licence","Licence"
"222516008001","0068d00000CtiatAAB","Parking Licence","Licence"
"222516009001","0068d00000CtfzEAAR","Parking Licence","Licence"
"222516010001","0068d00000Ctg1KAAR","Parking Licence","Licence"
"222516011001","0068d00000Ctg6fAAB","Parking Licence","Licence"
"222516012001","0068d00000CtgEyAAJ","Parking Licence","Licence"
"222517009001","0068d00000CtQwHAAV","Parking Licence","Licence"
"222517010001","0068d00000CtToRAAV","Parking Licence","Licence"
"222517011002","0068d00000CsrfPAAR","Parking Licence","Licence"
"222517012011","0068d00000CtRE6AAN","Parking Licence","Licence"
"222517013001","0068d00000CtU5hAAF","Parking Licence","Licence"
"222517014001","0068d00000CtVDmAAN","Parking Licence","Licence"
"222517015002","0068d00000CsrhQAAR","Parking Licence","Licence"
"222517016002","0068d00000CsrhuAAB","Parking Licence","Licence"
"222518002002","0068d00000CsuylAAB","Parking Licence","Licence"
"222518003001","0064J00000DFSdkQAH","Parking Licence","Licence"
"222518003001","006Nz00000BwX3hIAF","Parking Licence","Licence"
"222518004002","0068d00000CsrfUAAR","Parking Licence","Licence"
"222520069004","0068d000009fHgsAAE","Parking Licence","Licence"
"222520069004","006Nz000000bckgIAA","Parking Licence","Licence"
"222520069004","006Nz00000E4oiwIAB","Parking Licence","Licence"
"222520079005","0068d00000Cs2jXAAR","Parking Licence","Licence"
"222520079005","006Nz000005rlPaIAI","Parking Licence","Licence"
"222520079005","006Nz00000N2pNtIAJ","Parking Licence","Licence"
"222520083004","0068d00000381YIAAY","Parking Licence","Licence"
"222520083004","0068d000009gVKZAA2","Parking Licence","Licence"
"222520083004","006Nz000001OJ7NIAW","Parking Licence","Licence"
"222520083004","006Nz00000DeJQ0IAN","Parking Licence","Licence"
"222520085002","0064J00000DFT4cQAH","Parking Licence","Licence"
"222520085002","0068d000003rRcrAAE","Parking Licence","Licence"
"222520085002","0068d000009i8C6AAI","Parking Licence","Licence"
"222520085002","006Nz000002gXckIAE","Parking Licence","Licence"
"222520085002","006Nz00000JADUEIA5","Parking Licence","Licence"
"222520089003","0068d000007J1aRAAS","Parking Licence","Licence"
"222520089003","0068d00000CsZLIAA3","Parking Licence","Licence"
"222520089003","006Nz00000AIDfRIAX","Parking Licence","Licence"
"222520089003","006Nz00000SCHTUIA5","Parking Licence","Licence"
"222520095002","0064J00000FXh8rQAD","Parking Licence","Licence"
"222520095002","0068d000003rRfXAAU","Parking Licence","Licence"
"222520095002","0068d000009iX8vAAE","Parking Licence","Licence"
"222520095002","006Nz000003k0eeIAA","Parking Licence","Licence"
"222520095002","006Nz00000KnpNlIAJ","Parking Licence","Licence"
"222520098004","0068d000005VjRIAA0","Parking Licence","Licence"
"222520098004","0068d00000CrraxAAB","Parking Licence","Licence"
"222520098004","006Nz0000093Q2mIAE","Parking Licence","Licence"
"222520098004","006Nz00000QbWI6IAN","Parking Licence","Licence"
"222520099002","0064J00000FX1GyQAL","Parking Licence","Licence"
"222520099002","0068d000003qa8AAAQ","Parking Licence","Licence"
"222520099002","0068d00000BHarWAAT","Parking Licence","Licence"
"222520099002","006Nz000004ZIsfIAG","Parking Licence","Licence"
"222520099002","006Nz00000Lm86GIAR","Parking Licence","Licence"
