"pms_reference","opportunity_id","opportunity_agreement_type","tenancy_agreement_type"
"222668062003","006Nz00000MLkhXIAT","Parking Licence","Licence"
"222668062003","006Nz00000SktB6IAJ","Parking Licence","Licence"
"222668065005","006Nz00000Ljfz0IAB","Parking Licence","Licence"
"222668066004","006Nz00000KhxpKIAR","Parking Licence","Licence"
"222668071003","006Nz00000KwtjpIAB","Parking Licence","Licence"
"222668071003","006Nz00000SIuuzIAD","Parking Licence","Licence"
"222676109005","006Nz00000KAYt0IAH","Non-Housing (Company)","AST"
"222676110006","006Nz00000SrGcnIAF","AST","Non-Housing (Company)"
"222685002003","006Nz000005pVVDIA2","Parking Licence","Licence"
"222685002003","006Nz00000CTxjFIAT","Parking Licence","Licence"
"222685002003","006Nz00000IhAkxIAF","Parking Licence","Licence"
"222685003003","006Nz00000N0jKrIAJ","Parking Licence","Licence"
"222685005003","006Nz00000T3qEIIAZ","Parking Licence","Licence"
"222685007002","006Nz00000BwfCXIAZ","Parking Licence","Licence"
"222685008002","006Nz00000B2fqSIAR","Parking Licence","Licence"
"222685010004","006Nz00000RkIK9IAN","Parking Licence","Licence"
"222685010004","006Nz00000SYkLRIA1","Parking Licence","Licence"
"222685012003","006Nz00000QGGQ2IAP","Parking Licence","Licence"
"222685013003","006Nz00000AqiKBIAZ","Parking Licence","Licence"
"222685013003","006Nz00000OuSi9IAF","Parking Licence","Licence"
"222685015004","006Nz00000OryQ1IAJ","Parking Licence","Licence"
"222685015004","006Nz00000ScsidIAB","Parking Licence","Licence"
"222685016003","006Nz00000AjGu5IAF","Parking Licence","Licence"
"222685016003","006Nz00000QnvmHIAR","Parking Licence","Licence"
"222685020002","006Nz00000AODG8IAP","Parking Licence","Licence"
"222685020002","006Nz00000QPr8gIAD","Parking Licence","Licence"
"222685021003","006Nz00000Di7XoIAJ","Parking Licence","Licence"
"222685021003","006Nz00000TvrK5IAJ","Parking Licence","Licence"
"222685022005","006Nz00000OrmISIAZ","Parking Licence","Licence"
"222685023002","006Nz00000LH8BaIAL","Parking Licence","Licence"
"222685023002","006Nz00000NinvwIAB","Parking Licence","Licence"
"222685025004","006Nz00000LGMi1IAH","Parking Licence","Licence"
"222685026004","006Nz00000GKfU7IAL","Parking Licence","Licence"
"222685026004","006Nz00000Ta83QIAR","Parking Licence","Licence"
"222685027002","006Nz00000EtMHbIAN","Parking Licence","Licence"
"222685027002","006Nz00000MaZKUIA3","Parking Licence","Licence"
"222685027002","006Nz00000TPX9pIAH","Parking Licence","Licence"
"222685028003","006Nz00000GfzvxIAB","Parking Licence","Licence"
"222685029004","006Nz00000CY5MXIA1","Parking Licence","Licence"
"222685030003","006Nz00000T4on7IAB","Parking Licence","Licence"
"222685032003","006Nz00000GfrVQIAZ","Parking Licence","Licence"
"222685033004","006Nz00000JfAQQIA3","Parking Licence","Licence"
"222685033004","006Nz00000JiCgCIAV","Parking Licence","Licence"
"222685034002","006Nz00000Aqwq9IAB","Parking Licence","Licence"
"222685034002","006Nz00000OuSiAIAV","Parking Licence","Licence"
"222685035003","006Nz0000089S8ZIAU","Parking Licence","Licence"
"222685035003","006Nz00000LpompIAB","Parking Licence","Licence"
"222685036002","006Nz00000N0iYVIAZ","Parking Licence","Licence"
"222685036002","006Nz00000QBew2IAD","Parking Licence","Licence"
"222685037002","006Nz000009GJciIAG","Parking Licence","Licence"
"222685037002","006Nz00000NNV1BIAX","Parking Licence","Licence"
"222685038003","006Nz00000F0Yp3IAF","Parking Licence","Licence"
"222685039002","006Nz0000089qxFIAQ","Parking Licence","Licence"
"222685039002","006Nz00000Mp596IAB","Parking Licence","Licence"
"222685040003","006Nz00000GicUzIAJ","Parking Licence","Licence"
"222685042004","006Nz00000Rk7YSIAZ","Parking Licence","Licence"
"222685043003","006Nz00000QFqAeIAL","Parking Licence","Licence"
"222685046002","006Nz00000EmimlIAB","Parking Licence","Licence"
"222685046002","006Nz00000N5YgdIAF","Parking Licence","Licence"
"222685046002","006Nz00000TbiZLIAZ","Parking Licence","Licence"
"222685049003","006Nz00000CoQlBIAV","Parking Licence","Licence"
"222685049003","006Nz00000FBjnZIAT","Parking Licence","Licence"
"222685050004","006Nz00000GhlNUIAZ","Parking Licence","Licence"
"222685052002","006Nz00000L8H63IAF","Parking Licence","Licence"
"222685052002","006Nz00000ShTTMIA3","Parking Licence","Licence"
"222685053003","006Nz00000Nh7c5IAB","Parking Licence","Licence"
"222685053003","006Nz00000RSMiqIAH","Parking Licence","Licence"
"222685054005","006Nz00000PGbhzIAD","Parking Licence","Licence"
"222685054005","006Nz00000SLl7EIAT","Parking Licence","Licence"
"222685055004","006Nz00000Qm0WbIAJ","Parking Licence","Licence"
"222685055004","006Nz00000RdhSPIAZ","Parking Licence","Licence"
"222685057003","006Nz00000CuPePIAV","Parking Licence","Licence"
"222685057003","006Nz00000KMQ0UIAX","Parking Licence","Licence"
"222685057003","006Nz00000RaKFMIA3","Parking Licence","Licence"
"222685058003","006Nz000006HhZlIAK","Parking Licence","Licence"
"222685058003","006Nz000009h6pmIAA","Parking Licence","Licence"
"222685058003","006Nz00000DPWGUIA5","Parking Licence","Licence"
"222685058003","006Nz00000DiWfrIAF","Parking Licence","Licence"
"222685058003","006Nz00000TvrK6IAJ","Parking Licence","Licence"
"222685059003","006Nz00000RaoQCIAZ","Parking Licence","Licence"
"222685061004","006Nz00000FHM1tIAH","Parking Licence","Licence"
"222685061004","006Nz00000SFjnyIAD","Parking Licence","Licence"
"222685061004","006Nz00000Ta83PIAR","Parking Licence","Licence"
"222685061004","006Nz00000Ta8EiIAJ","Parking Licence","Licence"
"222685063004","006Nz00000J7OdlIAF","Parking Licence","Licence"
"222685063004","006Nz00000JQWixIAH","Parking Licence","Licence"
"222685065002","006Nz000009tfF4IAI","Parking Licence","Licence"
"222685065002","006Nz00000NWeBmIAL","Parking Licence","Licence"
"222686022002","006Nz00000EAsOxIAL","Non-Housing (Company)","AST"
"222686118003","006Nz00000Pr4ogIAB","DECANT AGREEMENT NORMAL","Decant Agreement Normal"
"222686118003","006Nz00000PvjYMIAZ","DECANT AGREEMENT NORMAL","Decant Agreement Normal"
"222686119003","006Nz00000PzeF8IAJ","DECANT AGREEMENT NORMAL","Decant Agreement Normal"
"222686119003","006Nz00000QUbBIIA1","DECANT AGREEMENT NORMAL","Decant Agreement Normal"
"222689004003","006Nz00000Ryt5OIAR","Parking Licence","Licence"
"222689004003","006Nz00000SrGWLIA3","Parking Licence","Licence"
"222689006003","006Nz00000G3Q9hIAF","Parking Licence","Licence"
"222689008002","006Nz00000DNj09IAD","Parking Licence","Licence"
"222689008002","006Nz00000ECcOhIAL","Parking Licence","Licence"
"222689008002","006Nz00000QyOVKIA3","Parking Licence","Licence"
"222689010003","006Nz00000CJ5l3IAD","Parking Licence","Licence"
"222689010003","006Nz00000Ea5ypIAB","Parking Licence","Licence"
"222689010003","006Nz00000Scf7DIAR","Parking Licence","Licence"
"222689011002","006Nz00000GAgpZIAT","Parking Licence","Licence"
"222689012002","006Nz000004eGRxIAM","Parking Licence","Licence"
"222689012002","006Nz00000D4b1WIAR","Parking Licence","Licence"
"222689012002","006Nz00000Tsk3aIAB","Parking Licence","Licence"
"222689013002","006Nz00000EZBgUIAX","Parking Licence","Licence"
"222689015003","006Nz00000EPSnRIAX","Parking Licence","Licence"
"222689015003","006Nz00000Sx0C4IAJ","Parking Licence","Licence"
"222689017005","006Nz00000CPDRNIA5","Parking Licence","Licence"
"222689017005","006Nz00000EijB8IAJ","Parking Licence","Licence"
"222689017005","006Nz00000QyOVHIA3","Parking Licence","Licence"
"222689018002","006Nz00000GksIoIAJ","Parking Licence","Licence"
"222689023004","006Nz0000091AoBIAU","Parking Licence","Licence"
"222689023004","006Nz00000GcQy7IAF","Parking Licence","Licence"
"222689023004","006Nz00000NohXhIAJ","Parking Licence","Licence"
"222689024003","006Nz00000OvkUyIAJ","Parking Licence","Licence"
"222689029002","006Nz00000GfdDtIAJ","Parking Licence","Licence"
"222689030003","006Nz0000097JK7IAM","Parking Licence","Licence"
"222689030003","006Nz00000NNV18IAH","Parking Licence","Licence"
"222689031004","006Nz00000PXPHOIA5","Parking Licence","Licence"
"222692010003","006Nz00000RvTllIAF","DECANT AGREEMENT NORMAL","Decant Agreement Normal"
"222692010003","006Nz00000TG5HdIAL","DECANT AGREEMENT NORMAL","Decant Agreement Normal"
"222697001001","006Nz00000JIJEEIA5","Parking Licence","Licence"
"222697004001","006Nz00000L5HNXIA3","Parking Licence","Licence"
"222697005001","006Nz00000L4uKUIAZ","Parking Licence","Licence"
"222697007001","006Nz00000KwUiBIAV","Parking Licence","Licence"
"222697008001","006Nz00000KwZGUIA3","Parking Licence","Licence"
"222697009001","006Nz00000L4doLIAR","Parking Licence","Licence"
"222697011001","006Nz00000MPrfbIAD","Parking Licence","Licence"
"222697012001","006Nz00000Mye4LIAR","Parking Licence","Licence"
"222697012001","006Nz00000RaGDmIAN","Parking Licence","Licence"
"222697014001","006Nz00000KwZWaIAN","Parking Licence","Licence"
"222697015001","006Nz00000KwYvTIAV","Parking Licence","Licence"
"222697016001","006Nz00000DAt3qIAD","Parking Licence","Licence"
"222697016001","006Nz00000RxB55IAF","Parking Licence","Licence"
"222697017001","006Nz00000EnW59IAF","Parking Licence","Licence"
"222697017001","006Nz00000TLchfIAD","Parking Licence","Licence"
"222697018001","006Nz00000Dy22iIAB","Parking Licence","Licence"
"222697018001","006Nz00000SbODDIA3","Parking Licence","Licence"
"222697023002","006Nz00000L4mq1IAB","Parking Licence","Licence"
"222697029001","006Nz00000AWGblIAH","Parking Licence","Licence"
"222697029001","006Nz00000OLbBlIAL","Parking Licence","Licence"
"222697031001","006Nz000008jfCNIAY","Parking Licence","Licence"
"222697031001","006Nz00000MUtLuIAL","Parking Licence","Licence"
"222697032001","006Nz00000C7HBiIAN","Parking Licence","Licence"
"222697032001","006Nz00000Q2RF6IAN","Parking Licence","Licence"
"222697033002","006Nz00000L4avVIAR","Parking Licence","Licence"
"222697033002","006Nz00000QExiuIAD","Parking Licence","Licence"
"222697036002","006Nz00000T047lIAB","Parking Licence","Licence"
"222697036002","006Nz00000UFnIXIA1","Parking Licence","Licence"
"222697037001","006Nz00000L591lIAB","Parking Licence","Licence"
"222697037001","006Nz00000UFnIYIA1","Parking Licence","Licence"
"222697038003","006Nz00000L4y4sIAB","Parking Licence","Licence"
"222697038003","006Nz00000NohXcIAJ","Parking Licence","Licence"
"222697038003","006Nz00000OIJCvIAP","Parking Licence","Licence"
"222697039002","006Nz00000ATMPDIA5","Parking Licence","Licence"
"222697039002","006Nz00000DvMp7IAF","Parking Licence","Licence"
"222697039002","006Nz00000OIJCuIAP","Parking Licence","Licence"
"222697040001","006Nz00000AUEvpIAH","Parking Licence","Licence"
"222697040001","006Nz00000PsFwdIAF","Parking Licence","Licence"
"222697041001","006Nz00000AUqQ3IAL","Parking Licence","Licence"
"222697041001","006Nz00000ORzjGIAT","Parking Licence","Licence"
"222697042001","006Nz00000C7CiIIAV","Parking Licence","Licence"
"222697042001","006Nz00000SoBZiIAN","Parking Licence","Licence"
"222697043001","006Nz00000BfpD7IAJ","Parking Licence","Licence"
"222697043001","006Nz00000PmAOjIAN","Parking Licence","Licence"
"222697046002","006Nz00000MrjTqIAJ","Parking Licence","Licence"
"222697047002","006Nz00000Ojq7tIAB","Parking Licence","Licence"
"222697048002","006Nz00000QIiwYIAT","Parking Licence","Licence"
"222697049002","006Nz00000B2TM9IAN","Parking Licence","Licence"
"222697049002","006Nz00000P1zSvIAJ","Parking Licence","Licence"
"222697051002","006Nz00000ReSvkIAF","Parking Licence","Licence"
"222697052003","006Nz00000PxOMTIA3","Parking Licence","Licence"
"222697052003","006Nz00000U1HtbIAF","Parking Licence","Licence"
"222697053002","006Nz00000C6ow5IAB","Parking Licence","Licence"
"222697053002","006Nz00000F3Y1TIAV","Parking Licence","Licence"
"222697053002","006Nz00000QExivIAD","Parking Licence","Licence"
"222697054002","006Nz00000SoWuGIAV","Parking Licence","Licence"
"222697056005","006Nz00000L9KY9IAN","Parking Licence","Licence"
"222697056005","006Nz00000OLbBkIAL","Parking Licence","Licence"
"222697056005","006Nz00000Sh2MvIAJ","Parking Licence","Licence"
"222697058002","006Nz00000K3ZvZIAV","Parking Licence","Licence"
"222697060001","006Nz00000K3k6EIAR","Parking Licence","Licence"
"222697097001","006Nz00000LdHRZIA3","Parking Licence","Licence"
"222697102001","006Nz00000KztNZIAZ","Parking Licence","Licence"
"222697102001","006Nz00000Tox7RIAR","Parking Licence","Licence"
"222697104001","006Nz00000L05hxIAB","Parking Licence","Licence"
"222697105001","006Nz00000L4jVaIAJ","Parking Licence","Licence"
"222697105001","006Nz00000TxJqoIAF","Parking Licence","Licence"
"222697107001","006Nz00000NSqxiIAD","Parking Licence","Licence"
"222697107001","006Nz00000Qf1yvIAB","Parking Licence","Licence"
"222697108001","006Nz00000NnBzZIAV","Parking Licence","Licence"
"222699003002","006Nz00000L4wiuIAB","Occupation Licence","Licence"
"222699003002","006Nz00000LmKejIAF","Occupation Licence","Licence"
"222708218002","006Nz00000BHhF8IAL","AST","Non-Housing (Company)"
"222708226004","006Nz00000C3ee1IAB","AST","Non-Housing (Company)"
"222710003002","006Nz00000S7VlJIAV","Parking Licence","Licence"
"222710005003","006Nz00000RzEjHIAV","Parking Licence","Licence"
"222710006002","006Nz00000QVXQXIA5","Parking Licence","Licence"
"222710009002","006Nz000006qBC4IAM","Parking Licence","Licence"
"222710009002","006Nz00000A7i8nIAB","Parking Licence","Licence"
"222710009002","006Nz00000S3YwZIAV","Parking Licence","Licence"
"222710010002","006Nz000008r9VDIAY","Parking Licence","Licence"
"222710010002","006Nz00000AgJf9IAF","Parking Licence","Licence"
"222710010002","006Nz00000Ix0o3IAB","Parking Licence","Licence"
"222710010002","006Nz00000Se6prIAB","Parking Licence","Licence"
"222710020001","006Nz000005KemQIAS","Parking Licence","Licence"
"222710020001","006Nz0000090Y3QIAU","Parking Licence","Licence"
"222710020001","006Nz00000HM1wcIAD","Parking Licence","Licence"
"222710022003","006Nz00000Rw2jRIAR","Parking Licence","Licence"
"222710024002","006Nz00000Emx5mIAB","Parking Licence","Licence"
"222710024002","006Nz00000SzPZHIA3","Parking Licence","Licence"
"222710032001","006Nz00000A3qQxIAJ","Parking Licence","Licence"
"222710032001","006Nz00000O87crIAB","Parking Licence","Licence"
"222710034003","006Nz00000BDoaBIAT","Parking Licence","Licence"
"222710034003","006Nz00000FBg4yIAD","Parking Licence","Licence"
"222710034003","006Nz00000PBVLVIA5","Parking Licence","Licence"
"222710035003","006Nz00000MJckzIAD","Parking Licence","Licence"
"222710035003","006Nz00000QyUkSIAV","Parking Licence","Licence"
"222710039002","006Nz00000Pe2JFIAZ","Parking Licence","Licence"
"222710040002","006Nz00000GWPmyIAH","Parking Licence","Licence"
"222710043002","006Nz000009HQLtIAO","Parking Licence","Licence"
"222710043002","006Nz00000D0GvHIAV","Parking Licence","Licence"
"222710044002","006Nz000009HLNrIAO","Parking Licence","Licence"
"222710044002","006Nz00000D0GvGIAV","Parking Licence","Licence"
"222710045002","006Nz00000DDZlFIAX","Parking Licence","Licence"
"222710045002","006Nz00000RLmIRIA1","Parking Licence","Licence"
"222710050001","006Nz00000EhcJkIAJ","Parking Licence","Licence"
"222710050001","006Nz00000T3HOgIAN","Parking Licence","Licence"
"222710051002","006Nz00000CcAHWIA3","Parking Licence","Licence"
"222710051002","006Nz00000Qi5l2IAB","Parking Licence","Licence"
"222710052002","006Nz00000AJad7IAD","Parking Licence","Licence"
"222710052002","006Nz00000O87ctIAB","Parking Licence","Licence"
"222710054004","006Nz00000Q3w79IAB","Parking Licence","Licence"
"222710058002","006Nz00000IbRmuIAF","Parking Licence","Licence"
"222710060003","006Nz00000MJ8V4IAL","Parking Licence","Licence"
"222710062002","006Nz00000EJRVuIAP","Parking Licence","Licence"
"222710062002","006Nz00000SVSUgIAP","Parking Licence","Licence"
"222710064003","006Nz00000EbCIJIA3","Parking Licence","Licence"
"222710064003","006Nz00000So9ZcIAJ","Parking Licence","Licence"
"222710065001","006Nz0000078TFXIA2","Parking Licence","Licence"
"222710065001","006Nz00000AXARZIA5","Parking Licence","Licence"
"222710065001","006Nz00000SVXalIAH","Parking Licence","Licence"
"222710071002","006Nz00000MInYhIAL","Parking Licence","Licence"
"222710073002","006Nz000007kbQRIAY","Parking Licence","Licence"
"222710073002","006Nz00000B7G1IIAV","Parking Licence","Licence"
"222710073002","006Nz00000LCwnKIAT","Parking Licence","Licence"
"222710076002","006Nz000008YSlHIAW","Parking Licence","Licence"
"222710076002","006Nz00000MhPeSIAV","Parking Licence","Licence"
"222710079002","006Nz00000D8R8PIAV","Parking Licence","Licence"
"222710079002","006Nz00000RIIvEIAX","Parking Licence","Licence"
"222710080002","006Nz000009lX1mIAE","Parking Licence","Licence"
"222710084003","006Nz00000Jfet6IAB","Parking Licence","Licence"
"222710088002","006Nz00000SnA7pIAF","Parking Licence","Licence"
"222710089002","006Nz000008YUBxIAO","Parking Licence","Licence"
"222710089002","006Nz00000MhPeTIAV","Parking Licence","Licence"
"222710094001","006Nz000007wKlaIAE","Parking Licence","Licence"
"222710095002","006Nz00000EwpgQIAR","Parking Licence","Licence"
"222710095002","006Nz00000TBO4qIAH","Parking Licence","Licence"
"222710096002","006Nz00000EESafIAH","Parking Licence","Licence"
"222710096002","006Nz00000SOsVbIAL","Parking Licence","Licence"
"222710097002","006Nz000007ESQDIA4","Parking Licence","Licence"
"222710097002","006Nz00000J4sRwIAJ","Parking Licence","Licence"
"222710097002","006Nz00000RSKsLIAX","Parking Licence","Licence"
"222710098002","006Nz00000PHLw5IAH","Parking Licence","Licence"
"222710098002","006Nz00000Q6q8MIAR","Parking Licence","Licence"
"222710098002","006Nz00000TPXBPIA5","Parking Licence","Licence"
"222710099002","006Nz00000AqnA9IAJ","Parking Licence","Licence"
"222710099002","006Nz00000OnpDNIAZ","Parking Licence","Licence"
"222710109003","006Nz00000O2yTjIAJ","Parking Licence","Licence"
"222710109003","006Nz00000Ta8UdIAJ","Parking Licence","Licence"
"222710110003","006Nz00000B5w1sIAB","Parking Licence","Licence"
"222710110003","006Nz00000BHoYLIA1","Parking Licence","Licence"
"222710118002","006Nz00000Ka547IAB","Parking Licence","Licence"
"222710120002","006Nz00000JuZTIIA3","Parking Licence","Licence"
"222710123002","006Nz00000DlJirIAF","Parking Licence","Licence"
"222710123002","006Nz00000LB8UPIA1","Parking Licence","Licence"
"222710123002","006Nz00000SrFFcIAN","Parking Licence","Licence"
"222710124002","006Nz00000Dm4zZIAR","Parking Licence","Licence"
"222710124002","006Nz00000SrFFdIAN","Parking Licence","Licence"
"222710130002","006Nz00000SDUxrIAH","Parking Licence","Licence"
"222710132002","006Nz00000CrbIfIAJ","Parking Licence","Licence"
"222710132002","006Nz00000GuGaRIAV","Parking Licence","Licence"
"222710132002","006Nz00000O9S5uIAF","Parking Licence","Licence"
"222710135001","006Nz000005epCGIAY","Parking Licence","Licence"
"222710136003","006Nz00000JILJEIA5","Parking Licence","Licence"
"222710137002","006Nz00000KmS8CIAV","Parking Licence","Licence"
"222710137002","006Nz00000Or7TwIAJ","Parking Licence","Licence"
"222710138003","006Nz00000DvDh0IAF","Parking Licence","Licence"
"222710138003","006Nz00000SClGQIA1","Parking Licence","Licence"
"222710141002","006Nz00000DBHu6IAH","Parking Licence","Licence"
"222710142001","006Nz00000EKDViIAP","Parking Licence","Licence"
"222710142001","006Nz00000NGR0nIAH","Parking Licence","Licence"
"222710142001","006Nz00000Sh2MrIAJ","Parking Licence","Licence"
"222710146003","006Nz00000OFSW1IAP","Parking Licence","Licence"
"222710146003","006Nz00000TT9QgIAL","Parking Licence","Licence"
"222710147002","006Nz00000Qa7f7IAB","Parking Licence","Licence"
"222710148002","006Nz00000Qa6eFIAR","Parking Licence","Licence"
"222710149001","006Nz00000BgKyVIAV","Parking Licence","Licence"
"222710149001","006Nz00000QOUZDIA5","Parking Licence","Licence"
"222710150001","006Nz000008nxLhIAI","Parking Licence","Licence"
"222710150001","006Nz00000MVuMLIA1","Parking Licence","Licence"
"222710151002","006Nz000008nx8nIAA","Parking Licence","Licence"
"222710151002","006Nz00000MVuMKIA1","Parking Licence","Licence"
"222710152001","006Nz000009UikqIAC","Parking Licence","Licence"
"222710155001","006Nz000005l8fBIAQ","Parking Licence","Licence"
"222710155001","006Nz000006xvZuIAI","Parking Licence","Licence"
"222710155001","006Nz00000CqJL8IAN","Parking Licence","Licence"
"222710156003","006Nz00000Ti6FaIAJ","Parking Licence","Licence"
"222710157002","006Nz00000OomDKIAZ","Parking Licence","Licence"
"222710158003","006Nz00000RGvXTIA1","Parking Licence","Licence"
"222710158003","006Nz00000SrGwDIAV","Parking Licence","Licence"
"222710160002","006Nz00000EJxM5IAL","Parking Licence","Licence"
"222710160002","006Nz00000SbODGIA3","Parking Licence","Licence"
"222710161001","006Nz000006qBDeIAM","Parking Licence","Licence"
"222710161001","006Nz00000D4g61IAB","Parking Licence","Licence"
"222710161001","006Nz00000TvsnqIAB","Parking Licence","Licence"
"222710166002","006Nz00000RZ4E8IAL","Parking Licence","Licence"
"222710167002","006Nz00000RZA8HIAX","Parking Licence","Licence"
"222710168001","006Nz000009lXpnIAE","Parking Licence","Licence"
"222710169001","006Nz0000078jvFIAQ","Parking Licence","Licence"
"222710169001","006Nz00000Iq3nZIAR","Parking Licence","Licence"
"222710170001","006Nz0000078f8SIAQ","Parking Licence","Licence"
"222710170001","006Nz00000Iq3nYIAR","Parking Licence","Licence"
"222710173001","006Nz00000DmBmTIAV","Parking Licence","Licence"
"222710173001","006Nz00000S3VFbIAN","Parking Licence","Licence"
"222710174002","006Nz00000JRZurIAH","Parking Licence","Licence"
"222710174002","006Nz00000OB2f3IAD","Parking Licence","Licence"
"222710175002","006Nz00000MiqpRIAR","Parking Licence","Licence"
"222716001002","006Nz00000RvJRSIA3","DECANT AGREEMENT NORMAL","Decant Agreement Normal"
"222716001002","006Nz00000TG5HcIAL","DECANT AGREEMENT NORMAL","Decant Agreement Normal"
"222737169002","006Nz00000NjslNIAR","Occupation Licence","Licence"
"222739002002","006Nz00000F9mcgIAB","Parking Licence","Licence"
"222739003002","006Nz00000QdV8DIAV","Parking Licence","Licence"
"222739005002","006Nz00000Du5CBIAZ","Parking Licence","Licence"
"222739005002","006Nz00000SClGPIA1","Parking Licence","Licence"
"222739009002","006Nz00000PN11qIAD","Parking Licence","Licence"
"222739010003","006Nz00000QdF55IAF","Parking Licence","Licence"
"222739011002","006Nz00000EaczcIAB","Parking Licence","Licence"
"222739011002","006Nz00000TxBzqIAF","Parking Licence","Licence"
"222739016002","006Nz00000SevYyIAJ","Parking Licence","Licence"
"222739017003","006Nz00000QdKBBIA3","Parking Licence","Licence"
"222739017003","006Nz00000Tsk3bIAB","Parking Licence","Licence"
"222739018002","006Nz00000Rz9d9IAB","Parking Licence","Licence"
"222739020003","006Nz00000Qdn0JIAR","Parking Licence","Licence"
"222739022002","006Nz00000OQqhvIAD","Parking Licence","Licence"
"222739024002","006Nz00000F9CvnIAF","Parking Licence","Licence"
"222739024002","006Nz00000TPX9rIAH","Parking Licence","Licence"
"222739025003","006Nz00000G4GjNIAV","Parking Licence","Licence"
"222739027002","006Nz00000NjEG6IAN","Parking Licence","Licence"
"222739028002","006Nz00000EMUPEIA5","Parking Licence","Licence"
"222739028002","006Nz00000Sh2MsIAJ","Parking Licence","Licence"
"222739029002","006Nz00000Iuth5IAB","Parking Licence","Licence"
"222739029002","006Nz00000TEhvuIAD","Parking Licence","Licence"
"222739031002","006Nz00000J8bSXIAZ","Parking Licence","Licence"
"222739032002","006Nz00000P9dDUIAZ","Parking Licence","Licence"
"222739034001","006Nz00000T5KQSIA3","Parking Licence","Licence"
"222739036002","006Nz00000J8k2jIAB","Parking Licence","Licence"
"222739038001","006Nz000005VUlLIAW","Parking Licence","Licence"
"222739038001","006Nz00000IHXfoIAH","Parking Licence","Licence"
"222739040002","006Nz00000L049FIAR","Parking Licence","Licence"
"222739041002","006Nz00000LRchwIAD","Parking Licence","Licence"
"222739042002","006Nz00000PjymRIAR","Parking Licence","Licence"
"222743001002","006Nz00000JJSAYIA5","Parking Licence","Licence"
"222743002002","006Nz00000GW0bdIAD","Parking Licence","Licence"
"222743002002","006Nz00000UFkBGIA1","Parking Licence","Licence"
"222743004002","006Nz00000OYVhwIAH","Parking Licence","Licence"
"222743004002","006Nz00000RxJP5IAN","Parking Licence","Licence"
"222743005002","006Nz00000GmBo8IAF","Parking Licence","Licence"
"222743005002","006Nz00000U1HlVIAV","Parking Licence","Licence"
"222743006004","006Nz00000PNBIyIAP","Parking Licence","Licence"
"222743006004","006Nz00000PVdF3IAL","Parking Licence","Licence"
"222743007003","006Nz00000P9Vz6IAF","Parking Licence","Licence"
"222743008002","006Nz00000J7uLvIAJ","Parking Licence","Licence"
"222743009001","006Nz000007n74NIAQ","Parking Licence","Licence"
"222743009001","006Nz00000LNEUaIAP","Parking Licence","Licence"
"222743011002","006Nz00000P331PIAR","Parking Licence","Licence"
"222743012002","006Nz00000KeBxJIAV","Parking Licence","Licence"
"222743012002","006Nz00000MLIeuIAH","Parking Licence","Licence"
"222743013002","006Nz00000QSCs7IAH","Parking Licence","Licence"
"222743014002","006Nz00000OsTiTIAV","Parking Licence","Licence"
"222743019002","006Nz00000RK2ZEIA1","Parking Licence","Licence"
"222743020003","006Nz00000T0SYHIA3","Parking Licence","Licence"
"222743021003","006Nz00000PJrwhIAD","Parking Licence","Licence"
"222743021003","006Nz00000UFkBHIA1","Parking Licence","Licence"
"222743023001","006Nz000007nrOvIAI","Parking Licence","Licence"
"222743023001","006Nz00000LNEUdIAP","Parking Licence","Licence"
"222743024002","006Nz00000J87PcIAJ","Parking Licence","Licence"
"222743025002","006Nz00000LrgMnIAJ","Parking Licence","Licence"
"222743026001","006Nz000009rtxGIAQ","Parking Licence","Licence"
"222743029002","006Nz00000GhWrWIAV","Parking Licence","Licence"
"222743030004","006Nz00000TmgifIAB","Parking Licence","Licence"
"222743031003","006Nz00000STFzeIAH","Parking Licence","Licence"
"222743031003","006Nz00000U8n2MIAR","Parking Licence","Licence"
"222747001001","006Nz00000IXS4sIAH","Parking Licence","Licence"
"222747002001","006Nz00000C8kN4IAJ","Parking Licence","Licence"
"222747002001","006Nz00000QbUQ0IAN","Parking Licence","Licence"
"222747003001","006Nz00000C8zXGIAZ","Parking Licence","Licence"
"222747003001","006Nz00000QbUQ2IAN","Parking Licence","Licence"
"222747006001","006Nz00000AW6RBIA1","Parking Licence","Licence"
"222747006001","006Nz00000OLbBjIAL","Parking Licence","Licence"
"222747007001","006Nz00000LT4H3IAL","Parking Licence","Licence"
"222747008001","006Nz00000LhGYTIA3","Parking Licence","Licence"
"222747009001","006Nz00000J2kGpIAJ","Parking Licence","Licence"
"222747010001","006Nz00000EacrcIAB","Parking Licence","Licence"
"222747011001","006Nz00000C8lxQIAR","Parking Licence","Licence"
"222747011001","006Nz00000QbUQ1IAN","Parking Licence","Licence"
"222747012001","006Nz00000Lh5mnIAB","Parking Licence","Licence"
"222747013001","006Nz00000N4JAFIA3","Parking Licence","Licence"
"222747014002","006Nz00000NvHwZIAV","Parking Licence","Licence"
"222747014002","006Nz00000QbUQ3IAN","Parking Licence","Licence"
"222747015001","006Nz00000JFtVvIAL","Parking Licence","Licence"
"222748001001","006Nz0000089gmgIAA","Parking Licence","Licence"
"222748001001","006Nz00000RLuu7IAD","Parking Licence","Licence"
"222748002001","006Nz000008Q1iJIAS","Parking Licence","Licence"
"222748002001","006Nz00000RLuu8IAD","Parking Licence","Licence"
"222748003003","006Nz00000MbxnsIAB","Parking Licence","Licence"
