"PMS_Reference__c","tenancy_status__c","status"
"109082001001","Current","Activated"
"110098001002","Current","Activated"
"109922005001","Current","Activated"
"110998001004","Current","Activated"
"111781001003","Current","Activated"
"109989057001","Current","Activated"
"109989095001","Current","Activated"
"109072001001","Current","Activated"
"109218002001","Current","Activated"
"110038004006","Current","Activated"
"109989013002","Current","Activated"
"110487001001","Current","Activated"
"109788038001","Current","Activated"
"109989034001","Current","Activated"
"111003001001","Current","Activated"
"111763001002","Current","Activated"
"111829001004","Current","Activated"
"112185001003","Current","Activated"
"110116008002","Current","Activated"
"112379001005","Current","Activated"
"112414001002","Current","Activated"
"113819001002","Current","Activated"
"110510001001","Current","Activated"
"109788003002","Current","Activated"
"110675001002","Current","Activated"
"110779001001","Current","Activated"
"109170001002","Current","Activated"
"109788035001","Current","Activated"
"110673001001","Current","Activated"
"110872001003","Current","Activated"
"110097009002","Current","Activated"
"110450001002","Current","Activated"
"110476001001","Current","Activated"
"110116003001","Current","Activated"
"110030011002","Current","Activated"
"110538001004","Current","Activated"
"110039001002","Current","Activated"
"110857001001","Current","Activated"
"110862002003","Current","Activated"
"110913001004","Current","Activated"
"109950009001","Current","Activated"
"110465003001","Current","Activated"
"110640001003","Current","Activated"
"110972001003","Current","Activated"
"110079001001","Current","Activated"
"109640019001","Current","Activated"
"112887001001","Current","Activated"
"112898001001","Current","Activated"
"113741001001","Current","Activated"
"115466001003","Current","Activated"
"109950005003","Current","Activated"
"110766001002","Current","Activated"
"110878001001","Current","Activated"
"127483045001","Current","Activated"
"111068001002","Current","Activated"
"111075001003","Current","Activated"
"111101001002","Current","Activated"
"109761001001","Current","Activated"
"109989060001","Current","Activated"
"110030186002","Current","Activated"
"110607001002","Current","Activated"
"110475001001","Current","Activated"
"112482002008","Current","Activated"
"112487002002","Current","Activated"
"110030037001","Current","Activated"
"109689001001","Current","Activated"
"110038001004","Current","Activated"
"109989128002","Current","Activated"
"109754001003","Current","Activated"
"109759002001","Current","Activated"
"109833002005","Current","Activated"
"111115001004","Current","Activated"
"109771001001","Current","Activated"
"109922008002","Current","Activated"
"110463001002","Current","Activated"
"110030081003","Current","Activated"
"110606001002","Current","Activated"
"109670002001","Current","Activated"
"110502001004","Current","Activated"
"110030050001","Current","Activated"
"109753002001","Current","Activated"
"110688001003","Current","Activated"
"110690001001","Current","Activated"
"109866004011","Current","Activated"
"110499001005","Current","Activated"
"109788008003","Current","Activated"
"110038002002","Current","Activated"
"109788069001","Current","Activated"
"110030079001","Current","Activated"
"109833001002","Current","Activated"
"110807001002","Current","Activated"
"110080001001","Current","Activated"
"109989011002","Current","Activated"
"109922006001","Current","Activated"
"110644001003","Current","Activated"
"110847001002","Current","Activated"
"111059001001","Current","Activated"
"110103002001","Current","Activated"
"109989007002","Current","Activated"
"110098002001","Current","Activated"
"110635001001","Current","Activated"
"111057001001","Current","Activated"
"110100001002","Current","Activated"
"109788064001","Current","Activated"
"110109001002","Current","Activated"
"110555001001","Current","Activated"
"110097010001","Current","Activated"
"110097003001","Current","Activated"
"110465002001","Current","Activated"
"110030013001","Current","Activated"
"110866001002","Current","Activated"
"109950002002","Current","Activated"
"110647001001","Current","Activated"
"110627001003","Current","Activated"
"110097007001","Current","Activated"
"109989107001","Current","Activated"
"110704001001","Current","Activated"
"110097002004","Current","Activated"
"109788042004","Current","Activated"
"110030064001","Current","Activated"
"110796001001","Current","Activated"
"110899001002","Current","Activated"
"110447261002","Current","Activated"
"110097008003","Current","Activated"
"110030016001","Current","Activated"
"109989100002","Current","Activated"
"110109002002","Current","Activated"
"110631001006","Current","Activated"
"110116007004","Current","Activated"
"114002002001","Current","Activated"
"110457001003","Current","Activated"
"110030027002","Current","Activated"
"109989033002","Current","Activated"
"110539001001","Current","Activated"
"110116012002","Current","Activated"
"109989094002","Current","Activated"
"109989043001","Current","Activated"
"109989058001","Current","Activated"
"110455001003","Current","Activated"
"109788046001","Current","Activated"
"110718001001","Current","Activated"
"110797001005","Current","Activated"
"110886001003","Current","Activated"
"110459001002","Current","Activated"
"110461001001","Current","Activated"
"110030018001","Current","Activated"
"109989108001","Current","Activated"
"110670001001","Current","Activated"
"110492001003","Current","Activated"
"110482001001","Current","Activated"
"111005001001","Current","Activated"
"111007001002","Current","Activated"
"110494001002","Current","Activated"
"110938001001","Current","Activated"
"110485001001","Current","Activated"
"110488001001","Current","Activated"
"110613001003","Current","Activated"
"110493001005","Current","Activated"
"110030028001","Current","Activated"
"110603001003","Current","Activated"
"111082001001","Current","Activated"
"111130001003","Current","Activated"
"110497001002","Current","Activated"
"110030021001","Current","Activated"
"111112001002","Current","Activated"
"111890001005","Current","Activated"
"112223001001","Current","Activated"
"110505001003","Current","Activated"
"109788030003","Current","Activated"
"109989016001","Current","Activated"
"110774001003","Current","Activated"
"110500001002","Current","Activated"
"114961001002","Current","Activated"
"115398002002","Current","Activated"
"115750002004","Current","Activated"
"109788001002","Current","Activated"
"110447290001","Current","Activated"
"109989122001","Current","Activated"
"110578001002","Current","Activated"
"110793001002","Current","Activated"
"109788004002","Current","Activated"
"109788014001","Current","Activated"
"110030006003","Current","Activated"
"109788010002","Current","Activated"
"109788054001","Current","Activated"
"109989030001","Current","Activated"
"110447288002","Current","Activated"
"109989035001","Current","Activated"
"110902001003","Current","Activated"
"111093001002","Current","Activated"
"109788002002","Current","Activated"
"109989087001","Current","Activated"
"109788009002","Current","Activated"
"109788055001","Current","Activated"
"110529001004","Current","Activated"
"110030041001","Current","Activated"
"110778001004","Current","Activated"
"109788005002","Current","Activated"
"109788066001","Current","Activated"
"110447262001","Current","Activated"
"110447277002","Current","Activated"
"110561001001","Current","Activated"
"111256001001","Current","Activated"
"111121001005","Current","Activated"
"111263001002","Current","Activated"
"111362001003","Current","Activated"
"111788001003","Current","Activated"
"109788039002","Current","Activated"
"109788056001","Current","Activated"
"109788023002","Current","Activated"
"110447274001","Current","Activated"
"109788020002","Current","Activated"
"110515001002","Current","Activated"
"109989051001","Current","Activated"
"109788032001","Current","Activated"
"109788006002","Current","Activated"
"109788027002","Current","Activated"
"110709001001","Current","Activated"
"109788017002","Current","Activated"
"110706001002","Current","Activated"
"111105001002","Current","Activated"
"109788025002","Current","Activated"
"109989084002","Current","Activated"
"110585001001","Current","Activated"
"110969001003","Current","Activated"
"110934001001","Current","Activated"
"111043001001","Current","Activated"
"109788022001","Current","Activated"
"110759001003","Current","Activated"
"109989130001","Current","Activated"
"109989047001","Current","Activated"
"110900001001","Current","Activated"
"110521001002","Current","Activated"
"109788016004","Current","Activated"
"109989114001","Current","Activated"
"109989045001","Current","Activated"
"109989056001","Current","Activated"
"110534001001","Current","Activated"
"110725001003","Current","Activated"
"109989004001","Current","Activated"
"110648001003","Current","Activated"
"111021001003","Current","Activated"
"111033001001","Current","Activated"
"111224001002","Current","Activated"
"109989005001","Current","Activated"
"110030047001","Current","Activated"
"110030188001","Current","Activated"
"110030035001","Current","Activated"
"109989020001","Current","Activated"
"109989086001","Current","Activated"
"109989103002","Current","Activated"
"110582002001","Current","Activated"
"109989048001","Current","Activated"
"109788029002","Current","Activated"
"109989042001","Current","Activated"
"110839001001","Current","Activated"
"110678001001","Current","Activated"
"110512001001","Current","Activated"
"109989009001","Current","Activated"
"109989090001","Current","Activated"
"110030020001","Current","Activated"
"109989098001","Current","Activated"
"110030048001","Current","Activated"
"110699001003","Current","Activated"
"109989018002","Current","Activated"
"110030034001","Current","Activated"
"110565001001","Current","Activated"
"109788043002","Current","Activated"
"109788044004","Current","Activated"
"110030067002","Current","Activated"
"111184001002","Current","Activated"
"109788037001","Current","Activated"
"110536001001","Current","Activated"
"110531001002","Current","Activated"
"109989010002","Current","Activated"
"109989031001","Current","Activated"
"109989044001","Current","Activated"
"110833001001","Current","Activated"
"109989025001","Current","Activated"
"110030010001","Current","Activated"
"110030036001","Current","Activated"
"109989133001","Current","Activated"
"110030148002","Current","Activated"
"110755001002","Current","Activated"
"110868001005","Current","Activated"
"111001001001","Current","Activated"
"111810001003","Current","Activated"
"109989012001","Current","Activated"
"110873001003","Current","Activated"
"111213001002","Current","Activated"
"111241001001","Current","Activated"
"110030058004","Current","Activated"
"110958001001","Current","Activated"
"111223001002","Current","Activated"
"110030026002","Current","Activated"
"110030040001","Current","Activated"
"109989037001","Current","Activated"
"109989041001","Current","Activated"
"110660001001","Current","Activated"
"110572001001","Current","Activated"
"110731001002","Current","Activated"
"110745001004","Current","Activated"
"109989022001","Current","Activated"
"109989088001","Current","Activated"
"110967001002","Current","Activated"
"112553001001","Current","Activated"
"110030022002","Current","Activated"
"109989113001","Current","Activated"
"110864001001","Current","Activated"
"109788036001","Current","Activated"
"110549001002","Current","Activated"
"110658001002","Current","Activated"
"110519001001","Current","Activated"
"110528001001","Current","Activated"
"110030038001","Current","Activated"
"110522001003","Current","Activated"
"109788047001","Current","Activated"
"110030073001","Current","Activated"
"110030043002","Current","Activated"
"110030014001","Current","Activated"
"109989049001","Current","Activated"
"109989085001","Current","Activated"
"222537002001","Current","Activated"
"222582016001","Current","Activated"
"110520001001","Current","Activated"
"112525002001","Current","Activated"
"112585001002","Current","Activated"
"113604001005","Current","Activated"
"109989110001","Current","Activated"
"110655001003","Current","Activated"
"110716001002","Current","Activated"
"110747001002","Current","Activated"
"109989029001","Current","Activated"
"110708001002","Current","Activated"
"110753001003","Current","Activated"
"110767001003","Current","Activated"
"110853001003","Current","Activated"
"109788051001","Current","Activated"
"110987001002","Current","Activated"
"111196001001","Current","Activated"
"109788059002","Current","Activated"
"110679001003","Current","Activated"
"110030187001","Current","Activated"
"110656001002","Current","Activated"
"111288001003","Current","Activated"
"110030055001","Current","Activated"
"110030075002","Current","Activated"
"110535001001","Current","Activated"
"109989015001","Current","Activated"
"109989040001","Current","Activated"
"110030060001","Current","Activated"
"110570001002","Current","Activated"
"109788062001","Current","Activated"
"111206001003","Current","Activated"
"115440002004","Current","Activated"
"109989121001","Current","Activated"
"110541001003","Current","Activated"
"110030039002","Current","Activated"
"109989111001","Current","Activated"
"110662001002","Current","Activated"
"110030063001","Current","Activated"
"110935001001","Current","Activated"
"111111001001","Current","Activated"
"109989097002","Current","Activated"
"110030062002","Current","Activated"
"110447268001","Current","Activated"
"111297001001","Current","Activated"
"110030056001","Current","Activated"
"110702001002","Current","Activated"
"111036001002","Current","Activated"
"111817001001","Current","Activated"
"112515001001","Current","Activated"
"109989093001","Current","Activated"
"110739001002","Current","Activated"
"110804001002","Current","Activated"
"109989092001","Current","Activated"
"110030057003","Current","Activated"
"110634001001","Current","Activated"
"110030074001","Current","Activated"
"110523001001","Current","Activated"
"110638001002","Current","Activated"
"110583002005","Current","Activated"
"110781001003","Current","Activated"
"109989129001","Current","Activated"
"110530001002","Current","Activated"
"110877001002","Current","Activated"
"110988001002","Current","Activated"
"110030087002","Current","Activated"
"109989119001","Current","Activated"
"110632001002","Current","Activated"
"109989038001","Current","Activated"
"110030049003","Current","Activated"
"110681001004","Current","Activated"
"110030146002","Current","Activated"
"110617001002","Current","Activated"
"110030082001","Current","Activated"
"110991001001","Current","Activated"
"109989117002","Current","Activated"
"110710001002","Current","Activated"
"110949001002","Current","Activated"
"109989131002","Current","Activated"
"110788001001","Current","Activated"
"110513001001","Current","Activated"
"115568001002","Current","Activated"
"122600019004","Current","Activated"
"109989120001","Current","Activated"
"110559001001","Current","Activated"
"110891001002","Current","Activated"
"109989124001","Current","Activated"
"110776001002","Current","Activated"
"110925001002","Current","Activated"
"112299001002","Current","Activated"
"110527001002","Current","Activated"
"110537001002","Current","Activated"
"109989115001","Current","Activated"
"110551001002","Current","Activated"
"111832001001","Current","Activated"
"111879001002","Current","Activated"
"114054005001","Current","Activated"
"110667001003","Current","Activated"
"110030061001","Current","Activated"
"110532001001","Current","Activated"
"111244001002","Current","Activated"
"112142002003","Current","Activated"
"110734001001","Current","Activated"
"110030149004","Current","Activated"
"109989105001","Current","Activated"
"110540001001","Current","Activated"
"110447280003","Current","Activated"
"110896001003","Current","Activated"
"109989036002","Current","Activated"
"110562001002","Current","Activated"
"110798001004","Current","Activated"
"111006001001","Current","Activated"
"111290001002","Current","Activated"
"111758001001","Current","Activated"
"110030080002","Current","Activated"
"113516005002","Current","Activated"
"113583002004","Current","Activated"
"113719001001","Current","Activated"
"110030084001","Current","Activated"
"109989102002","Current","Activated"
"110803001001","Current","Activated"
"110885001001","Current","Activated"
"110965001001","Current","Activated"
"111124001002","Current","Activated"
"111029001003","Current","Activated"
"109989053002","Current","Activated"
"110030065002","Current","Activated"
"109989112001","Current","Activated"
"110553001001","Current","Activated"
"110697001002","Current","Activated"
"111212001002","Current","Activated"
"109989118001","Current","Activated"
"110030077002","Current","Activated"
"110030147002","Current","Activated"
"110683001002","Current","Activated"
"111052001002","Current","Activated"
"110639001002","Current","Activated"
"110668001001","Current","Activated"
"110030076003","Current","Activated"
"110568001004","Current","Activated"
"110737001001","Current","Activated"
"109989096001","Current","Activated"
"110783001003","Current","Activated"
"110546001002","Current","Activated"
"110751001001","Current","Activated"
"110548001001","Current","Activated"
"110030083002","Current","Activated"
"110533001001","Current","Activated"
"112468001002","Current","Activated"
"418615005005","Current","Activated"
"418579022001","Current","Activated"
"110524001002","Current","Activated"
"110552001003","Current","Activated"
"111094001001","Current","Activated"
"111773001002","Current","Activated"
"110030078003","Current","Activated"
"110030066001","Current","Activated"
"110822001003","Current","Activated"
"110030068001","Current","Activated"
"110615001003","Current","Activated"
"110770001002","Current","Activated"
"110630001001","Current","Activated"
"111230001002","Current","Activated"
"111147001002","Current","Activated"
"111159001001","Current","Activated"
"110794001002","Current","Activated"
"110544001001","Current","Activated"
"110665001003","Current","Activated"
"110813001002","Current","Activated"
"110623001002","Current","Activated"
"110977001003","Current","Activated"
"110663001001","Current","Activated"
"114976001001","Current","Activated"
"110618001002","Current","Activated"
"110676001001","Current","Activated"
"110691001001","Current","Activated"
"110542001002","Current","Activated"
"110929001001","Current","Activated"
"110557001001","Current","Activated"
"110905001001","Current","Activated"
"111889001004","Current","Activated"
"112251001002","Current","Activated"
"110859001001","Current","Activated"
"111759001002","Current","Activated"
"111878001002","Current","Activated"
"110571001002","Current","Activated"
"111069001001","Current","Activated"
"111760001002","Current","Activated"
"110633001002","Current","Activated"
"110762001002","Current","Activated"
"110800001001","Current","Activated"
"110629001002","Current","Activated"
"110772001002","Current","Activated"
"110645001002","Current","Activated"
"110754001002","Current","Activated"
"110863001001","Current","Activated"
"111081001001","Current","Activated"
"110626001003","Current","Activated"
"110642001001","Current","Activated"
"110569001001","Current","Activated"
"111217001001","Current","Activated"
"111278001002","Current","Activated"
"112313001001","Current","Activated"
"112323002004","Current","Activated"
"110624001002","Current","Activated"
"110616001002","Current","Activated"
"110883001001","Current","Activated"
"110641001002","Current","Activated"
"110782001003","Current","Activated"
"111009001003","Current","Activated"
"111095001003","Current","Activated"
"110852001002","Current","Activated"
"110884001002","Current","Activated"
"112255001004","Current","Activated"
"112356002001","Current","Activated"
"110573001002","Current","Activated"
"110612001001","Current","Activated"
"110628001002","Current","Activated"
"110651001002","Current","Activated"
"111249001001","Current","Activated"
"110654001001","Current","Activated"
"111013001001","Current","Activated"
"110661001002","Current","Activated"
"112379002001","Current","Activated"
"112473001003","Current","Activated"
"112801001001","Current","Activated"
"113189001001","Current","Activated"
"110666001002","Current","Activated"
"110664001002","Current","Activated"
"110586001002","Current","Activated"
"110669001002","Current","Activated"
"110563001002","Current","Activated"
"110861001001","Current","Activated"
"110968001001","Current","Activated"
"111143001003","Current","Activated"
"112249001004","Current","Activated"
"110574001002","Current","Activated"
"110577001001","Current","Activated"
"114439001003","Current","Activated"
"110580001002","Current","Activated"
"110735001003","Current","Activated"
"110583001003","Current","Activated"
"114067001001","Current","Activated"
"114435001002","Current","Activated"
"114751002003","Current","Activated"
"110582001002","Current","Activated"
"110812001002","Current","Activated"
"110976001001","Current","Activated"
"110582003001","Current","Activated"
"110761001002","Current","Activated"
"110950001002","Current","Activated"
"111120001002","Current","Activated"
"111792001002","Current","Activated"
"110566001001","Current","Activated"
"110791001004","Current","Activated"
"111186001002","Current","Activated"
"111412001001","Current","Activated"
"110611001001","Current","Activated"
"110837001003","Current","Activated"
"110919001002","Current","Activated"
"110943001003","Current","Activated"
"110608001001","Current","Activated"
"122565001002","Current","Activated"
"110605001001","Current","Activated"
"112272001002","Current","Activated"
"112382001001","Current","Activated"
"112815001001","Current","Activated"
"110614001002","Current","Activated"
"110954001001","Current","Activated"
"110962001004","Current","Activated"
"112283001002","Current","Activated"
"110620001002","Current","Activated"
"222543002001","Current","Activated"
"222490020005","Current","Activated"
"222578008004","Current","Activated"
"110621001004","Current","Activated"
"110805001003","Current","Activated"
"111016001002","Current","Activated"
"111786001003","Current","Activated"
"110677001002","Current","Activated"
"110712001002","Current","Activated"
"110818001001","Current","Activated"
"110685001001","Current","Activated"
"110694001001","Current","Activated"
"111117001003","Current","Activated"
"110686001003","Current","Activated"
"110693001001","Current","Activated"
"110973001002","Current","Activated"
"111019001002","Current","Activated"
"110692001001","Current","Activated"
"110827001002","Current","Activated"
"111311001001","Current","Activated"
"111353001001","Current","Activated"
"112189001003","Current","Activated"
"110695001001","Current","Activated"
"110701001001","Current","Activated"
"112201001001","Current","Activated"
"112287001003","Current","Activated"
"110703001002","Current","Activated"
"110799001003","Current","Activated"
"110876001001","Current","Activated"
"110906001002","Current","Activated"
"111155001001","Current","Activated"
"110696001002","Current","Activated"
"110719001001","Current","Activated"
"110835001002","Current","Activated"
"112740001003","Current","Activated"
"113701001001","Current","Activated"
"110720001003","Current","Activated"
"110832001003","Current","Activated"
"112682001002","Current","Activated"
"112886002004","Current","Activated"
"112901001001","Current","Activated"
"110714001003","Current","Activated"
"110722001003","Current","Activated"
"110752001003","Current","Activated"
"110869001001","Current","Activated"
"111803001003","Current","Activated"
"111813001004","Current","Activated"
"110715001001","Current","Activated"
"110726001002","Current","Activated"
"110727001002","Current","Activated"
"110893001001","Current","Activated"
"112801002004","Current","Activated"
"110730001004","Current","Activated"
"110724001002","Current","Activated"
"111236001001","Current","Activated"
"111275001001","Current","Activated"
"111299001001","Current","Activated"
"111298001002","Current","Activated"
"110729001001","Current","Activated"
"110736001001","Current","Activated"
"112869001002","Current","Activated"
"110740001003","Current","Activated"
"112259001005","Current","Activated"
"113576001003","Current","Activated"
"110733001001","Current","Activated"
"110742001003","Current","Activated"
"111110001002","Current","Activated"
"110746001002","Current","Activated"
"110744001003","Current","Activated"
"110750001004","Current","Activated"
"110756001002","Current","Activated"
"110922001001","Current","Activated"
"110771001001","Current","Activated"
"110760001001","Current","Activated"
"110769001001","Current","Activated"
"110773001002","Current","Activated"
"110763001002","Current","Activated"
"110777001003","Current","Activated"
"110867001001","Current","Activated"
"112392001002","Current","Activated"
"112703001002","Current","Activated"
"110786001001","Current","Activated"
"111857002001","Current","Activated"
"112202001001","Current","Activated"
"112205001001","Current","Activated"
"110785001001","Current","Activated"
"111141001001","Current","Activated"
"110789001003","Current","Activated"
"112454001001","Current","Activated"
"112504002001","Current","Activated"
"114033001003","Current","Activated"
"110787001002","Current","Activated"
"110784001002","Current","Activated"
"110855001003","Current","Activated"
"110802001002","Current","Activated"
"110845001004","Current","Activated"
"111888001004","Current","Activated"
"110801001001","Current","Activated"
"111175001002","Current","Activated"
"110811001002","Current","Activated"
"110882001003","Current","Activated"
"110810001001","Current","Activated"
"110901001001","Current","Activated"
"110930001003","Current","Activated"
"110819001001","Current","Activated"
"111049001003","Current","Activated"
"111114001001","Current","Activated"
"111133001001","Current","Activated"
"111250002004","Current","Activated"
"110820001001","Current","Activated"
"110898001001","Current","Activated"
"110821001001","Current","Activated"
"111083001001","Current","Activated"
"110823001003","Current","Activated"
"110865001001","Current","Activated"
"110826001005","Current","Activated"
"110842001001","Current","Activated"
"110993001001","Current","Activated"
"110996001001","Current","Activated"
"110824001002","Current","Activated"
"111203001001","Current","Activated"
"110828001001","Current","Activated"
"110840001002","Current","Activated"
"110838001002","Current","Activated"
"110831001004","Current","Activated"
"112269001002","Current","Activated"
"112478001006","Current","Activated"
"112525005003","Current","Activated"
"110836001001","Current","Activated"
"110960001004","Current","Activated"
"111008001002","Current","Activated"
"112619001003","Current","Activated"
"110848001002","Current","Activated"
"110871001004","Current","Activated"
"110942001003","Current","Activated"
"111287001001","Current","Activated"
"111289001002","Current","Activated"
"110846001002","Current","Activated"
"110908001004","Current","Activated"
"127408011001","Current","Activated"
"127450001002","Current","Activated"
"110829001002","Current","Activated"
"110834001004","Current","Activated"
"110825001001","Current","Activated"
"110849001002","Current","Activated"
"111073001002","Current","Activated"
"111856002001","Current","Activated"
"112188001004","Current","Activated"
"110844001003","Current","Activated"
"111257001001","Current","Activated"
"112371002001","Current","Activated"
"112361001002","Current","Activated"
"112429001001","Current","Activated"
"110851001001","Current","Activated"
"110953001001","Current","Activated"
"110854001001","Current","Activated"
"111046001001","Current","Activated"
"111180001006","Current","Activated"
"111261001002","Current","Activated"
"112210001002","Current","Activated"
"110858001003","Current","Activated"
"111040001003","Current","Activated"
"112342001002","Current","Activated"
"110856001002","Current","Activated"
"110870001004","Current","Activated"
"111150001001","Current","Activated"
"111169001003","Current","Activated"
"111363001003","Current","Activated"
"110881001001","Current","Activated"
"110879001003","Current","Activated"
"110999001001","Current","Activated"
"115521001002","Current","Activated"
"110889001001","Current","Activated"
"111080001002","Current","Activated"
"111099001002","Current","Activated"
"111149001001","Current","Activated"
"111157001001","Current","Activated"
"110888001001","Current","Activated"
"110874001001","Current","Activated"
"111088001001","Current","Activated"
"111191001001","Current","Activated"
"110892001003","Current","Activated"
"111119001001","Current","Activated"
"111215001002","Current","Activated"
"127483047002","Current","Activated"
"127484001001","Current","Activated"
"110894001002","Current","Activated"
"110903001002","Current","Activated"
"110890001003","Current","Activated"
"110975001001","Current","Activated"
"111061001003","Current","Activated"
"110895001001","Current","Activated"
"111260001002","Current","Activated"
"112890001004","Current","Activated"
"110910001003","Current","Activated"
"110927001002","Current","Activated"
"111509002002","Current","Activated"
"110916001003","Current","Activated"
"110907001003","Current","Activated"
"111161001001","Current","Activated"
"111785001003","Current","Activated"
"112511001004","Current","Activated"
"110915001004","Current","Activated"
"110912001003","Current","Activated"
"110918001003","Current","Activated"
"110923001001","Current","Activated"
"110920001002","Current","Activated"
"110921001002","Current","Activated"
"418636011007","Current","Activated"
"110897001002","Current","Activated"
"111216001002","Current","Activated"
"111401001002","Current","Activated"
"111836001002","Current","Activated"
"110931001001","Current","Activated"
"110941001001","Current","Activated"
"112191001002","Current","Activated"
"110933001001","Current","Activated"
"111047001002","Current","Activated"
"110928001002","Current","Activated"
"111185001001","Current","Activated"
"110937001003","Current","Activated"
"110932001003","Current","Activated"
"110946001002","Current","Activated"
"111811001001","Current","Activated"
"112383001002","Current","Activated"
"112411001004","Current","Activated"
"110947001001","Current","Activated"
"110957001002","Current","Activated"
"110956001002","Current","Activated"
"111174001001","Current","Activated"
"112193001001","Current","Activated"
"110964001001","Current","Activated"
"111091001002","Current","Activated"
"112240001002","Current","Activated"
"113670002005","Current","Activated"
"110961001005","Current","Activated"
"110966001001","Current","Activated"
"111202001001","Current","Activated"
"111295001001","Current","Activated"
"111804001001","Current","Activated"
"110974001001","Current","Activated"
"112445001002","Current","Activated"
"112637001004","Current","Activated"
"110971001002","Current","Activated"
"110980001004","Current","Activated"
"111875001004","Current","Activated"
"112350002002","Current","Activated"
"112403001003","Current","Activated"
"111179001004","Current","Activated"
"112267002004","Current","Activated"
"111787001003","Current","Activated"
"111160001003","Current","Activated"
"111406001001","Current","Activated"
"111766001002","Current","Activated"
"110995001001","Current","Activated"
"111062001003","Current","Activated"
"110989001001","Current","Activated"
"111000001001","Current","Activated"
"111300001001","Current","Activated"
"111319001002","Current","Activated"
"113274001002","Current","Activated"
"110959001001","Current","Activated"
"110979001004","Current","Activated"
"114807002003","Current","Activated"
"110992001001","Current","Activated"
"111148001001","Current","Activated"
"111002001002","Current","Activated"
"111239001003","Current","Activated"
"112384002006","Current","Activated"
"111004001002","Current","Activated"
"111012001001","Current","Activated"
"111262001002","Current","Activated"
"111840001001","Current","Activated"
"111011001003","Current","Activated"
"111176001001","Current","Activated"
"111209001001","Current","Activated"
"112314002003","Current","Activated"
"111018001002","Current","Activated"
"111761001001","Current","Activated"
"111017001001","Current","Activated"
"111023001002","Current","Activated"
"112854001002","Current","Activated"
"113343001002","Current","Activated"
"111024001002","Current","Activated"
"112357002002","Current","Activated"
"112822001001","Current","Activated"
"112884001001","Current","Activated"
"111020001001","Current","Activated"
"112277001005","Current","Activated"
"112490002002","Current","Activated"
"112882002004","Current","Activated"
"113599001001","Current","Activated"
"111015001002","Current","Activated"
"111134001001","Current","Activated"
"112282001002","Current","Activated"
"112481002001","Current","Activated"
"112502001001","Current","Activated"
"111025001002","Current","Activated"
"111026001002","Current","Activated"
"112354002002","Current","Activated"
"111034001003","Current","Activated"
"111027001001","Current","Activated"
"111022001002","Current","Activated"
"111207001002","Current","Activated"
"111857001001","Current","Activated"
"111028001001","Current","Activated"
"111317001001","Current","Activated"
"111365001004","Current","Activated"
"111030001001","Current","Activated"
"112264001005","Current","Activated"
"112817001001","Current","Activated"
"112850001004","Current","Activated"
"111039001002","Current","Activated"
"111145001003","Current","Activated"
"111310001001","Current","Activated"
"112349001001","Current","Activated"
"112463001002","Current","Activated"
"111041001002","Current","Activated"
"111210001002","Current","Activated"
"111296001001","Current","Activated"
"111812001004","Current","Activated"
"111051001002","Current","Activated"
"111104001002","Current","Activated"
"111132001003","Current","Activated"
"111187001001","Current","Activated"
"111055001002","Current","Activated"
"111058001001","Current","Activated"
"111066001003","Current","Activated"
"111086001001","Current","Activated"
"113590001001","Current","Activated"
"111056001002","Current","Activated"
"111118001003","Current","Activated"
"111060001002","Current","Activated"
"111092001003","Current","Activated"
"111065001004","Current","Activated"
"111167001001","Current","Activated"
"111063001003","Current","Activated"
"111067001001","Current","Activated"
"111076001002","Current","Activated"
"112327001001","Current","Activated"
"111074001002","Current","Activated"
"114860001002","Current","Activated"
"111070001001","Current","Activated"
"111102001002","Current","Activated"
"111269001001","Current","Activated"
"111079001001","Current","Activated"
"111123001001","Current","Activated"
"111266001001","Current","Activated"
"112200001003","Current","Activated"
"111087001002","Current","Activated"
"111100001001","Current","Activated"
"111509007002","Current","Activated"
"111089001003","Current","Activated"
"111096001001","Current","Activated"
"111098001001","Current","Activated"
"111103001002","Current","Activated"
"111107001001","Current","Activated"
"111214001002","Current","Activated"
"112394001002","Current","Activated"
"115402001001","Current","Activated"
"111106001001","Current","Activated"
"111237001001","Current","Activated"
"111248001002","Current","Activated"
"112353001006","Current","Activated"
"112842001001","Current","Activated"
"111116001002","Current","Activated"
"111779001001","Current","Activated"
"122486029008","Current","Activated"
"111109001001","Current","Activated"
"111125001003","Current","Activated"
"111122001003","Current","Activated"
"111136001002","Current","Activated"
"111137001001","Current","Activated"
"111249002001","Current","Activated"
"111304001001","Current","Activated"
"111366001003","Current","Activated"
"112186001002","Current","Activated"
"111127001002","Current","Activated"
"111885001001","Current","Activated"
"112209001001","Current","Activated"
"112509002003","Current","Activated"
"112599001004","Current","Activated"
"111129001001","Current","Activated"
"112470001005","Current","Activated"
"112701001002","Current","Activated"
"113584002001","Current","Activated"
"113871001001","Current","Activated"
"111146001003","Current","Activated"
"113519001002","Current","Activated"
"111144001004","Current","Activated"
"111140001001","Current","Activated"
"111307001001","Current","Activated"
"111765001001","Current","Activated"
"111841001001","Current","Activated"
"111870001003","Current","Activated"
"111151001001","Current","Activated"
"112365001002","Current","Activated"
"111142001003","Current","Activated"
"111153001002","Current","Activated"
"111181001001","Current","Activated"
"111225001001","Current","Activated"
"112380001001","Current","Activated"
"111158001001","Current","Activated"
"111198001002","Current","Activated"
